Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,91.5,566.3,9/2/2020
Anza-Borrego Springs,18.1,346.6,9/2/2020
Carlsbad,700.3,553.7,9/2/2020
Central Region,8308.0,1612.8,9/2/2020
Central San Diego,2714.9,1287.3,9/2/2020
Chula Vista,2684.2,2163.6,9/2/2020
City of Carlsbad,610.7,529.9,9/2/2020
City of Chula Vista,5023.2,1850.5,9/2/2020
City of Coronado,162.0,669.4,9/2/2020
City of Del Mar,21.9,495.1,9/2/2020
City of El Cajon,1668.1,1577.2,9/2/2020
City of Encinitas,325.8,514.1,9/2/2020
City of Escondido,1723.6,1128.4,9/2/2020
City of Imperial Beach,493.0,1796.1,9/2/2020
City of La Mesa,590.4,971.3,9/2/2020
City of Lemon Grove,413.0,1517.9,9/2/2020
City of National City,1468.6,2360.3,9/2/2020
City of Oceanside,1510.4,848.7,9/2/2020
City of Poway,237.4,471.9,9/2/2020
City of San Diego,16727.0,1177.6,9/2/2020
City of San Marcos,866.7,882.6,9/2/2020
City of Santee,395.6,677.6,9/2/2020
City of Solana Beach,53.8,385.8,9/2/2020
City of Vista,967.5,948.9,9/2/2020
Coastal,743.1,854.3,9/2/2020
Coronado,162.0,669.4,9/2/2020
Del Mar-Mira Mesa,894.5,523.1,9/2/2020
East Region,6134.0,1255.1,9/2/2020
El Cajon,2041.7,1542.9,9/2/2020
Elliott-Navajo,571.2,596.4,9/2/2020
Escondido,1907.1,1088.0,9/2/2020
Fallbrook,463.9,935.8,9/2/2020
Harbison Crest,201.9,1332.6,9/2/2020
Harbison Crest-El Cajon,2243.6,1521.3,9/2/2020
Jamul,283.7,1496.8,9/2/2020
Kearny Mesa,1382.6,808.5,9/2/2020
La Mesa,611.2,971.2,9/2/2020
Laguna-Pine Valley,19.7,344.0,9/2/2020
Lakeside,577.2,959.2,9/2/2020
Lemon Grove,493.5,1592.6,9/2/2020
Mid-City,2569.7,1523.1,9/2/2020
Miramar,48.4,659.6,9/2/2020
Mountain Empire,93.6,1137.4,9/2/2020
National City,1464.2,2372.1,9/2/2020
North Central Region,4327.0,646.8,9/2/2020
North Coastal Region,3894.0,694.6,9/2/2020
North County,8807.0,748.6,9/2/2020
North Inland Region,4913.0,797.9,9/2/2020
North San Diego,537.5,440.8,9/2/2020
Oceanside,1480.6,873.6,9/2/2020
Palomar-Julian,37.3,476.6,9/2/2020
Pauma,126.6,1500.4,9/2/2020
Pendleton,91.0,220.4,9/2/2020
Peninsula,477.8,673.8,9/2/2020
Poway,416.3,459.7,9/2/2020
Ramona,278.4,776.8,9/2/2020
San Diego County,39446.0,1176.9,9/2/2020
San Dieguito,509.7,501.3,9/2/2020
San Marcos,949.6,918.8,9/2/2020
Santee,384.6,693.0,9/2/2020
South Bay,4115.2,3118.0,9/2/2020
South Region,11040.0,2196.9,9/2/2020
Southeastern San Diego,3157.8,2202.1,9/2/2020
Spring Valley,1390.0,1642.4,9/2/2020
Supervisorial District 1,13739.7,2185.9,9/2/2020
Supervisorial District 2,7368.4,1119.6,9/2/2020
Supervisorial District 3,4286.7,635.9,9/2/2020
Supervisorial District 4,7907.3,1109.0,9/2/2020
Supervisorial District 5,5313.9,783.7,9/2/2020
Sweetwater,2443.0,1595.7,9/2/2020
Unincorporated,5357.2,1038.9,9/2/2020
University,242.6,334.4,9/2/2020
Valley Center,192.4,829.2,9/2/2020
Vista,1047.5,976.6,9/2/2020
