Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,103.2,638.8,9/18/2020
Anza-Borrego Springs,18.1,346.6,9/18/2020
Carlsbad,794.1,627.9,9/18/2020
Central Region,9816.0,1905.5,9/18/2020
Central San Diego,3226.2,1529.7,9/18/2020
Chula Vista,2970.4,2394.3,9/18/2020
City of Carlsbad,683.4,593.0,9/18/2020
City of Chula Vista,5560.7,2048.5,9/18/2020
City of Coronado,176.0,727.3,9/18/2020
City of Del Mar,23.8,537.6,9/18/2020
City of El Cajon,1806.3,1707.9,9/18/2020
City of Encinitas,353.9,558.5,9/18/2020
City of Escondido,1941.1,1270.7,9/18/2020
City of Imperial Beach,552.0,2011.1,9/18/2020
City of La Mesa,644.7,1060.6,9/18/2020
City of Lemon Grove,454.0,1668.6,9/18/2020
City of National City,1563.8,2513.3,9/18/2020
City of Oceanside,1776.8,998.3,9/18/2020
City of Poway,285.3,567.0,9/18/2020
City of San Diego,19091.5,1344.0,9/18/2020
City of San Marcos,1004.9,1023.3,9/18/2020
City of Santee,435.8,746.4,9/18/2020
City of Solana Beach,58.2,417.4,9/18/2020
City of Vista,1099.8,1078.6,9/18/2020
Coastal,809.4,930.5,9/18/2020
Coronado,176.0,727.3,9/18/2020
Del Mar-Mira Mesa,975.3,570.4,9/18/2020
East Region,6659.0,1362.5,9/18/2020
El Cajon,2209.6,1669.8,9/18/2020
Elliott-Navajo,672.2,701.8,9/18/2020
Escondido,2152.9,1228.2,9/18/2020
Fallbrook,520.5,1049.9,9/18/2020
Harbison Crest,218.4,1441.7,9/18/2020
Harbison Crest-El Cajon,2428.1,1646.4,9/18/2020
Jamul,314.2,1657.7,9/18/2020
Kearny Mesa,1487.2,869.7,9/18/2020
La Mesa,668.0,1061.4,9/18/2020
Laguna-Pine Valley,21.3,372.3,9/18/2020
Lakeside,625.5,1039.4,9/18/2020
Lemon Grove,539.5,1741.3,9/18/2020
Mid-City,3345.7,1983.1,9/18/2020
Miramar,52.6,716.5,9/18/2020
Mountain Empire,103.4,1256.6,9/18/2020
National City,1558.6,2525.1,9/18/2020
North Central Region,4780.0,714.5,9/18/2020
North Coastal Region,4439.0,791.8,9/18/2020
North County,10017.0,851.5,9/18/2020
North Inland Region,5578.0,905.9,9/18/2020
North San Diego,616.1,505.3,9/18/2020
Oceanside,1731.8,1021.8,9/18/2020
Palomar-Julian,37.3,476.9,9/18/2020
Pauma,135.1,1600.3,9/18/2020
Pendleton,98.0,237.4,9/18/2020
Peninsula,530.1,747.5,9/18/2020
Poway,503.8,556.4,9/18/2020
Ramona,315.0,878.7,9/18/2020
San Diego County,44293.0,1321.5,9/18/2020
San Dieguito,556.8,547.7,9/18/2020
San Marcos,1095.8,1060.3,9/18/2020
Santee,423.2,762.5,9/18/2020
South Bay,4499.9,3409.4,9/18/2020
South Region,12102.0,2408.2,9/18/2020
Southeastern San Diego,3397.3,2369.1,9/18/2020
Spring Valley,1495.0,1766.6,9/18/2020
Supervisorial District 1,15024.2,2390.3,9/18/2020
Supervisorial District 2,8305.5,1262.0,9/18/2020
Supervisorial District 3,4794.7,711.3,9/18/2020
Supervisorial District 4,9176.8,1287.1,9/18/2020
Supervisorial District 5,6072.8,895.6,9/18/2020
Sweetwater,2702.8,1765.4,9/18/2020
Unincorporated,5862.1,1136.8,9/18/2020
University,269.5,371.4,9/18/2020
Valley Center,215.9,930.4,9/18/2020
Vista,1188.7,1108.1,9/18/2020
