Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,9.27,57.672,5/25/2020
Anza-Borrego Springs,,,5/25/2020
Carlsbad,80.88,64.488,5/25/2020
Central Region,1467,283.319,5/25/2020
Central San Diego,517.12,247.224,5/25/2020
Chula Vista,567.49,461.018,5/25/2020
City of Carlsbad,74.23,64.76,5/25/2020
City of Chula Vista,1025.12,383.219,5/25/2020
City of Coronado,18,83.014,5/25/2020
City of Del Mar,5.64,130.567,5/25/2020
City of El Cajon,378.89,358.942,5/25/2020
City of Encinitas,45.56,72.138,5/25/2020
City of Escondido,202.84,133.91,5/25/2020
City of Imperial Beach,73,259.205,5/25/2020
City of La Mesa,110.43,180.269,5/25/2020
City of Lemon Grove,66,245.957,5/25/2020
City of National City,339.99,546.101,5/25/2020
City of Oceanside,155.17,87.486,5/25/2020
City of Poway,36.92,73.537,5/25/2020
City of San Diego,3167.44,223.084,5/25/2020
City of San Marcos,86.64,90.472,5/25/2020
City of Santee,56.59,99.29,5/25/2020
City of Solana Beach,7.21,51.736,5/25/2020
City of Vista,106.56,103.076,5/25/2020
Coastal,74.41,86.582,5/25/2020
Coronado,18,83.014,5/25/2020
Del Mar-Mira Mesa,164.6,96.328,5/25/2020
East Region,1122,231.099,5/25/2020
El Cajon,450.63,342.894,5/25/2020
Elliott-Navajo,96.69,102.22,5/25/2020
Escondido,226.32,130.618,5/25/2020
Fallbrook,27.02,55.613,5/25/2020
Harbison Crest,40.39,266.628,5/25/2020
Harbison Crest-El Cajon,491.02,335.012,5/25/2020
Jamul,51.74,264.093,5/25/2020
Kearny Mesa,230.35,134.896,5/25/2020
La Mesa,113.03,178.454,5/25/2020
Laguna-Pine Valley,,,5/25/2020
Lakeside,101.14,169.744,5/25/2020
Lemon Grove,81.18,263.599,5/25/2020
Mid-City,411.62,240.553,5/25/2020
Miramar,8.91,129.609,5/25/2020
Mountain Empire,13.6,165.475,5/25/2020
National City,339.16,549.385,5/25/2020
North Central Region,687,103.25,5/25/2020
North Coastal Region,444,78.966,5/25/2020
North County,1047,89.497,5/25/2020
North Inland Region,603,99.242,5/25/2020
North San Diego,125.79,104.021,5/25/2020
Oceanside,154.33,91.103,5/25/2020
Palomar-Julian,,,5/25/2020
Pauma,5.59,68.666,5/25/2020
Pendleton,,,5/25/2020
Peninsula,91.35,130.623,5/25/2020
Poway,62.73,69.509,5/25/2020
Ramona,32.84,93.376,5/25/2020
San Diego County,6882,206.205,5/25/2020
San Dieguito,75.92,74.706,5/25/2020
San Marcos,94.92,94.018,5/25/2020
Santee,56.6,104.247,5/25/2020
South Bay,989.13,735.142,5/25/2020
South Region,2437,488.467,5/25/2020
Southeastern San Diego,563.75,387.254,5/25/2020
Spring Valley,221.78,263.908,5/25/2020
Supervisorial District 1,2900.98,461.976,5/25/2020
Supervisorial District 2,1300.02,198.612,5/25/2020
Supervisorial District 3,660.57,98.666,5/25/2020
Supervisorial District 4,1360.6,191.551,5/25/2020
Supervisorial District 5,537.83,79.661,5/25/2020
Sweetwater,481.27,321.13,5/25/2020
Unincorporated,803.76,156.64,5/25/2020
University,38.1,52.557,5/25/2020
Valley Center,18.34,80.532,5/25/2020
Vista,112.51,104.102,5/25/2020
