Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,443.0,2742.3,12/12/2020
Anza-Borrego Springs,58.2,1114.6,12/12/2020
Carlsbad,2039.9,1612.9,12/12/2020
Central Region,20060.0,3894.1,12/12/2020
Central San Diego,6748.2,3199.8,12/12/2020
Chula Vista,6661.8,5369.8,12/12/2020
City of Carlsbad,1707.9,1481.9,12/12/2020
City of Chula Vista,12837.6,4729.3,12/12/2020
City of Coronado,379.0,1566.2,12/12/2020
City of Del Mar,59.2,1336.8,12/12/2020
City of El Cajon,4702.6,4446.4,12/12/2020
City of Encinitas,968.9,1529.1,12/12/2020
City of Escondido,4929.1,3226.8,12/12/2020
City of Imperial Beach,1204.0,4386.5,12/12/2020
City of La Mesa,1442.9,2373.6,12/12/2020
City of Lemon Grove,1083.0,3980.4,12/12/2020
City of National City,3078.8,4948.1,12/12/2020
City of Oceanside,4598.8,2584.0,12/12/2020
City of Poway,785.1,1560.3,12/12/2020
City of San Diego,42187.1,2969.9,12/12/2020
City of San Marcos,2489.5,2535.3,12/12/2020
City of Santee,1332.2,2281.8,12/12/2020
City of Solana Beach,167.9,1204.4,12/12/2020
City of Vista,3327.5,3263.6,12/12/2020
Coastal,1958.5,2251.6,12/12/2020
Coronado,379.0,1566.2,12/12/2020
Del Mar-Mira Mesa,2387.1,1396.0,12/12/2020
East Region,17114.0,3501.6,12/12/2020
El Cajon,5783.5,4370.6,12/12/2020
Elliott-Navajo,1775.1,1853.6,12/12/2020
Escondido,5495.7,3135.3,12/12/2020
Fallbrook,1187.8,2396.0,12/12/2020
Harbison Crest,584.4,3856.8,12/12/2020
Harbison Crest-El Cajon,6367.9,4317.8,12/12/2020
Jamul,805.0,4247.4,12/12/2020
Kearny Mesa,3743.6,2189.2,12/12/2020
La Mesa,1497.2,2379.2,12/12/2020
Laguna-Pine Valley,99.8,1745.5,12/12/2020
Lakeside,1664.1,2765.5,12/12/2020
Lemon Grove,1261.8,4072.2,12/12/2020
Mid-City,6696.1,3968.9,12/12/2020
Miramar,121.6,1657.6,12/12/2020
Mountain Empire,372.9,4531.6,12/12/2020
National City,3064.1,4964.2,12/12/2020
North Central Region,11925.0,1782.6,12/12/2020
North Coastal Region,12014.0,2142.9,12/12/2020
North County,26157.0,2223.5,12/12/2020
North Inland Region,14143.0,2296.8,12/12/2020
North San Diego,1537.6,1260.9,12/12/2020
Oceanside,4501.1,2655.8,12/12/2020
Palomar-Julian,92.3,1179.0,12/12/2020
Pauma,277.2,3284.8,12/12/2020
Pendleton,209.0,506.2,12/12/2020
Peninsula,1232.8,1738.5,12/12/2020
Poway,1307.1,1443.5,12/12/2020
Ramona,940.5,2624.0,12/12/2020
San Diego County,107372.0,3203.4,12/12/2020
San Dieguito,1512.9,1488.1,12/12/2020
San Marcos,2743.6,2654.8,12/12/2020
Santee,1281.1,2308.2,12/12/2020
South Bay,9979.8,7561.5,12/12/2020
South Region,27005.0,5373.7,12/12/2020
Southeastern San Diego,7014.8,4891.7,12/12/2020
Spring Valley,3473.4,4104.4,12/12/2020
Supervisorial District 1,32825.6,5222.5,12/12/2020
Supervisorial District 2,21119.8,3209.2,12/12/2020
Supervisorial District 3,12208.7,1811.1,12/12/2020
Supervisorial District 4,20259.5,2841.5,12/12/2020
Supervisorial District 5,15847.4,2337.2,12/12/2020
Sweetwater,6420.3,4193.7,12/12/2020
Unincorporated,14979.7,2905.0,12/12/2020
University,766.6,1056.6,12/12/2020
Valley Center,592.6,2554.0,12/12/2020
Vista,3549.6,3309.1,12/12/2020
