Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,4/15/2020
Anza-Borrego Springs,,,4/15/2020
Carlsbad,52.8,42.099,4/15/2020
Central Region,470,90.77,4/15/2020
Central San Diego,207.06,98.989,4/15/2020
Chula Vista,108.14,87.854,4/15/2020
City of Carlsbad,50.86,44.37,4/15/2020
City of Chula Vista,227.96,85.22,4/15/2020
City of Coronado,6,27.671,4/15/2020
City of Del Mar,5.02,116.06,4/15/2020
City of El Cajon,111.36,105.501,4/15/2020
City of Encinitas,31.6,50.034,4/15/2020
City of Escondido,63.68,42.039,4/15/2020
City of Imperial Beach,12,42.609,4/15/2020
City of La Mesa,41.6,67.912,4/15/2020
City of Lemon Grove,18,67.079,4/15/2020
City of National City,57.67,92.63,4/15/2020
City of Oceanside,50.05,28.22,4/15/2020
City of Poway,18.96,37.762,4/15/2020
City of San Diego,1012.52,71.312,4/15/2020
City of San Marcos,28.21,29.458,4/15/2020
City of Santee,21.18,37.165,4/15/2020
City of Solana Beach,6.08,43.598,4/15/2020
City of Vista,32.35,31.289,4/15/2020
Coastal,54.72,63.675,4/15/2020
Coronado,6,27.671,4/15/2020
Del Mar-Mira Mesa,83.88,49.089,4/15/2020
East Region,350,72.09,4/15/2020
El Cajon,137.62,104.722,4/15/2020
Elliott-Navajo,53.99,57.076,4/15/2020
Escondido,74.36,42.918,4/15/2020
Fallbrook,9.3,19.15,4/15/2020
Harbison Crest,13.6,89.782,4/15/2020
Harbison Crest-El Cajon,151.22,103.178,4/15/2020
Jamul,15.14,77.269,4/15/2020
Kearny Mesa,98.62,57.755,4/15/2020
La Mesa,42.45,67.019,4/15/2020
Laguna-Pine Valley,,,4/15/2020
Lakeside,29.78,49.975,4/15/2020
Lemon Grove,21.84,70.933,4/15/2020
Mid-City,133.13,77.8,4/15/2020
Miramar,,,4/15/2020
Mountain Empire,,,4/15/2020
National City,57.16,92.592,4/15/2020
North Central Region,348,52.301,4/15/2020
North Coastal Region,207,36.815,4/15/2020
North County,440,37.611,4/15/2020
North Inland Region,233,38.347,4/15/2020
North San Diego,67.34,55.684,4/15/2020
Oceanside,47.89,28.269,4/15/2020
Palomar-Julian,,,4/15/2020
Pauma,,,4/15/2020
Pendleton,,,4/15/2020
Peninsula,35.23,50.378,4/15/2020
Poway,35.36,39.184,4/15/2020
Ramona,10.91,31.027,4/15/2020
San Diego County,2087,62.533,4/15/2020
San Dieguito,55.24,54.357,4/15/2020
San Marcos,27.92,27.653,4/15/2020
Santee,20.54,37.835,4/15/2020
South Bay,133.83,99.464,4/15/2020
South Region,442,88.593,4/15/2020
Southeastern San Diego,139.49,95.823,4/15/2020
Spring Valley,66.68,79.342,4/15/2020
Supervisorial District 1,548.14,87.29,4/15/2020
Supervisorial District 2,427.06,65.244,4/15/2020
Supervisorial District 3,314.33,46.95,4/15/2020
Supervisorial District 4,550.96,77.567,4/15/2020
Supervisorial District 5,209.51,31.032,4/15/2020
Sweetwater,125.54,83.768,4/15/2020
Unincorporated,254.9,49.677,4/15/2020
University,31.44,43.364,4/15/2020
Valley Center,5.64,24.75,4/15/2020
Vista,33.12,30.648,4/15/2020
