Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,326.3,2020.2,11/28/2020
Anza-Borrego Springs,28.7,549.1,11/28/2020
Carlsbad,1512.8,1196.1,11/28/2020
Central Region,16251.0,3154.7,11/28/2020
Central San Diego,5481.2,2599.0,11/28/2020
Chula Vista,5200.7,4192.1,11/28/2020
City of Carlsbad,1271.9,1103.6,11/28/2020
City of Chula Vista,9991.7,3680.9,11/28/2020
City of Coronado,308.0,1272.8,11/28/2020
City of Del Mar,45.7,1032.7,11/28/2020
City of El Cajon,3607.3,3410.8,11/28/2020
City of Encinitas,750.7,1184.7,11/28/2020
City of Escondido,3583.4,2345.9,11/28/2020
City of Imperial Beach,979.0,3566.7,11/28/2020
City of La Mesa,1132.7,1863.3,11/28/2020
City of Lemon Grove,786.0,2888.9,11/28/2020
City of National City,2492.2,4005.3,11/28/2020
City of Oceanside,3360.0,1887.9,11/28/2020
City of Poway,590.6,1173.7,11/28/2020
City of San Diego,33372.5,2349.4,11/28/2020
City of San Marcos,1814.0,1847.4,11/28/2020
City of Santee,975.5,1670.9,11/28/2020
City of Solana Beach,129.0,925.1,11/28/2020
City of Vista,2277.7,2233.9,11/28/2020
Coastal,1609.3,1850.2,11/28/2020
Coronado,308.0,1272.8,11/28/2020
Del Mar-Mira Mesa,1841.4,1076.9,11/28/2020
East Region,13034.0,2666.8,11/28/2020
El Cajon,4424.4,3343.5,11/28/2020
Elliott-Navajo,1346.3,1405.8,11/28/2020
Escondido,4002.9,2283.6,11/28/2020
Fallbrook,892.2,1799.6,11/28/2020
Harbison Crest,443.2,2925.3,11/28/2020
Harbison Crest-El Cajon,4867.6,3300.5,11/28/2020
Jamul,614.6,3242.7,11/28/2020
Kearny Mesa,2928.1,1712.3,11/28/2020
La Mesa,1174.0,1865.6,11/28/2020
Laguna-Pine Valley,64.8,1132.0,11/28/2020
Lakeside,1255.7,2086.8,11/28/2020
Lemon Grove,929.0,2998.1,11/28/2020
Mid-City,5522.3,3273.2,11/28/2020
Miramar,93.0,1267.5,11/28/2020
Mountain Empire,285.7,3472.1,11/28/2020
National City,2481.1,4019.7,11/28/2020
North Central Region,9306.0,1391.1,11/28/2020
North Coastal Region,8663.0,1545.2,11/28/2020
North County,19073.0,1621.3,11/28/2020
North Inland Region,10410.0,1690.6,11/28/2020
North San Diego,1129.8,926.5,11/28/2020
Oceanside,3267.0,1927.7,11/28/2020
Palomar-Julian,75.1,959.8,11/28/2020
Pauma,213.4,2528.3,11/28/2020
Pendleton,124.0,300.4,11/28/2020
Peninsula,993.8,1401.5,11/28/2020
Poway,992.1,1095.6,11/28/2020
Ramona,732.3,2043.1,11/28/2020
San Diego County,81084.0,2419.1,11/28/2020
San Dieguito,1164.7,1145.6,11/28/2020
San Marcos,1984.9,1920.7,11/28/2020
Santee,940.2,1694.0,11/28/2020
South Bay,7742.9,5866.7,11/28/2020
South Region,21091.0,4196.9,11/28/2020
Southeastern San Diego,5549.1,3869.7,11/28/2020
Spring Valley,2690.5,3179.2,11/28/2020
Supervisorial District 1,25753.3,4097.3,11/28/2020
Supervisorial District 2,16195.2,2460.9,11/28/2020
Supervisorial District 3,9093.1,1348.9,11/28/2020
Supervisorial District 4,16289.2,2284.6,11/28/2020
Supervisorial District 5,11424.0,1684.8,11/28/2020
Sweetwater,4982.3,3254.4,11/28/2020
Unincorporated,11287.2,2188.9,11/28/2020
University,537.0,740.2,11/28/2020
Valley Center,425.8,1835.0,11/28/2020
Vista,2444.2,2278.7,11/28/2020
