Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,382.0,2364.7,12/8/2020
Anza-Borrego Springs,41.9,801.7,12/8/2020
Carlsbad,1845.7,1459.3,12/8/2020
Central Region,18684.0,3627.0,12/8/2020
Central San Diego,6279.0,2977.3,12/8/2020
Chula Vista,6177.8,4979.6,12/8/2020
City of Carlsbad,1553.8,1348.1,12/8/2020
City of Chula Vista,11863.3,4370.4,12/8/2020
City of Coronado,361.0,1491.8,12/8/2020
City of Del Mar,53.5,1209.5,12/8/2020
City of El Cajon,4331.6,4095.6,12/8/2020
City of Encinitas,889.9,1404.4,12/8/2020
City of Escondido,4440.3,2906.9,12/8/2020
City of Imperial Beach,1133.0,4127.8,12/8/2020
City of La Mesa,1344.9,2212.4,12/8/2020
City of Lemon Grove,971.0,3568.8,12/8/2020
City of National City,2858.1,4593.3,12/8/2020
City of Oceanside,4111.1,2309.9,12/8/2020
City of Poway,739.2,1469.1,12/8/2020
City of San Diego,38998.3,2745.4,12/8/2020
City of San Marcos,2242.5,2283.7,12/8/2020
City of Santee,1227.7,2102.8,12/8/2020
City of Solana Beach,157.7,1131.0,12/8/2020
City of Vista,2888.7,2833.2,12/8/2020
Coastal,1833.2,2107.6,12/8/2020
Coronado,361.0,1491.8,12/8/2020
Del Mar-Mira Mesa,2190.0,1280.8,12/8/2020
East Region,15704.0,3213.1,12/8/2020
El Cajon,5326.4,4025.1,12/8/2020
Elliott-Navajo,1626.2,1698.0,12/8/2020
Escondido,4952.7,2825.5,12/8/2020
Fallbrook,1068.9,2156.0,12/8/2020
Harbison Crest,536.9,3543.5,12/8/2020
Harbison Crest-El Cajon,5863.3,3975.7,12/8/2020
Jamul,728.2,3842.0,12/8/2020
Kearny Mesa,3469.1,2028.6,12/8/2020
La Mesa,1395.8,2218.0,12/8/2020
Laguna-Pine Valley,92.6,1618.3,12/8/2020
Lakeside,1518.0,2522.7,12/8/2020
Lemon Grove,1136.7,3668.4,12/8/2020
Mid-City,6285.3,3725.4,12/8/2020
Miramar,111.2,1515.8,12/8/2020
Mountain Empire,342.2,4158.6,12/8/2020
National City,2844.6,4608.6,12/8/2020
North Central Region,11008.0,1645.5,12/8/2020
North Coastal Region,10676.0,1904.3,12/8/2020
North County,23465.0,1994.6,12/8/2020
North Inland Region,12789.0,2076.9,12/8/2020
North San Diego,1401.1,1149.0,12/8/2020
Oceanside,4017.4,2370.5,12/8/2020
Palomar-Julian,87.6,1119.6,12/8/2020
Pauma,242.7,2876.2,12/8/2020
Pendleton,163.0,394.8,12/8/2020
Peninsula,1158.5,1633.8,12/8/2020
Poway,1216.1,1343.0,12/8/2020
Ramona,848.6,2367.4,12/8/2020
San Diego County,97549.0,2910.4,12/8/2020
San Dieguito,1388.9,1366.1,12/8/2020
San Marcos,2469.0,2389.1,12/8/2020
Santee,1179.7,2125.5,12/8/2020
South Bay,9130.1,6917.7,12/8/2020
South Region,24877.0,4950.3,12/8/2020
Southeastern San Diego,6483.8,4521.4,12/8/2020
Spring Valley,3207.1,3789.7,12/8/2020
Supervisorial District 1,30280.4,4817.5,12/8/2020
Supervisorial District 2,19429.9,2952.4,12/8/2020
Supervisorial District 3,11086.0,1644.6,12/8/2020
Supervisorial District 4,18848.4,2643.6,12/8/2020
Supervisorial District 5,14093.3,2078.5,12/8/2020
Sweetwater,5905.6,3857.4,12/8/2020
Unincorporated,13572.3,2632.1,12/8/2020
University,677.8,934.3,12/8/2020
Valley Center,532.5,2294.9,12/8/2020
Vista,3083.1,2874.2,12/8/2020
