Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,50.6,314.5,7/22/2020
Anza-Borrego Springs,15.4,301.1,7/22/2020
Carlsbad,473.0,377.1,7/22/2020
Central Region,5539.0,1069.7,7/22/2020
Central San Diego,1844.5,881.8,7/22/2020
Chula Vista,1729.7,1405.1,7/22/2020
City of Carlsbad,426.1,371.7,7/22/2020
City of Chula Vista,3269.7,1222.3,7/22/2020
City of Coronado,106.0,488.9,7/22/2020
City of Del Mar,17.2,399.0,7/22/2020
City of El Cajon,1106.8,1048.6,7/22/2020
City of Encinitas,230.0,364.1,7/22/2020
City of Escondido,987.4,651.8,7/22/2020
City of Imperial Beach,325.0,1154.0,7/22/2020
City of La Mesa,391.3,638.7,7/22/2020
City of Lemon Grove,276.0,1028.5,7/22/2020
City of National City,1022.6,1642.6,7/22/2020
City of Oceanside,860.4,485.1,7/22/2020
City of Poway,164.6,327.9,7/22/2020
City of San Diego,11140.1,784.6,7/22/2020
City of San Marcos,518.4,541.3,7/22/2020
City of Santee,242.8,426.0,7/22/2020
City of Solana Beach,40.7,291.9,7/22/2020
City of Vista,595.9,576.4,7/22/2020
Coastal,542.3,631.0,7/22/2020
Coronado,106.0,488.9,7/22/2020
Del Mar-Mira Mesa,600.0,351.1,7/22/2020
East Region,3978.0,819.3,7/22/2020
El Cajon,1348.4,1026.0,7/22/2020
Elliott-Navajo,404.2,427.3,7/22/2020
Escondido,1092.4,630.4,7/22/2020
Fallbrook,249.9,514.4,7/22/2020
Harbison Crest,131.6,868.5,7/22/2020
Harbison Crest-El Cajon,1480.0,1009.7,7/22/2020
Jamul,196.3,1001.7,7/22/2020
Kearny Mesa,923.2,540.6,7/22/2020
La Mesa,403.8,637.6,7/22/2020
Laguna-Pine Valley,12.3,216.2,7/22/2020
Lakeside,334.0,560.6,7/22/2020
Lemon Grove,331.1,1075.2,7/22/2020
Mid-City,1632.3,954.0,7/22/2020
Miramar,34.1,496.1,7/22/2020
Mountain Empire,57.6,700.8,7/22/2020
National City,1019.2,1651.0,7/22/2020
North Central Region,2993.0,449.8,7/22/2020
North Coastal Region,2431.0,432.4,7/22/2020
North County,5323.0,455.0,7/22/2020
North Inland Region,2892.0,476.0,7/22/2020
North San Diego,370.0,306.0,7/22/2020
Oceanside,846.5,499.7,7/22/2020
Palomar-Julian,13.3,173.4,7/22/2020
Pauma,56.3,691.2,7/22/2020
Pendleton,57.0,130.7,7/22/2020
Peninsula,341.2,487.9,7/22/2020
Poway,287.4,318.5,7/22/2020
Ramona,145.7,414.2,7/22/2020
San Diego County,25608.0,767.3,7/22/2020
San Dieguito,362.8,357.0,7/22/2020
San Marcos,566.4,561.0,7/22/2020
Santee,235.9,434.4,7/22/2020
South Bay,2615.4,1943.8,7/22/2020
South Region,7193.0,1441.7,7/22/2020
Southeastern San Diego,2149.8,1476.7,7/22/2020
Spring Valley,919.1,1093.7,7/22/2020
Supervisorial District 1,9071.4,1444.6,7/22/2020
Supervisorial District 2,4751.7,725.9,7/22/2020
Supervisorial District 3,2743.3,409.8,7/22/2020
Supervisorial District 4,5293.1,745.2,7/22/2020
Supervisorial District 5,3166.4,469.0,7/22/2020
Sweetwater,1607.1,1072.4,7/22/2020
Unincorporated,3305.0,644.1,7/22/2020
University,171.9,237.2,7/22/2020
Valley Center,109.4,480.3,7/22/2020
Vista,639.0,591.3,7/22/2020
