Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,84.3,521.8,8/24/2020
Anza-Borrego Springs,18.1,346.6,8/24/2020
Carlsbad,662.6,523.9,8/24/2020
Central Region,7777.0,1509.7,8/24/2020
Central San Diego,2527.1,1198.2,8/24/2020
Chula Vista,2489.1,2006.3,8/24/2020
City of Carlsbad,582.1,505.1,8/24/2020
City of Chula Vista,4698.1,1730.8,8/24/2020
City of Coronado,158.0,652.9,8/24/2020
City of Del Mar,19.7,445.6,8/24/2020
City of El Cajon,1612.7,1524.9,8/24/2020
City of Encinitas,303.4,478.8,8/24/2020
City of Escondido,1576.8,1032.3,8/24/2020
City of Imperial Beach,463.0,1686.8,8/24/2020
City of La Mesa,548.4,902.1,8/24/2020
City of Lemon Grove,392.0,1440.8,8/24/2020
City of National City,1387.9,2230.6,8/24/2020
City of Oceanside,1361.2,764.8,8/24/2020
City of Poway,227.5,452.0,8/24/2020
City of San Diego,15729.4,1107.3,8/24/2020
City of San Marcos,800.1,814.8,8/24/2020
City of Santee,374.5,641.4,8/24/2020
City of Solana Beach,47.3,339.3,8/24/2020
City of Vista,903.4,886.1,8/24/2020
Coastal,707.8,813.7,8/24/2020
Coronado,158.0,652.9,8/24/2020
Del Mar-Mira Mesa,845.1,494.2,8/24/2020
East Region,5828.0,1192.4,8/24/2020
El Cajon,1970.4,1489.0,8/24/2020
Elliott-Navajo,536.6,560.3,8/24/2020
Escondido,1743.6,994.7,8/24/2020
Fallbrook,422.4,852.0,8/24/2020
Harbison Crest,192.7,1271.7,8/24/2020
Harbison Crest-El Cajon,2163.1,1466.7,8/24/2020
Jamul,270.2,1425.5,8/24/2020
Kearny Mesa,1328.4,776.8,8/24/2020
La Mesa,566.7,900.6,8/24/2020
Laguna-Pine Valley,19.3,337.3,8/24/2020
Lakeside,541.3,899.5,8/24/2020
Lemon Grove,469.2,1514.4,8/24/2020
Mid-City,2365.6,1402.1,8/24/2020
Miramar,46.0,627.0,8/24/2020
Mountain Empire,86.0,1045.7,8/24/2020
National City,1383.7,2241.8,8/24/2020
North Central Region,4118.0,615.6,8/24/2020
North Coastal Region,3578.0,638.2,8/24/2020
North County,8105.0,689.0,8/24/2020
North Inland Region,4527.0,735.2,8/24/2020
North San Diego,505.0,414.1,8/24/2020
Oceanside,1335.9,788.3,8/24/2020
Palomar-Julian,34.3,438.0,8/24/2020
Pauma,115.2,1365.2,8/24/2020
Pendleton,69.0,167.1,8/24/2020
Peninsula,456.5,643.8,8/24/2020
Poway,390.9,431.7,8/24/2020
Ramona,254.6,710.4,8/24/2020
San Diego County,36994.0,1103.7,8/24/2020
San Dieguito,473.9,466.1,8/24/2020
San Marcos,877.5,849.1,8/24/2020
Santee,364.0,655.8,8/24/2020
South Bay,3861.3,2925.6,8/24/2020
South Region,10360.0,2061.5,8/24/2020
Southeastern San Diego,3010.1,2099.1,8/24/2020
Spring Valley,1315.8,1554.8,8/24/2020
Supervisorial District 1,12926.8,2056.6,8/24/2020
Supervisorial District 2,6948.0,1055.8,8/24/2020
Supervisorial District 3,3981.6,590.7,8/24/2020
Supervisorial District 4,7450.0,1044.9,8/24/2020
Supervisorial District 5,4881.6,720.0,8/24/2020
Sweetwater,2306.6,1506.6,8/24/2020
Unincorporated,5002.4,970.1,8/24/2020
University,230.6,317.8,8/24/2020
Valley Center,176.6,761.0,8/24/2020
Vista,976.1,910.0,8/24/2020
