Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,134.5,832.4,10/31/2020
Anza-Borrego Springs,22.7,434.4,10/31/2020
Carlsbad,1043.8,825.3,10/31/2020
Central Region,12189.0,2366.1,10/31/2020
Central San Diego,4126.1,1956.4,10/31/2020
Chula Vista,3849.6,3103.0,10/31/2020
City of Carlsbad,894.2,775.8,10/31/2020
City of Chula Vista,7254.5,2672.5,10/31/2020
City of Coronado,220.0,909.1,10/31/2020
City of Del Mar,33.2,749.8,10/31/2020
City of El Cajon,2288.5,2163.8,10/31/2020
City of Encinitas,503.4,794.4,10/31/2020
City of Escondido,2547.7,1667.8,10/31/2020
City of Imperial Beach,710.0,2586.7,10/31/2020
City of La Mesa,789.9,1299.4,10/31/2020
City of Lemon Grove,542.0,1992.1,10/31/2020
City of National City,1937.8,3114.3,10/31/2020
City of Oceanside,2351.5,1321.3,10/31/2020
City of Poway,394.1,783.1,10/31/2020
City of San Diego,24442.7,1720.7,10/31/2020
City of San Marcos,1295.0,1318.8,10/31/2020
City of Santee,618.6,1059.5,10/31/2020
City of Solana Beach,82.2,590.0,10/31/2020
City of Vista,1479.6,1451.1,10/31/2020
Coastal,1143.4,1314.6,10/31/2020
Coronado,220.0,909.1,10/31/2020
Del Mar-Mira Mesa,1273.7,744.9,10/31/2020
East Region,8560.0,1751.4,10/31/2020
El Cajon,2814.2,2126.7,10/31/2020
Elliott-Navajo,913.2,953.5,10/31/2020
Escondido,2827.7,1613.2,10/31/2020
Fallbrook,646.1,1303.3,10/31/2020
Harbison Crest,283.6,1871.9,10/31/2020
Harbison Crest-El Cajon,3097.8,2100.5,10/31/2020
Jamul,414.5,2186.9,10/31/2020
Kearny Mesa,2014.1,1177.8,10/31/2020
La Mesa,818.9,1301.2,10/31/2020
Laguna-Pine Valley,27.7,484.7,10/31/2020
Lakeside,827.4,1375.0,10/31/2020
Lemon Grove,648.4,2092.6,10/31/2020
Mid-City,4133.2,2449.8,10/31/2020
Miramar,64.6,880.4,10/31/2020
Mountain Empire,171.6,2085.2,10/31/2020
National City,1930.3,3127.4,10/31/2020
North Central Region,6483.0,969.1,10/31/2020
North Coastal Region,5928.0,1057.4,10/31/2020
North County,13191.0,1121.3,10/31/2020
North Inland Region,7263.0,1179.5,10/31/2020
North San Diego,790.1,647.9,10/31/2020
Oceanside,2293.6,1353.3,10/31/2020
Palomar-Julian,55.1,703.4,10/31/2020
Pauma,155.2,1839.3,10/31/2020
Pendleton,116.0,281.0,10/31/2020
Peninsula,733.8,1034.8,10/31/2020
Poway,671.3,741.4,10/31/2020
Ramona,440.4,1228.6,10/31/2020
San Diego County,57102.0,1703.6,10/31/2020
San Dieguito,780.2,767.4,10/31/2020
San Marcos,1413.2,1367.5,10/31/2020
Santee,597.3,1076.2,10/31/2020
South Bay,5752.8,4358.8,10/31/2020
South Region,15566.0,3097.5,10/31/2020
Southeastern San Diego,4140.2,2887.2,10/31/2020
Spring Valley,1904.5,2250.5,10/31/2020
Supervisorial District 1,19094.0,3037.8,10/31/2020
Supervisorial District 2,10759.5,1634.9,10/31/2020
Supervisorial District 3,6314.6,936.8,10/31/2020
Supervisorial District 4,11900.6,1669.1,10/31/2020
Supervisorial District 5,7920.3,1168.1,10/31/2020
Sweetwater,3549.0,2318.1,10/31/2020
Unincorporated,7604.2,1474.7,10/31/2020
University,377.3,520.1,10/31/2020
Valley Center,278.2,1198.8,10/31/2020
Vista,1591.7,1483.8,10/31/2020
