Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,73.2,453.3,8/4/2020
Anza-Borrego Springs,16.5,315.8,8/4/2020
Carlsbad,561.1,443.7,8/4/2020
Central Region,6589.0,1279.1,8/4/2020
Central San Diego,2179.4,1033.4,8/4/2020
Chula Vista,2096.7,1690.1,8/4/2020
City of Carlsbad,505.8,438.8,8/4/2020
City of Chula Vista,3961.9,1459.5,8/4/2020
City of Coronado,143.0,590.9,8/4/2020
City of Del Mar,18.2,410.2,8/4/2020
City of El Cajon,1340.2,1267.2,8/4/2020
City of Encinitas,252.2,398.0,8/4/2020
City of Escondido,1219.3,798.2,8/4/2020
City of Imperial Beach,402.0,1464.6,8/4/2020
City of La Mesa,487.8,802.4,8/4/2020
City of Lemon Grove,335.0,1231.3,8/4/2020
City of National City,1200.7,1929.8,8/4/2020
City of Oceanside,1037.7,583.1,8/4/2020
City of Poway,191.5,380.7,8/4/2020
City of San Diego,13357.7,940.4,8/4/2020
City of San Marcos,598.9,609.9,8/4/2020
City of Santee,298.0,510.4,8/4/2020
City of Solana Beach,44.0,315.4,8/4/2020
City of Vista,714.6,700.8,8/4/2020
Coastal,629.8,724.0,8/4/2020
Coronado,143.0,590.9,8/4/2020
Del Mar-Mira Mesa,719.5,420.8,8/4/2020
East Region,4890.0,1000.5,8/4/2020
El Cajon,1635.9,1236.2,8/4/2020
Elliott-Navajo,462.4,482.8,8/4/2020
Escondido,1346.4,768.1,8/4/2020
Fallbrook,323.4,652.3,8/4/2020
Harbison Crest,157.8,1041.8,8/4/2020
Harbison Crest-El Cajon,1793.7,1216.2,8/4/2020
Jamul,227.0,1197.6,8/4/2020
Kearny Mesa,1144.0,669.0,8/4/2020
La Mesa,502.6,798.7,8/4/2020
Laguna-Pine Valley,17.5,305.6,8/4/2020
Lakeside,432.3,718.4,8/4/2020
Lemon Grove,400.0,1291.1,8/4/2020
Mid-City,1963.5,1163.8,8/4/2020
Miramar,40.5,551.5,8/4/2020
Mountain Empire,70.5,856.3,8/4/2020
National City,1197.3,1939.8,8/4/2020
North Central Region,3568.0,533.4,8/4/2020
North Coastal Region,2875.0,512.8,8/4/2020
North County,6396.0,543.7,8/4/2020
North Inland Region,3521.0,571.8,8/4/2020
North San Diego,430.6,353.1,8/4/2020
Oceanside,1021.0,602.4,8/4/2020
Palomar-Julian,17.2,219.3,8/4/2020
Pauma,90.0,1066.8,8/4/2020
Pendleton,63.0,152.6,8/4/2020
Peninsula,395.0,557.1,8/4/2020
Poway,333.0,367.8,8/4/2020
Ramona,177.8,496.0,8/4/2020
San Diego County,30864.0,920.8,8/4/2020
San Dieguito,400.5,393.9,8/4/2020
San Marcos,660.8,639.4,8/4/2020
Santee,289.9,522.4,8/4/2020
South Bay,3234.6,2450.8,8/4/2020
South Region,8752.0,1741.6,8/4/2020
Southeastern San Diego,2551.9,1779.6,8/4/2020
Spring Valley,1121.9,1325.7,8/4/2020
Supervisorial District 1,10950.8,1742.2,8/4/2020
Supervisorial District 2,5801.9,881.6,8/4/2020
Supervisorial District 3,3273.5,485.6,8/4/2020
Supervisorial District 4,6338.2,889.0,8/4/2020
Supervisorial District 5,3830.7,565.0,8/4/2020
Sweetwater,1950.3,1273.9,8/4/2020
Unincorporated,4086.5,792.5,8/4/2020
University,201.4,277.6,8/4/2020
Valley Center,143.1,616.7,8/4/2020
Vista,772.8,720.5,8/4/2020
