Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,144.4,893.9,11/5/2020
Anza-Borrego Springs,23.0,439.4,11/5/2020
Carlsbad,1081.1,854.8,11/5/2020
Central Region,12540.0,2434.3,11/5/2020
Central San Diego,4276.7,2027.9,11/5/2020
Chula Vista,3958.6,3190.8,11/5/2020
City of Carlsbad,923.9,801.6,11/5/2020
City of Chula Vista,7470.0,2751.9,11/5/2020
City of Coronado,229.0,946.3,11/5/2020
City of Del Mar,33.8,763.9,11/5/2020
City of El Cajon,2423.6,2291.5,11/5/2020
City of Encinitas,527.5,832.4,11/5/2020
City of Escondido,2640.0,1728.3,11/5/2020
City of Imperial Beach,725.0,2641.4,11/5/2020
City of La Mesa,811.3,1334.5,11/5/2020
City of Lemon Grove,573.0,2106.0,11/5/2020
City of National City,1973.4,3171.5,11/5/2020
City of Oceanside,2474.6,1390.4,11/5/2020
City of Poway,403.0,801.0,11/5/2020
City of San Diego,25215.4,1775.1,11/5/2020
City of San Marcos,1341.2,1365.8,11/5/2020
City of Santee,642.8,1100.9,11/5/2020
City of Solana Beach,90.4,648.3,11/5/2020
City of Vista,1543.8,1514.2,11/5/2020
Coastal,1200.9,1380.6,11/5/2020
Coronado,229.0,946.3,11/5/2020
Del Mar-Mira Mesa,1321.6,772.9,11/5/2020
East Region,8942.0,1829.6,11/5/2020
El Cajon,2974.8,2248.0,11/5/2020
Elliott-Navajo,940.4,981.9,11/5/2020
Escondido,2932.4,1672.9,11/5/2020
Fallbrook,664.8,1341.1,11/5/2020
Harbison Crest,296.7,1958.3,11/5/2020
Harbison Crest-El Cajon,3271.5,2218.2,11/5/2020
Jamul,424.9,2241.9,11/5/2020
Kearny Mesa,2094.1,1224.6,11/5/2020
La Mesa,841.2,1336.8,11/5/2020
Laguna-Pine Valley,32.2,563.5,11/5/2020
Lakeside,859.9,1429.0,11/5/2020
Lemon Grove,681.5,2199.4,11/5/2020
Mid-City,4231.7,2508.2,11/5/2020
Miramar,66.5,906.0,11/5/2020
Mountain Empire,181.8,2209.5,11/5/2020
National City,1965.5,3184.4,11/5/2020
North Central Region,6733.0,1006.5,11/5/2020
North Coastal Region,6202.0,1106.2,11/5/2020
North County,13726.0,1166.8,11/5/2020
North Inland Region,7524.0,1221.9,11/5/2020
North San Diego,821.3,673.5,11/5/2020
Oceanside,2412.7,1423.6,11/5/2020
Palomar-Julian,56.8,725.5,11/5/2020
Pauma,158.7,1879.9,11/5/2020
Pendleton,117.0,283.4,11/5/2020
Peninsula,758.3,1069.3,11/5/2020
Poway,692.0,764.2,11/5/2020
Ramona,459.1,1280.9,11/5/2020
San Diego County,59116.0,1763.7,11/5/2020
San Dieguito,822.6,809.1,11/5/2020
San Marcos,1463.9,1416.5,11/5/2020
Santee,621.0,1118.8,11/5/2020
South Bay,5910.7,4478.4,11/5/2020
South Region,15999.0,3183.6,11/5/2020
Southeastern San Diego,4251.2,2964.5,11/5/2020
Spring Valley,1968.7,2326.3,11/5/2020
Supervisorial District 1,19622.8,3121.9,11/5/2020
Supervisorial District 2,11197.6,1701.5,11/5/2020
Supervisorial District 3,6558.5,972.9,11/5/2020
Supervisorial District 4,12307.1,1726.1,11/5/2020
Supervisorial District 5,8254.0,1217.3,11/5/2020
Sweetwater,3660.3,2390.9,11/5/2020
Unincorporated,7898.5,1531.8,11/5/2020
University,387.1,533.6,11/5/2020
Valley Center,294.3,1268.2,11/5/2020
Vista,1660.9,1548.4,11/5/2020
