Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,87.9,544.4,8/30/2020
Anza-Borrego Springs,18.1,346.6,8/30/2020
Carlsbad,690.7,546.1,8/30/2020
Central Region,8073.0,1567.1,8/30/2020
Central San Diego,2647.0,1255.1,8/30/2020
Chula Vista,2626.0,2116.7,8/30/2020
City of Carlsbad,603.6,523.7,8/30/2020
City of Chula Vista,4926.7,1815.0,8/30/2020
City of Coronado,163.0,673.6,8/30/2020
City of Del Mar,21.0,473.9,8/30/2020
City of El Cajon,1650.7,1560.8,8/30/2020
City of Encinitas,321.2,506.9,8/30/2020
City of Escondido,1681.8,1101.0,8/30/2020
City of Imperial Beach,487.0,1774.3,8/30/2020
City of La Mesa,576.9,949.1,8/30/2020
City of Lemon Grove,409.0,1503.2,8/30/2020
City of National City,1447.5,2326.3,8/30/2020
City of Oceanside,1463.3,822.2,8/30/2020
City of Poway,236.4,469.9,8/30/2020
City of San Diego,16328.8,1149.5,8/30/2020
City of San Marcos,841.8,857.2,8/30/2020
City of Santee,386.5,662.1,8/30/2020
City of Solana Beach,52.6,377.2,8/30/2020
City of Vista,950.9,932.7,8/30/2020
Coastal,733.1,842.8,8/30/2020
Coronado,163.0,673.6,8/30/2020
Del Mar-Mira Mesa,869.1,508.3,8/30/2020
East Region,6040.0,1235.8,8/30/2020
El Cajon,2019.2,1525.9,8/30/2020
Elliott-Navajo,555.3,579.8,8/30/2020
Escondido,1861.4,1062.0,8/30/2020
Fallbrook,441.8,891.2,8/30/2020
Harbison Crest,198.4,1309.3,8/30/2020
Harbison Crest-El Cajon,2217.6,1503.6,8/30/2020
Jamul,281.5,1485.3,8/30/2020
Kearny Mesa,1367.2,799.5,8/30/2020
La Mesa,596.8,948.4,8/30/2020
Laguna-Pine Valley,19.5,340.7,8/30/2020
Lakeside,563.2,936.0,8/30/2020
Lemon Grove,488.5,1576.6,8/30/2020
Mid-City,2443.5,1448.3,8/30/2020
Miramar,47.3,644.4,8/30/2020
Mountain Empire,92.6,1125.2,8/30/2020
National City,1443.1,2337.9,8/30/2020
North Central Region,4249.0,635.2,8/30/2020
North Coastal Region,3805.0,678.7,8/30/2020
North County,8585.0,729.8,8/30/2020
North Inland Region,4780.0,776.3,8/30/2020
North San Diego,524.8,430.3,8/30/2020
Oceanside,1434.6,846.5,8/30/2020
Palomar-Julian,35.3,450.9,8/30/2020
Pauma,122.5,1451.8,8/30/2020
Pendleton,85.0,205.9,8/30/2020
Peninsula,471.0,664.2,8/30/2020
Poway,409.3,452.0,8/30/2020
Ramona,270.5,754.7,8/30/2020
San Diego County,38604.0,1151.7,8/30/2020
San Dieguito,503.3,495.0,8/30/2020
San Marcos,922.6,892.7,8/30/2020
Santee,375.9,677.2,8/30/2020
South Bay,4039.5,3060.6,8/30/2020
South Region,10844.0,2157.9,8/30/2020
Southeastern San Diego,3115.0,2172.3,8/30/2020
Spring Valley,1370.4,1619.3,8/30/2020
Supervisorial District 1,13503.8,2148.4,8/30/2020
Supervisorial District 2,7210.0,1095.6,8/30/2020
Supervisorial District 3,4184.1,620.7,8/30/2020
Supervisorial District 4,7720.9,1082.9,8/30/2020
Supervisorial District 5,5172.2,762.8,8/30/2020
Sweetwater,2402.9,1569.6,8/30/2020
Unincorporated,5242.2,1016.6,8/30/2020
University,238.2,328.3,8/30/2020
Valley Center,188.5,812.6,8/30/2020
Vista,1027.6,958.0,8/30/2020
