Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,61.4,380.3,7/28/2020
Anza-Borrego Springs,16.5,315.8,7/28/2020
Carlsbad,521.2,412.1,7/28/2020
Central Region,6066.0,1177.5,7/28/2020
Central San Diego,2007.3,951.8,7/28/2020
Chula Vista,1913.4,1542.3,7/28/2020
City of Carlsbad,472.4,409.9,7/28/2020
City of Chula Vista,3624.3,1335.2,7/28/2020
City of Coronado,130.0,537.2,7/28/2020
City of Del Mar,18.2,410.2,7/28/2020
City of El Cajon,1218.6,1152.2,7/28/2020
City of Encinitas,239.3,377.6,7/28/2020
City of Escondido,1093.0,715.6,7/28/2020
City of Imperial Beach,371.0,1351.6,7/28/2020
City of La Mesa,458.1,753.6,7/28/2020
City of Lemon Grove,299.0,1098.9,7/28/2020
City of National City,1101.8,1770.7,7/28/2020
City of Oceanside,943.5,530.1,7/28/2020
City of Poway,182.6,362.8,7/28/2020
City of San Diego,12267.9,863.6,7/28/2020
City of San Marcos,555.3,565.5,7/28/2020
City of Santee,266.9,457.2,7/28/2020
City of Solana Beach,40.0,286.7,7/28/2020
City of Vista,640.5,628.2,7/28/2020
Coastal,589.3,677.5,7/28/2020
Coronado,130.0,537.2,7/28/2020
Del Mar-Mira Mesa,663.7,388.1,7/28/2020
East Region,4461.0,912.8,7/28/2020
El Cajon,1492.0,1127.5,7/28/2020
Elliott-Navajo,437.8,457.2,7/28/2020
Escondido,1209.2,689.8,7/28/2020
Fallbrook,290.0,585.0,7/28/2020
Harbison Crest,147.8,975.8,7/28/2020
Harbison Crest-El Cajon,1639.8,1111.9,7/28/2020
Jamul,208.8,1101.5,7/28/2020
Kearny Mesa,1015.1,593.6,7/28/2020
La Mesa,472.2,750.4,7/28/2020
Laguna-Pine Valley,15.9,277.3,7/28/2020
Lakeside,392.8,652.8,7/28/2020
Lemon Grove,358.7,1157.7,7/28/2020
Mid-City,1794.4,1063.6,7/28/2020
Miramar,36.4,496.0,7/28/2020
Mountain Empire,64.1,778.9,7/28/2020
National City,1098.8,1780.2,7/28/2020
North Central Region,3275.0,489.6,7/28/2020
North Coastal Region,2634.0,469.8,7/28/2020
North County,5840.0,496.4,7/28/2020
North Inland Region,3206.0,520.7,7/28/2020
North San Diego,397.7,326.1,7/28/2020
Oceanside,927.0,547.0,7/28/2020
Palomar-Julian,17.1,219.1,7/28/2020
Pauma,81.7,967.7,7/28/2020
Pendleton,58.0,140.5,7/28/2020
Peninsula,364.6,514.2,7/28/2020
Poway,313.5,346.2,7/28/2020
Ramona,157.0,438.0,7/28/2020
San Diego County,28287.0,843.9,7/28/2020
San Dieguito,378.2,372.0,7/28/2020
San Marcos,609.3,589.6,7/28/2020
Santee,259.3,467.3,7/28/2020
South Bay,2954.5,2238.5,7/28/2020
South Region,8001.0,1592.1,7/28/2020
Southeastern San Diego,2360.8,1646.3,7/28/2020
Spring Valley,1023.6,1209.6,7/28/2020
Supervisorial District 1,10047.5,1598.5,7/28/2020
Supervisorial District 2,5304.0,806.0,7/28/2020
Supervisorial District 3,3001.9,445.3,7/28/2020
Supervisorial District 4,5790.5,812.1,7/28/2020
Supervisorial District 5,3499.1,516.1,7/28/2020
Sweetwater,1785.6,1166.3,7/28/2020
Unincorporated,3720.5,721.5,7/28/2020
University,192.6,265.5,7/28/2020
Valley Center,132.1,569.5,7/28/2020
Vista,693.5,646.5,7/28/2020
