Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,9.28,57.7,5/27/2020
Anza-Borrego Springs,,,5/27/2020
Carlsbad,83.21,66.345,5/27/2020
Central Region,1531,295.679,5/27/2020
Central San Diego,537.98,257.195,5/27/2020
Chula Vista,584.11,474.516,5/27/2020
City of Carlsbad,76.26,66.529,5/27/2020
City of Chula Vista,1053.49,393.824,5/27/2020
City of Coronado,19,87.626,5/27/2020
City of Del Mar,5.64,130.567,5/27/2020
City of El Cajon,389.34,368.84,5/27/2020
City of Encinitas,46.48,73.595,5/27/2020
City of Escondido,214.33,141.496,5/27/2020
City of Imperial Beach,79,280.51,5/27/2020
City of La Mesa,116.28,189.81,5/27/2020
City of Lemon Grove,67,249.683,5/27/2020
City of National City,352.98,566.969,5/27/2020
City of Oceanside,158.18,89.183,5/27/2020
City of Poway,36.92,73.537,5/27/2020
City of San Diego,3275.52,230.695,5/27/2020
City of San Marcos,87.58,91.448,5/27/2020
City of Santee,61.61,108.1,5/27/2020
City of Solana Beach,8.21,58.905,5/27/2020
City of Vista,107.45,103.94,5/27/2020
Coastal,75.17,87.465,5/27/2020
Coronado,19,87.626,5/27/2020
Del Mar-Mira Mesa,168.95,98.875,5/27/2020
East Region,1158,238.514,5/27/2020
El Cajon,463.24,352.49,5/27/2020
Elliott-Navajo,97.1,102.661,5/27/2020
Escondido,239.17,138.031,5/27/2020
Fallbrook,28.84,59.37,5/27/2020
Harbison Crest,41.83,276.145,5/27/2020
Harbison Crest-El Cajon,505.07,344.6,5/27/2020
Jamul,52.23,266.568,5/27/2020
Kearny Mesa,239.91,140.492,5/27/2020
La Mesa,119.06,187.968,5/27/2020
Laguna-Pine Valley,,,5/27/2020
Lakeside,106.92,179.459,5/27/2020
Lemon Grove,82.68,268.476,5/27/2020
Mid-City,431.28,252.045,5/27/2020
Miramar,9.07,131.934,5/27/2020
Mountain Empire,13.6,165.475,5/27/2020
National City,352.11,570.35,5/27/2020
North Central Region,705,105.955,5/27/2020
North Coastal Region,452,80.389,5/27/2020
North County,1078,92.147,5/27/2020
North Inland Region,626,103.027,5/27/2020
North San Diego,127.27,105.251,5/27/2020
Oceanside,156.94,92.643,5/27/2020
Palomar-Julian,,,5/27/2020
Pauma,5.92,72.685,5/27/2020
Pendleton,,,5/27/2020
Peninsula,93.36,133.487,5/27/2020
Poway,62.83,69.627,5/27/2020
Ramona,34.85,99.089,5/27/2020
San Diego County,7100,212.737,5/27/2020
San Dieguito,78.16,76.907,5/27/2020
San Marcos,95.91,94.995,5/27/2020
Santee,61.4,113.094,5/27/2020
South Bay,1020.68,758.594,5/27/2020
South Region,2513,503.7,5/27/2020
Southeastern San Diego,587.47,403.55,5/27/2020
Spring Valley,225.61,268.467,5/27/2020
Supervisorial District 1,3000.53,477.83,5/27/2020
Supervisorial District 2,1340.23,204.754,5/27/2020
Supervisorial District 3,682.51,101.944,5/27/2020
Supervisorial District 4,1411.64,198.738,5/27/2020
Supervisorial District 5,550.08,81.476,5/27/2020
Sweetwater,494.43,329.906,5/27/2020
Unincorporated,829.73,161.703,5/27/2020
University,39.34,54.269,5/27/2020
Valley Center,20.17,88.596,5/27/2020
Vista,113.42,104.945,5/27/2020
