Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,5/11/2020
Anza-Borrego Springs,,,5/11/2020
Carlsbad,68.06,54.261,5/11/2020
Central Region,1070,206.647,5/11/2020
Central San Diego,389.84,186.371,5/11/2020
Chula Vista,395.82,321.554,5/11/2020
City of Carlsbad,63.97,55.811,5/11/2020
City of Chula Vista,739.32,276.378,5/11/2020
City of Coronado,12,55.343,5/11/2020
City of Del Mar,5.02,116.06,5/11/2020
City of El Cajon,253.48,240.136,5/11/2020
City of Encinitas,35.28,55.861,5/11/2020
City of Escondido,157.86,104.214,5/11/2020
City of Imperial Beach,45,159.784,5/11/2020
City of La Mesa,88.67,144.739,5/11/2020
City of Lemon Grove,52,193.784,5/11/2020
City of National City,234.99,377.454,5/11/2020
City of Oceanside,120.12,67.724,5/11/2020
City of Poway,34.92,69.562,5/11/2020
City of San Diego,2408.88,169.658,5/11/2020
City of San Marcos,48.11,50.238,5/11/2020
City of Santee,44.43,77.963,5/11/2020
City of Solana Beach,7.08,50.767,5/11/2020
City of Vista,75.34,72.88,5/11/2020
Coastal,66.17,76.99,5/11/2020
Coronado,12,55.343,5/11/2020
Del Mar-Mira Mesa,137.36,80.387,5/11/2020
East Region,824,169.719,5/11/2020
El Cajon,307.35,233.87,5/11/2020
Elliott-Navajo,81.77,86.446,5/11/2020
Escondido,175.55,101.318,5/11/2020
Fallbrook,20.51,42.218,5/11/2020
Harbison Crest,30.4,200.715,5/11/2020
Harbison Crest-El Cajon,337.75,230.443,5/11/2020
Jamul,38.93,198.711,5/11/2020
Kearny Mesa,180.1,105.471,5/11/2020
La Mesa,90.6,143.041,5/11/2020
Laguna-Pine Valley,,,5/11/2020
Lakeside,77.94,130.816,5/11/2020
Lemon Grove,62.83,204.033,5/11/2020
Mid-City,297.52,173.873,5/11/2020
Miramar,7.39,107.516,5/11/2020
Mountain Empire,12.3,149.664,5/11/2020
National City,234.15,379.286,5/11/2020
North Central Region,569,85.516,5/11/2020
North Coastal Region,348,61.892,5/11/2020
North County,813,69.495,5/11/2020
North Inland Region,465,76.53,5/11/2020
North San Diego,111.17,91.931,5/11/2020
Oceanside,118.77,70.108,5/11/2020
Palomar-Julian,,,5/11/2020
Pauma,,,5/11/2020
Pendleton,,,5/11/2020
Peninsula,76.9,109.964,5/11/2020
Poway,58.32,64.627,5/11/2020
Ramona,19.13,54.388,5/11/2020
San Diego County,5161,154.639,5/11/2020
San Dieguito,62.41,61.414,5/11/2020
San Marcos,54.67,54.145,5/11/2020
Santee,43.95,80.953,5/11/2020
South Bay,722.5,536.98,5/11/2020
South Region,1761,352.971,5/11/2020
Southeastern San Diego,404.34,277.752,5/11/2020
Spring Valley,168.28,200.255,5/11/2020
Supervisorial District 1,2085.49,332.111,5/11/2020
Supervisorial District 2,962.87,147.103,5/11/2020
Supervisorial District 3,546.02,81.557,5/11/2020
Supervisorial District 4,1046.19,147.287,5/11/2020
Supervisorial District 5,396.43,58.718,5/11/2020
Sweetwater,363.04,242.236,5/11/2020
Unincorporated,610.52,118.982,5/11/2020
University,34.94,48.193,5/11/2020
Valley Center,13.47,59.144,5/11/2020
Vista,79.63,73.684,5/11/2020
