Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,118.71,734.89,10/11/2020
Anza-Borrego Springs,18.66,357.00,10/11/2020
Carlsbad,901.88,713.08,10/11/2020
Central Region,11108.00,2156.30,10/11/2020
Central San Diego,3653.15,1732.20,10/11/2020
Chula Vista,3460.89,2789.68,10/11/2020
City of Carlsbad,774.41,671.92,10/11/2020
City of Chula Vista,6513.11,2399.40,10/11/2020
City of Coronado,193.00,797.55,10/11/2020
City of Del Mar,28.80,650.73,10/11/2020
City of El Cajon,2001.50,1892.46,10/11/2020
City of Encinitas,429.27,677.45,10/11/2020
City of Escondido,2221.07,1454.03,10/11/2020
City of Imperial Beach,649.00,2364.47,10/11/2020
City of La Mesa,723.24,1189.71,10/11/2020
City of Lemon Grove,503.00,1848.72,10/11/2020
City of National City,1743.96,2802.80,10/11/2020
City of Oceanside,2050.13,1151.91,10/11/2020
City of Poway,337.20,670.13,10/11/2020
City of San Diego,21926.99,1543.62,10/11/2020
City of San Marcos,1126.47,1147.16,10/11/2020
City of Santee,549.13,940.54,10/11/2020
City of Solana Beach,65.30,468.36,10/11/2020
City of Vista,1259.10,1234.90,10/11/2020
Coastal,1028.35,1182.28,10/11/2020
Coronado,193.00,797.55,10/11/2020
Del Mar-Mira Mesa,1125.55,658.25,10/11/2020
East Region,7553.00,1545.40,10/11/2020
El Cajon,2455.58,1855.65,10/11/2020
Elliott-Navajo,771.57,805.66,10/11/2020
Escondido,2463.10,1405.20,10/11/2020
Fallbrook,581.02,1172.00,10/11/2020
Harbison Crest,245.93,1623.18,10/11/2020
Harbison Crest-El Cajon,2701.50,1831.77,10/11/2020
Jamul,360.92,1904.25,10/11/2020
Kearny Mesa,1771.76,1036.09,10/11/2020
La Mesa,749.40,1190.86,10/11/2020
Laguna-Pine Valley,22.35,390.74,10/11/2020
Lakeside,719.92,1196.39,10/11/2020
Lemon Grove,599.47,1934.70,10/11/2020
Mid-City,3850.97,2282.54,10/11/2020
Miramar,58.89,802.52,10/11/2020
Mountain Empire,124.23,1509.79,10/11/2020
National City,1737.63,2815.16,10/11/2020
North Central Region,5690.00,850.57,10/11/2020
North Coastal Region,5114.00,912.18,10/11/2020
North County,11482.00,976.03,10/11/2020
North Inland Region,6368.00,1034.17,10/11/2020
North San Diego,698.00,572.42,10/11/2020
Oceanside,1998.36,1179.12,10/11/2020
Palomar-Julian,51.67,660.19,10/11/2020
Pauma,143.34,1698.48,10/11/2020
Pendleton,102.00,247.07,10/11/2020
Peninsula,640.62,903.40,10/11/2020
Poway,575.80,635.89,10/11/2020
Ramona,382.97,1068.45,10/11/2020
San Diego County,50746.00,1514.00,10/11/2020
San Dieguito,663.25,652.37,10/11/2020
San Marcos,1228.80,1189.01,10/11/2020
Santee,529.70,954.39,10/11/2020
South Bay,5144.39,3897.80,10/11/2020
South Region,13947.00,2775.32,10/11/2020
Southeastern San Diego,3788.83,2642.13,10/11/2020
Spring Valley,1700.86,2009.81,10/11/2020
Supervisorial District 1,17187.26,2734.44,10/11/2020
Supervisorial District 2,9507.40,1444.67,10/11/2020
Supervisorial District 3,5499.15,815.79,10/11/2020
Supervisorial District 4,10682.70,1498.29,10/11/2020
Supervisorial District 5,6903.49,1018.14,10/11/2020
Sweetwater,3177.90,2075.76,10/11/2020
Unincorporated,6685.33,1296.49,10/11/2020
University,328.40,452.64,10/11/2020
Valley Center,250.59,1079.97,10/11/2020
Vista,1361.57,1269.34,10/11/2020
