Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,167.0,1033.9,11/13/2020
Anza-Borrego Springs,23.1,441.4,11/13/2020
Carlsbad,1173.8,928.1,11/13/2020
Central Region,13281.0,2578.1,11/13/2020
Central San Diego,4542.6,2153.9,11/13/2020
Chula Vista,4211.2,3394.5,11/13/2020
City of Carlsbad,996.1,864.3,11/13/2020
City of Chula Vista,7962.8,2933.5,11/13/2020
City of Coronado,239.0,987.6,11/13/2020
City of Del Mar,36.6,827.6,11/13/2020
City of El Cajon,2683.2,2537.0,11/13/2020
City of Encinitas,576.0,909.1,11/13/2020
City of Escondido,2822.0,1847.4,11/13/2020
City of Imperial Beach,778.0,2834.5,11/13/2020
City of La Mesa,884.7,1455.4,11/13/2020
City of Lemon Grove,624.0,2293.4,11/13/2020
City of National City,2072.1,3330.1,11/13/2020
City of Oceanside,2678.0,1504.7,11/13/2020
City of Poway,434.0,862.4,11/13/2020
City of San Diego,26924.1,1895.4,11/13/2020
City of San Marcos,1454.0,1480.7,11/13/2020
City of Santee,711.1,1218.0,11/13/2020
City of Solana Beach,99.0,710.1,11/13/2020
City of Vista,1700.4,1667.7,11/13/2020
Coastal,1317.8,1515.1,11/13/2020
Coronado,239.0,987.6,11/13/2020
Del Mar-Mira Mesa,1446.7,846.1,11/13/2020
East Region,9819.0,2009.0,11/13/2020
El Cajon,3291.4,2487.3,11/13/2020
Elliott-Navajo,1034.1,1079.8,11/13/2020
Escondido,3138.0,1790.2,11/13/2020
Fallbrook,722.5,1457.3,11/13/2020
Harbison Crest,327.8,2163.3,11/13/2020
Harbison Crest-El Cajon,3619.1,2454.0,11/13/2020
Jamul,464.8,2452.5,11/13/2020
Kearny Mesa,2273.8,1329.7,11/13/2020
La Mesa,917.3,1457.7,11/13/2020
Laguna-Pine Valley,33.5,585.2,11/13/2020
Lakeside,954.0,1585.4,11/13/2020
Lemon Grove,740.0,2388.3,11/13/2020
Mid-City,4460.7,2644.0,11/13/2020
Miramar,73.2,997.8,11/13/2020
Mountain Empire,203.6,2474.6,11/13/2020
National City,2063.5,3343.1,11/13/2020
North Central Region,7334.0,1096.3,11/13/2020
North Coastal Region,6740.0,1202.2,11/13/2020
North County,14920.0,1268.3,11/13/2020
North Inland Region,8180.0,1328.4,11/13/2020
North San Diego,893.2,732.5,11/13/2020
Oceanside,2608.0,1538.8,11/13/2020
Palomar-Julian,63.7,814.0,11/13/2020
Pauma,168.4,1995.2,11/13/2020
Pendleton,119.0,288.2,11/13/2020
Peninsula,811.3,1144.0,11/13/2020
Poway,748.8,826.9,11/13/2020
Ramona,556.9,1553.8,11/13/2020
San Diego County,63681.0,1899.9,11/13/2020
San Dieguito,894.8,880.1,11/13/2020
San Marcos,1586.0,1534.7,11/13/2020
Santee,687.3,1238.3,11/13/2020
South Bay,6261.8,4744.4,11/13/2020
South Region,16979.0,3378.7,11/13/2020
Southeastern San Diego,4513.0,3147.2,11/13/2020
Spring Valley,2121.4,2506.7,11/13/2020
Supervisorial District 1,20795.0,3308.4,11/13/2020
Supervisorial District 2,12288.0,1867.2,11/13/2020
Supervisorial District 3,7104.6,1054.0,11/13/2020
Supervisorial District 4,13181.2,1848.7,11/13/2020
Supervisorial District 5,8964.2,1322.1,11/13/2020
Sweetwater,3910.6,2554.4,11/13/2020
Unincorporated,8657.9,1679.0,11/13/2020
University,416.7,574.4,11/13/2020
Valley Center,325.7,1403.8,11/13/2020
Vista,1827.1,1703.3,11/13/2020
