Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,132.6,820.7,10/28/2020
Anza-Borrego Springs,21.9,418.9,10/28/2020
Carlsbad,1014.5,802.1,10/28/2020
Central Region,11910.0,2312.0,10/28/2020
Central San Diego,3967.1,1881.0,10/28/2020
Chula Vista,3791.3,3056.0,10/28/2020
City of Carlsbad,867.9,753.1,10/28/2020
City of Chula Vista,7146.4,2632.7,10/28/2020
City of Coronado,218.0,900.9,10/28/2020
City of Del Mar,33.5,756.8,10/28/2020
City of El Cajon,2232.2,2110.6,10/28/2020
City of Encinitas,495.0,781.2,10/28/2020
City of Escondido,2490.2,1630.2,10/28/2020
City of Imperial Beach,697.0,2539.3,10/28/2020
City of La Mesa,775.7,1276.0,10/28/2020
City of Lemon Grove,531.0,1951.6,10/28/2020
City of National City,1907.8,3066.2,10/28/2020
City of Oceanside,2277.4,1279.6,10/28/2020
City of Poway,385.1,765.3,10/28/2020
City of San Diego,23903.0,1682.7,10/28/2020
City of San Marcos,1262.2,1285.4,10/28/2020
City of Santee,613.5,1050.8,10/28/2020
City of Solana Beach,79.3,568.9,10/28/2020
City of Vista,1439.6,1412.0,10/28/2020
Coastal,1121.4,1289.3,10/28/2020
Coronado,218.0,900.9,10/28/2020
Del Mar-Mira Mesa,1250.1,731.1,10/28/2020
East Region,8378.0,1714.2,10/28/2020
El Cajon,2745.0,2074.4,10/28/2020
Elliott-Navajo,898.5,938.2,10/28/2020
Escondido,2760.6,1574.9,10/28/2020
Fallbrook,634.8,1280.4,10/28/2020
Harbison Crest,276.6,1825.4,10/28/2020
Harbison Crest-El Cajon,3021.6,2048.8,10/28/2020
Jamul,404.6,2134.7,10/28/2020
Kearny Mesa,1975.1,1155.0,10/28/2020
La Mesa,804.2,1277.9,10/28/2020
Laguna-Pine Valley,27.5,481.4,10/28/2020
Lakeside,804.2,1336.4,10/28/2020
Lemon Grove,635.7,2051.5,10/28/2020
Mid-City,4077.5,2416.8,10/28/2020
Miramar,63.4,864.1,10/28/2020
Mountain Empire,156.7,1903.9,10/28/2020
National City,1900.4,3078.9,10/28/2020
North Central Region,6347.0,948.8,10/28/2020
North Coastal Region,5766.0,1028.5,10/28/2020
North County,12859.0,1093.1,10/28/2020
North Inland Region,7093.0,1151.9,10/28/2020
North San Diego,771.3,632.5,10/28/2020
Oceanside,2220.6,1310.2,10/28/2020
Palomar-Julian,54.3,694.2,10/28/2020
Pauma,152.1,1801.7,10/28/2020
Pendleton,116.0,281.0,10/28/2020
Peninsula,710.1,1001.3,10/28/2020
Poway,657.6,726.2,10/28/2020
Ramona,429.5,1198.2,10/28/2020
San Diego County,55898.0,1667.7,10/28/2020
San Dieguito,765.7,753.1,10/28/2020
San Marcos,1379.8,1335.2,10/28/2020
Santee,591.6,1065.9,10/28/2020
South Bay,5631.5,4266.9,10/28/2020
South Region,15299.0,3044.4,10/28/2020
Southeastern San Diego,4074.1,2841.0,10/28/2020
Spring Valley,1879.9,2221.4,10/28/2020
Supervisorial District 1,18769.4,2986.2,10/28/2020
Supervisorial District 2,10539.5,1601.5,10/28/2020
Supervisorial District 3,6176.4,916.3,10/28/2020
Supervisorial District 4,11600.7,1627.0,10/28/2020
Supervisorial District 5,7706.9,1136.6,10/28/2020
Sweetwater,3497.8,2284.7,10/28/2020
Unincorporated,7438.0,1442.5,10/28/2020
University,365.4,503.7,10/28/2020
Valley Center,269.1,1160.0,10/28/2020
Vista,1545.2,1440.5,10/28/2020
