Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,298.29,1846.65,11/23/2020
Anza-Borrego Springs,25.60,489.93,11/23/2020
Carlsbad,1367.35,1081.11,11/23/2020
Central Region,15194.00,2949.48,11/23/2020
Central San Diego,5147.73,2440.88,11/23/2020
Chula Vista,4806.82,3874.57,11/23/2020
City of Carlsbad,1156.76,1003.67,11/23/2020
City of Chula Vista,9206.58,3391.67,11/23/2020
City of Coronado,278.00,1148.81,11/23/2020
City of Del Mar,42.26,954.87,11/23/2020
City of El Cajon,3232.40,3056.29,11/23/2020
City of Encinitas,677.61,1069.37,11/23/2020
City of Escondido,3303.16,2162.43,11/23/2020
City of Imperial Beach,914.00,3329.93,11/23/2020
City of La Mesa,1023.47,1683.59,11/23/2020
City of Lemon Grove,730.00,2683.03,11/23/2020
City of National City,2329.65,3744.08,11/23/2020
City of Oceanside,3071.56,1725.83,11/23/2020
City of Poway,517.77,1028.99,11/23/2020
City of San Diego,30946.97,2178.62,11/23/2020
City of San Marcos,1674.49,1705.25,11/23/2020
City of Santee,876.02,1500.42,11/23/2020
City of Solana Beach,117.22,840.81,11/23/2020
City of Vista,2045.93,2006.62,11/23/2020
Coastal,1512.02,1738.36,11/23/2020
Coronado,278.00,1148.81,11/23/2020
Del Mar-Mira Mesa,1685.42,985.68,11/23/2020
East Region,11851.00,2424.80,11/23/2020
El Cajon,3971.89,3001.52,11/23/2020
Elliott-Navajo,1229.37,1283.68,11/23/2020
Escondido,3682.70,2100.97,11/23/2020
Fallbrook,825.02,1664.18,11/23/2020
Harbison Crest,401.60,2650.62,11/23/2020
Harbison Crest-El Cajon,4373.48,2965.47,11/23/2020
Jamul,565.95,2986.00,11/23/2020
Kearny Mesa,2640.01,1543.83,11/23/2020
La Mesa,1060.87,1685.79,11/23/2020
Laguna-Pine Valley,58.23,1017.88,11/23/2020
Lakeside,1140.83,1895.90,11/23/2020
Lemon Grove,863.85,2787.95,11/23/2020
Mid-City,5157.08,3056.69,11/23/2020
Miramar,84.31,1148.90,11/23/2020
Mountain Empire,262.34,3188.12,11/23/2020
National City,2319.26,3757.48,11/23/2020
North Central Region,8506.00,1271.51,11/23/2020
North Coastal Region,7869.00,1403.58,11/23/2020
North County,17451.00,1483.43,11/23/2020
North Inland Region,9582.00,1556.12,11/23/2020
North San Diego,1053.26,863.77,11/23/2020
Oceanside,2992.88,1765.92,11/23/2020
Palomar-Julian,71.22,909.88,11/23/2020
Pauma,200.02,2370.04,11/23/2020
Pendleton,120.00,290.67,11/23/2020
Peninsula,914.72,1289.94,11/23/2020
Poway,883.87,976.10,11/23/2020
Ramona,669.15,1866.86,11/23/2020
San Diego County,74361.00,2218.55,11/23/2020
San Dieguito,1053.78,1036.49,11/23/2020
San Marcos,1833.56,1774.18,11/23/2020
Santee,844.57,1521.70,11/23/2020
South Bay,7180.13,5440.23,11/23/2020
South Region,19511.00,3882.50,11/23/2020
Southeastern San Diego,5168.01,3603.90,11/23/2020
Spring Valley,2486.55,2938.22,11/23/2020
Supervisorial District 1,23835.34,3792.13,11/23/2020
Supervisorial District 2,14755.93,2242.20,11/23/2020
Supervisorial District 3,8342.30,1237.56,11/23/2020
Supervisorial District 4,15144.00,2124.00,11/23/2020
Supervisorial District 5,10435.43,1539.04,11/23/2020
Sweetwater,4580.22,2991.73,11/23/2020
Unincorporated,10369.13,2010.90,11/23/2020
University,487.82,672.39,11/23/2020
Valley Center,390.51,1683.01,11/23/2020
Vista,2198.19,2049.28,11/23/2020
