Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,87.0,538.8,8/29/2020
Anza-Borrego Springs,18.1,346.6,8/29/2020
Carlsbad,688.3,544.2,8/29/2020
Central Region,8029.0,1558.6,8/29/2020
Central San Diego,2634.6,1249.2,8/29/2020
Chula Vista,2598.9,2094.8,8/29/2020
City of Carlsbad,601.5,521.9,8/29/2020
City of Chula Vista,4875.5,1796.1,8/29/2020
City of Coronado,162.0,669.4,8/29/2020
City of Del Mar,21.0,473.9,8/29/2020
City of El Cajon,1644.1,1554.5,8/29/2020
City of Encinitas,317.4,500.9,8/29/2020
City of Escondido,1658.9,1086.0,8/29/2020
City of Imperial Beach,483.0,1759.7,8/29/2020
City of La Mesa,574.5,945.1,8/29/2020
City of Lemon Grove,406.0,1492.2,8/29/2020
City of National City,1437.3,2310.0,8/29/2020
City of Oceanside,1436.3,807.0,8/29/2020
City of Poway,233.4,463.9,8/29/2020
City of San Diego,16224.3,1142.2,8/29/2020
City of San Marcos,837.0,852.4,8/29/2020
City of Santee,386.5,662.0,8/29/2020
City of Solana Beach,51.6,370.0,8/29/2020
City of Vista,942.1,924.0,8/29/2020
Coastal,727.8,836.8,8/29/2020
Coronado,162.0,669.4,8/29/2020
Del Mar-Mira Mesa,867.2,507.2,8/29/2020
East Region,6004.0,1228.5,8/29/2020
El Cajon,2010.5,1519.3,8/29/2020
Elliott-Navajo,554.1,578.6,8/29/2020
Escondido,1836.6,1047.8,8/29/2020
Fallbrook,437.2,881.8,8/29/2020
Harbison Crest,197.1,1301.0,8/29/2020
Harbison Crest-El Cajon,2207.7,1496.9,8/29/2020
Jamul,279.2,1473.1,8/29/2020
Kearny Mesa,1355.1,792.4,8/29/2020
La Mesa,594.1,944.1,8/29/2020
Laguna-Pine Valley,19.4,339.8,8/29/2020
Lakeside,558.3,927.8,8/29/2020
Lemon Grove,485.1,1565.6,8/29/2020
Mid-City,2432.3,1441.7,8/29/2020
Miramar,47.2,643.3,8/29/2020
Mountain Empire,92.6,1125.2,8/29/2020
National City,1433.0,2321.6,8/29/2020
North Central Region,4222.0,631.1,8/29/2020
North Coastal Region,3759.0,670.5,8/29/2020
North County,8488.0,721.5,8/29/2020
North Inland Region,4729.0,768.0,8/29/2020
North San Diego,520.7,427.1,8/29/2020
Oceanside,1407.6,830.5,8/29/2020
Palomar-Julian,35.3,450.9,8/29/2020
Pauma,122.1,1446.6,8/29/2020
Pendleton,85.0,205.9,8/29/2020
Peninsula,467.1,658.7,8/29/2020
Poway,404.9,447.2,8/29/2020
Ramona,264.6,738.2,8/29/2020
San Diego County,38300.0,1142.7,8/29/2020
San Dieguito,497.1,488.9,8/29/2020
San Marcos,916.6,886.9,8/29/2020
Santee,375.7,676.8,8/29/2020
South Bay,4003.9,3033.7,8/29/2020
South Region,10744.0,2138.0,8/29/2020
Southeastern San Diego,3093.4,2157.1,8/29/2020
Spring Valley,1357.8,1604.5,8/29/2020
Supervisorial District 1,13382.0,2129.0,8/29/2020
Supervisorial District 2,7162.0,1088.3,8/29/2020
Supervisorial District 3,4146.7,615.2,8/29/2020
Supervisorial District 4,7678.7,1077.0,8/29/2020
Supervisorial District 5,5117.6,754.7,8/29/2020
Sweetwater,2378.9,1553.9,8/29/2020
Unincorporated,5194.5,1007.4,8/29/2020
University,236.5,326.0,8/29/2020
Valley Center,186.7,804.5,8/29/2020
Vista,1017.4,948.5,8/29/2020
