Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,81.6,504.9,8/21/2020
Anza-Borrego Springs,18.1,346.6,8/21/2020
Carlsbad,646.2,510.9,8/21/2020
Central Region,7626.0,1480.4,8/21/2020
Central San Diego,2489.4,1180.4,8/21/2020
Chula Vista,2428.2,1957.3,8/21/2020
City of Carlsbad,569.0,493.7,8/21/2020
City of Chula Vista,4590.5,1691.1,8/21/2020
City of Coronado,157.0,648.8,8/21/2020
City of Del Mar,19.7,445.6,8/21/2020
City of El Cajon,1586.2,1499.8,8/21/2020
City of Encinitas,299.7,473.0,8/21/2020
City of Escondido,1528.1,1000.4,8/21/2020
City of Imperial Beach,457.0,1665.0,8/21/2020
City of La Mesa,539.5,887.5,8/21/2020
City of Lemon Grove,385.0,1415.0,8/21/2020
City of National City,1357.9,2182.4,8/21/2020
City of Oceanside,1324.2,744.0,8/21/2020
City of Poway,221.5,440.1,8/21/2020
City of San Diego,15420.8,1085.6,8/21/2020
City of San Marcos,762.5,776.5,8/21/2020
City of Santee,366.5,627.7,8/21/2020
City of Solana Beach,47.3,339.3,8/21/2020
City of Vista,874.6,857.8,8/21/2020
Coastal,701.3,806.3,8/21/2020
Coronado,157.0,648.8,8/21/2020
Del Mar-Mira Mesa,827.2,483.8,8/21/2020
East Region,5713.0,1168.9,8/21/2020
El Cajon,1938.6,1465.0,8/21/2020
Elliott-Navajo,526.3,549.6,8/21/2020
Escondido,1688.6,963.3,8/21/2020
Fallbrook,414.1,835.2,8/21/2020
Harbison Crest,190.4,1256.7,8/21/2020
Harbison Crest-El Cajon,2129.0,1443.6,8/21/2020
Jamul,259.5,1369.1,8/21/2020
Kearny Mesa,1306.5,764.0,8/21/2020
La Mesa,557.4,885.7,8/21/2020
Laguna-Pine Valley,19.2,334.8,8/21/2020
Lakeside,532.5,884.9,8/21/2020
Lemon Grove,460.4,1485.8,8/21/2020
Mid-City,2307.9,1367.9,8/21/2020
Miramar,45.2,615.4,8/21/2020
Mountain Empire,82.9,1007.0,8/21/2020
National City,1353.9,2193.6,8/21/2020
North Central Region,4055.0,606.2,8/21/2020
North Coastal Region,3491.0,622.7,8/21/2020
North County,7872.0,669.2,8/21/2020
North Inland Region,4381.0,711.5,8/21/2020
North San Diego,489.1,401.1,8/21/2020
Oceanside,1299.5,766.7,8/21/2020
Palomar-Julian,32.5,415.4,8/21/2020
Pauma,111.5,1321.6,8/21/2020
Pendleton,70.0,169.6,8/21/2020
Peninsula,448.2,632.0,8/21/2020
Poway,384.2,424.2,8/21/2020
Ramona,248.7,693.8,8/21/2020
San Diego County,36203.0,1080.1,8/21/2020
San Dieguito,468.2,460.5,8/21/2020
San Marcos,838.0,810.9,8/21/2020
Santee,356.2,641.8,8/21/2020
South Bay,3778.6,2863.0,8/21/2020
South Region,10132.0,2016.2,8/21/2020
Southeastern San Diego,2951.1,2057.9,8/21/2020
Spring Valley,1284.0,1517.2,8/21/2020
Supervisorial District 1,12656.5,2013.6,8/21/2020
Supervisorial District 2,6807.0,1034.3,8/21/2020
Supervisorial District 3,3885.0,576.3,8/21/2020
Supervisorial District 4,7310.1,1025.3,8/21/2020
Supervisorial District 5,4739.3,699.0,8/21/2020
Sweetwater,2258.4,1475.1,8/21/2020
Unincorporated,4890.9,948.5,8/21/2020
University,227.1,313.0,8/21/2020
Valley Center,174.6,752.3,8/21/2020
Vista,946.0,882.0,8/21/2020
