Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,5/5/2020
Anza-Borrego Springs,,,5/5/2020
Carlsbad,61.97,49.409,5/5/2020
Central Region,896,173.043,5/5/2020
Central San Diego,339.54,162.324,5/5/2020
Chula Vista,314.67,255.632,5/5/2020
City of Carlsbad,57.86,50.477,5/5/2020
City of Chula Vista,608.35,227.419,5/5/2020
City of Coronado,11,50.731,5/5/2020
City of Del Mar,5.02,116.06,5/5/2020
City of El Cajon,209.82,198.773,5/5/2020
City of Encinitas,30.6,48.451,5/5/2020
City of Escondido,132.16,87.248,5/5/2020
City of Imperial Beach,36,127.827,5/5/2020
City of La Mesa,77.13,125.906,5/5/2020
City of Lemon Grove,46,171.424,5/5/2020
City of National City,184.82,296.861,5/5/2020
City of Oceanside,97.09,54.742,5/5/2020
City of Poway,32.93,65.587,5/5/2020
City of San Diego,2056.21,144.82,5/5/2020
City of San Marcos,37.49,39.147,5/5/2020
City of Santee,37.37,65.576,5/5/2020
City of Solana Beach,7.08,50.767,5/5/2020
City of Vista,61.64,59.62,5/5/2020
Coastal,59.91,69.712,5/5/2020
Coronado,11,50.731,5/5/2020
Del Mar-Mira Mesa,132.2,77.367,5/5/2020
East Region,680,140.06,5/5/2020
El Cajon,255.84,194.671,5/5/2020
Elliott-Navajo,75.56,79.881,5/5/2020
Escondido,146.98,84.828,5/5/2020
Fallbrook,14.96,30.787,5/5/2020
Harbison Crest,26.18,172.805,5/5/2020
Harbison Crest-El Cajon,282.01,192.411,5/5/2020
Jamul,31.32,159.865,5/5/2020
Kearny Mesa,156.77,91.808,5/5/2020
La Mesa,78.52,123.966,5/5/2020
Laguna-Pine Valley,,,5/5/2020
Lakeside,65.37,109.718,5/5/2020
Lemon Grove,54.47,176.878,5/5/2020
Mid-City,249.24,145.661,5/5/2020
Miramar,6.99,101.702,5/5/2020
Mountain Empire,6,73.017,5/5/2020
National City,183.97,298.001,5/5/2020
North Central Region,523,78.602,5/5/2020
North Coastal Region,296,52.644,5/5/2020
North County,701,59.921,5/5/2020
North Inland Region,405,66.655,5/5/2020
North San Diego,104.03,86.027,5/5/2020
Oceanside,95.59,56.425,5/5/2020
Palomar-Julian,,,5/5/2020
Pauma,,,5/5/2020
Pendleton,,,5/5/2020
Peninsula,72.46,103.606,5/5/2020
Poway,55.63,61.64,5/5/2020
Ramona,19.01,54.045,5/5/2020
San Diego County,4319,129.41,5/5/2020
San Dieguito,55.39,54.503,5/5/2020
San Marcos,43.09,42.682,5/5/2020
Santee,36.84,67.852,5/5/2020
South Bay,583.08,433.357,5/5/2020
South Region,1433,287.227,5/5/2020
Southeastern San Diego,326.15,224.042,5/5/2020
Spring Valley,133.11,158.4,5/5/2020
Supervisorial District 1,1690.61,269.227,5/5/2020
Supervisorial District 2,806.91,123.276,5/5/2020
Supervisorial District 3,498.22,74.416,5/5/2020
Supervisorial District 4,910.22,128.144,5/5/2020
Supervisorial District 5,327.05,48.441,5/5/2020
Sweetwater,310.56,207.223,5/5/2020
Unincorporated,504.44,98.307,5/5/2020
University,34.22,47.196,5/5/2020
Valley Center,10.17,44.659,5/5/2020
Vista,63.97,59.189,5/5/2020
