Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,5/1/2020
Anza-Borrego Springs,,,5/1/2020
Carlsbad,60.39,48.146,5/1/2020
Central Region,793,153.151,5/1/2020
Central San Diego,308.3,147.391,5/1/2020
Chula Vista,260.52,211.641,5/1/2020
City of Carlsbad,56.86,49.604,5/1/2020
City of Chula Vista,516.5,193.08,5/1/2020
City of Coronado,11,50.731,5/1/2020
City of Del Mar,5.33,123.314,5/1/2020
City of El Cajon,183.61,173.944,5/1/2020
City of Encinitas,30.6,48.451,5/1/2020
City of Escondido,118.6,78.295,5/1/2020
City of Imperial Beach,29,102.972,5/1/2020
City of La Mesa,74.52,121.638,5/1/2020
City of Lemon Grove,40,149.065,5/1/2020
City of National City,153.91,247.221,5/1/2020
City of Oceanside,83.08,46.842,5/1/2020
City of Poway,31.93,63.599,5/1/2020
City of San Diego,1854.05,130.581,5/1/2020
City of San Marcos,34.66,36.196,5/1/2020
City of Santee,34.33,60.227,5/1/2020
City of Solana Beach,6.14,44.082,5/1/2020
City of Vista,57.48,55.596,5/1/2020
Coastal,58.94,68.577,5/1/2020
Coronado,11,50.731,5/1/2020
Del Mar-Mira Mesa,128.77,75.359,5/1/2020
East Region,603,124.2,5/1/2020
El Cajon,224.17,170.574,5/1/2020
Elliott-Navajo,68.88,72.823,5/1/2020
Escondido,133.51,77.055,5/1/2020
Fallbrook,13.1,26.973,5/1/2020
Harbison Crest,22.86,150.931,5/1/2020
Harbison Crest-El Cajon,247.03,168.544,5/1/2020
Jamul,28.57,145.829,5/1/2020
Kearny Mesa,144.37,84.544,5/1/2020
La Mesa,75.84,119.742,5/1/2020
Laguna-Pine Valley,,,5/1/2020
Lakeside,56.74,95.231,5/1/2020
Lemon Grove,47.44,154.065,5/1/2020
Mid-City,221.77,129.608,5/1/2020
Miramar,9.66,140.531,5/1/2020
Mountain Empire,5,60.847,5/1/2020
National City,153.09,247.981,5/1/2020
North Central Region,497,74.695,5/1/2020
North Coastal Region,276,49.087,5/1/2020
North County,654,55.903,5/1/2020
North Inland Region,378,62.211,5/1/2020
North San Diego,100.53,83.131,5/1/2020
Oceanside,81.96,48.383,5/1/2020
Palomar-Julian,,,5/1/2020
Pauma,,,5/1/2020
Pendleton,,,5/1/2020
Peninsula,68.57,98.042,5/1/2020
Poway,53.85,59.676,5/1/2020
Ramona,18.95,53.888,5/1/2020
San Diego County,3842,115.118,5/1/2020
San Dieguito,54.34,53.472,5/1/2020
San Marcos,37.99,37.628,5/1/2020
Santee,33.67,62.026,5/1/2020
South Bay,501.44,372.682,5/1/2020
South Region,1223,245.135,5/1/2020
Southeastern San Diego,279.96,192.313,5/1/2020
Spring Valley,116.1,138.16,5/1/2020
Supervisorial District 1,1440.38,229.378,5/1/2020
Supervisorial District 2,721.9,110.288,5/1/2020
Supervisorial District 3,474.33,70.848,5/1/2020
Supervisorial District 4,834.17,117.439,5/1/2020
Supervisorial District 5,299.23,44.32,5/1/2020
Sweetwater,270.14,180.254,5/1/2020
Unincorporated,448.41,87.389,5/1/2020
University,34.2,47.169,5/1/2020
Valley Center,8.86,38.898,5/1/2020
Vista,59.39,54.954,5/1/2020
