Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,78.9,488.2,8/19/2020
Anza-Borrego Springs,17.1,327.5,8/19/2020
Carlsbad,639.7,505.8,8/19/2020
Central Region,7511.0,1458.0,8/19/2020
Central San Diego,2440.1,1157.0,8/19/2020
Chula Vista,2394.5,1930.1,8/19/2020
City of Carlsbad,564.9,490.1,8/19/2020
City of Chula Vista,4520.3,1665.3,8/19/2020
City of Coronado,156.0,644.7,8/19/2020
City of Del Mar,19.4,438.5,8/19/2020
City of El Cajon,1563.8,1478.6,8/19/2020
City of Encinitas,295.1,465.7,8/19/2020
City of Escondido,1497.5,980.3,8/19/2020
City of Imperial Beach,453.0,1650.4,8/19/2020
City of La Mesa,523.4,861.0,8/19/2020
City of Lemon Grove,382.0,1404.0,8/19/2020
City of National City,1344.9,2161.5,8/19/2020
City of Oceanside,1292.1,726.0,8/19/2020
City of Poway,219.5,436.2,8/19/2020
City of San Diego,15181.9,1068.8,8/19/2020
City of San Marcos,745.3,759.0,8/19/2020
City of Santee,357.4,612.2,8/19/2020
City of Solana Beach,47.2,338.8,8/19/2020
City of Vista,862.8,846.2,8/19/2020
Coastal,695.3,799.3,8/19/2020
Coronado,156.0,644.7,8/19/2020
Del Mar-Mira Mesa,818.2,478.5,8/19/2020
East Region,5614.0,1148.7,8/19/2020
El Cajon,1910.9,1444.0,8/19/2020
Elliott-Navajo,520.5,543.5,8/19/2020
Escondido,1654.8,944.1,8/19/2020
Fallbrook,403.9,814.8,8/19/2020
Harbison Crest,187.7,1238.7,8/19/2020
Harbison Crest-El Cajon,2098.6,1422.9,8/19/2020
Jamul,254.9,1344.6,8/19/2020
Kearny Mesa,1290.0,754.4,8/19/2020
La Mesa,540.0,858.1,8/19/2020
Laguna-Pine Valley,19.0,332.3,8/19/2020
Lakeside,520.0,864.1,8/19/2020
Lemon Grove,456.5,1473.1,8/19/2020
Mid-City,2276.0,1349.0,8/19/2020
Miramar,44.8,610.7,8/19/2020
Mountain Empire,82.5,1002.6,8/19/2020
National City,1341.0,2172.5,8/19/2020
North Central Region,4011.0,599.6,8/19/2020
North Coastal Region,3432.0,612.2,8/19/2020
North County,7720.0,656.2,8/19/2020
North Inland Region,4288.0,696.4,8/19/2020
North San Diego,477.9,391.9,8/19/2020
Oceanside,1268.9,748.7,8/19/2020
Palomar-Julian,32.5,415.3,8/19/2020
Pauma,105.8,1253.2,8/19/2020
Pendleton,68.0,164.7,8/19/2020
Peninsula,445.4,628.0,8/19/2020
Poway,378.7,418.2,8/19/2020
Ramona,242.7,677.2,8/19/2020
San Diego County,35608.0,1062.4,8/19/2020
San Dieguito,461.6,454.0,8/19/2020
San Marcos,819.3,792.8,8/19/2020
Santee,347.4,625.9,8/19/2020
South Bay,3703.9,2806.3,8/19/2020
South Region,9970.0,1983.9,8/19/2020
Southeastern San Diego,2916.0,2033.5,8/19/2020
Spring Valley,1264.2,1493.9,8/19/2020
Supervisorial District 1,12463.8,1983.0,8/19/2020
Supervisorial District 2,6692.1,1016.9,8/19/2020
Supervisorial District 3,3819.9,566.7,8/19/2020
Supervisorial District 4,7203.5,1010.3,8/19/2020
Supervisorial District 5,4646.7,685.3,8/19/2020
Sweetwater,2221.5,1451.1,8/19/2020
Unincorporated,4799.4,930.8,8/19/2020
University,224.2,309.0,8/19/2020
Valley Center,172.4,743.2,8/19/2020
Vista,933.5,870.2,8/19/2020
