Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,128.9,797.9,10/25/2020
Anza-Borrego Springs,21.8,416.2,10/25/2020
Carlsbad,994.4,786.3,10/25/2020
Central Region,11749.0,2280.7,10/25/2020
Central San Diego,3903.0,1850.7,10/25/2020
Chula Vista,3742.6,3016.7,10/25/2020
City of Carlsbad,850.6,738.0,10/25/2020
City of Chula Vista,7053.8,2598.6,10/25/2020
City of Coronado,215.0,888.5,10/25/2020
City of Del Mar,31.6,714.4,10/25/2020
City of El Cajon,2173.0,2054.6,10/25/2020
City of Encinitas,479.0,755.9,10/25/2020
City of Escondido,2441.8,1598.5,10/25/2020
City of Imperial Beach,686.0,2499.3,10/25/2020
City of La Mesa,763.8,1256.5,10/25/2020
City of Lemon Grove,524.0,1925.9,10/25/2020
City of National City,1877.3,3017.1,10/25/2020
City of Oceanside,2233.4,1254.9,10/25/2020
City of Poway,378.1,751.4,10/25/2020
City of San Diego,23531.6,1656.6,10/25/2020
City of San Marcos,1231.3,1254.0,10/25/2020
City of Santee,597.4,1023.3,10/25/2020
City of Solana Beach,74.9,537.3,10/25/2020
City of Vista,1414.8,1387.6,10/25/2020
Coastal,1110.2,1276.4,10/25/2020
Coronado,215.0,888.5,10/25/2020
Del Mar-Mira Mesa,1223.5,715.6,10/25/2020
East Region,8203.0,1678.4,10/25/2020
El Cajon,2673.6,2020.4,10/25/2020
Elliott-Navajo,874.8,913.5,10/25/2020
Escondido,2706.6,1544.1,10/25/2020
Fallbrook,619.1,1248.8,10/25/2020
Harbison Crest,271.1,1789.1,10/25/2020
Harbison Crest-El Cajon,2944.6,1996.6,10/25/2020
Jamul,396.7,2093.1,10/25/2020
Kearny Mesa,1928.4,1127.7,10/25/2020
La Mesa,791.8,1258.2,10/25/2020
Laguna-Pine Valley,25.6,447.1,10/25/2020
Lakeside,792.1,1316.3,10/25/2020
Lemon Grove,626.6,2022.3,10/25/2020
Mid-City,4031.8,2389.7,10/25/2020
Miramar,62.5,851.3,10/25/2020
Mountain Empire,154.2,1874.1,10/25/2020
National City,1870.2,3029.9,10/25/2020
North Central Region,6217.0,929.3,10/25/2020
North Coastal Region,5643.0,1006.5,10/25/2020
North County,12585.0,1069.8,10/25/2020
North Inland Region,6942.0,1127.4,10/25/2020
North San Diego,753.2,617.7,10/25/2020
Oceanside,2178.1,1285.2,10/25/2020
Palomar-Julian,53.3,681.3,10/25/2020
Pauma,150.0,1777.5,10/25/2020
Pendleton,111.0,268.9,10/25/2020
Peninsula,695.9,981.4,10/25/2020
Poway,639.2,705.9,10/25/2020
Ramona,417.7,1165.4,10/25/2020
San Diego County,54941.0,1639.2,10/25/2020
San Dieguito,741.9,729.8,10/25/2020
San Marcos,1347.8,1304.1,10/25/2020
Santee,576.4,1038.4,10/25/2020
South Bay,5560.7,4213.2,10/25/2020
South Region,15094.0,3003.6,10/25/2020
Southeastern San Diego,4019.7,2803.1,10/25/2020
Spring Valley,1844.5,2179.5,10/25/2020
Supervisorial District 1,18533.3,2948.6,10/25/2020
Supervisorial District 2,10326.9,1569.2,10/25/2020
Supervisorial District 3,6032.3,894.9,10/25/2020
Supervisorial District 4,11402.4,1599.2,10/25/2020
Supervisorial District 5,7553.2,1114.0,10/25/2020
Sweetwater,3449.9,2253.4,10/25/2020
Unincorporated,7290.6,1413.9,10/25/2020
University,359.7,495.8,10/25/2020
Valley Center,266.9,1150.2,10/25/2020
Vista,1517.6,1414.8,10/25/2020
