Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,4/25/2020
Anza-Borrego Springs,,,4/25/2020
Carlsbad,53.38,42.558,4/25/2020
Central Region,625,120.705,4/25/2020
Central San Diego,256.21,122.488,4/25/2020
Chula Vista,190.54,154.794,4/25/2020
City of Carlsbad,50.86,44.37,4/25/2020
City of Chula Vista,389.84,145.734,4/25/2020
City of Coronado,7,32.283,4/25/2020
City of Del Mar,5.33,123.314,4/25/2020
City of El Cajon,154.42,146.295,4/25/2020
City of Encinitas,31.6,50.034,4/25/2020
City of Escondido,85.83,56.665,4/25/2020
City of Imperial Beach,21,74.566,4/25/2020
City of La Mesa,66.9,109.21,4/25/2020
City of Lemon Grove,26,96.892,4/25/2020
City of National City,108.49,174.254,4/25/2020
City of Oceanside,69.06,38.94,4/25/2020
City of Poway,26.94,53.662,4/25/2020
City of San Diego,1467.89,103.384,4/25/2020
City of San Marcos,30.15,31.487,4/25/2020
City of Santee,28.26,49.585,4/25/2020
City of Solana Beach,6.14,44.082,4/25/2020
City of Vista,45.27,43.79,4/25/2020
Coastal,57.71,67.146,4/25/2020
Coronado,7,32.283,4/25/2020
Del Mar-Mira Mesa,110.46,64.642,4/25/2020
East Region,495,101.955,4/25/2020
El Cajon,189.39,144.111,4/25/2020
Elliott-Navajo,65.36,69.098,4/25/2020
Escondido,97.91,56.508,4/25/2020
Fallbrook,11.27,23.193,4/25/2020
Harbison Crest,18.82,124.24,4/25/2020
Harbison Crest-El Cajon,208.21,142.057,4/25/2020
Jamul,21.93,111.957,4/25/2020
Kearny Mesa,130.45,76.395,4/25/2020
La Mesa,68.17,107.629,4/25/2020
Laguna-Pine Valley,,,4/25/2020
Lakeside,42.93,72.05,4/25/2020
Lemon Grove,31.66,102.825,4/25/2020
Mid-City,171.4,100.17,4/25/2020
Miramar,7.38,107.433,4/25/2020
Mountain Empire,5,60.847,4/25/2020
National City,107.73,174.511,4/25/2020
North Central Region,436,65.527,4/25/2020
North Coastal Region,243,43.218,4/25/2020
North County,551,47.099,4/25/2020
North Inland Region,308,50.691,4/25/2020
North San Diego,92.38,76.396,4/25/2020
Oceanside,67.54,39.869,4/25/2020
Palomar-Julian,,,4/25/2020
Pauma,,,4/25/2020
Pendleton,,,4/25/2020
Peninsula,45.79,65.47,4/25/2020
Poway,46.05,51.028,4/25/2020
Ramona,13.94,39.628,4/25/2020
San Diego County,3043,91.177,4/25/2020
San Dieguito,55.46,54.57,4/25/2020
San Marcos,31.66,31.362,4/25/2020
Santee,27.57,50.78,4/25/2020
South Bay,340.12,252.786,4/25/2020
South Region,876,175.583,4/25/2020
Southeastern San Diego,211.48,145.275,4/25/2020
Spring Valley,93.1,110.783,4/25/2020
Supervisorial District 1,1040.03,165.623,4/25/2020
Supervisorial District 2,597.69,91.312,4/25/2020
Supervisorial District 3,404.78,60.46,4/25/2020
Supervisorial District 4,687.12,96.736,4/25/2020
Supervisorial District 5,253.38,37.53,4/25/2020
Sweetwater,210.45,140.42,4/25/2020
Unincorporated,362,70.549,4/25/2020
University,34.44,47.502,4/25/2020
Valley Center,6.91,30.368,4/25/2020
Vista,47.53,43.976,4/25/2020
