Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,23.9,148.4,6/30/2020
Anza-Borrego Springs,11.4,222.8,6/30/2020
Carlsbad,211.5,168.7,6/30/2020
Central Region,3273.0,632.1,6/30/2020
Central San Diego,1088.5,520.4,6/30/2020
Chula Vista,1117.6,907.9,6/30/2020
City of Carlsbad,185.1,161.5,6/30/2020
City of Chula Vista,2032.3,759.7,6/30/2020
City of Coronado,48.0,221.4,6/30/2020
City of Del Mar,10.7,246.6,6/30/2020
City of El Cajon,651.9,617.6,6/30/2020
City of Encinitas,122.2,193.5,6/30/2020
City of Escondido,539.3,356.0,6/30/2020
City of Imperial Beach,204.0,724.4,6/30/2020
City of La Mesa,211.9,345.9,6/30/2020
City of Lemon Grove,156.0,581.4,6/30/2020
City of National City,658.4,1057.6,6/30/2020
City of Oceanside,422.7,238.3,6/30/2020
City of Poway,84.8,168.9,6/30/2020
City of San Diego,6536.9,460.4,6/30/2020
City of San Marcos,250.6,261.7,6/30/2020
City of Santee,126.1,221.3,6/30/2020
City of Solana Beach,22.3,159.9,6/30/2020
City of Vista,305.2,295.2,6/30/2020
Coastal,259.7,302.2,6/30/2020
Coronado,48.0,221.4,6/30/2020
Del Mar-Mira Mesa,343.9,201.3,6/30/2020
East Region,2231.0,459.5,6/30/2020
El Cajon,786.7,598.6,6/30/2020
Elliott-Navajo,205.7,217.5,6/30/2020
Escondido,595.9,343.9,6/30/2020
Fallbrook,122.1,251.3,6/30/2020
Harbison Crest,76.4,504.0,6/30/2020
Harbison Crest-El Cajon,863.1,588.8,6/30/2020
Jamul,113.7,580.6,6/30/2020
Kearny Mesa,493.0,288.7,6/30/2020
La Mesa,219.4,346.5,6/30/2020
Laguna-Pine Valley,,,6/30/2020
Lakeside,194.8,327.0,6/30/2020
Lemon Grove,188.3,611.4,6/30/2020
Mid-City,946.1,552.9,6/30/2020
Miramar,17.1,248.1,6/30/2020
Mountain Empire,38.0,462.3,6/30/2020
National City,656.9,1064.1,6/30/2020
North Central Region,1559.0,234.3,6/30/2020
North Coastal Region,1180.0,209.9,6/30/2020
North County,2711.0,231.7,6/30/2020
North Inland Region,1531.0,252.0,6/30/2020
North San Diego,218.6,180.8,6/30/2020
Oceanside,416.0,245.6,6/30/2020
Palomar-Julian,7.5,97.3,6/30/2020
Pauma,17.2,211.3,6/30/2020
Pendleton,,,6/30/2020
Peninsula,177.4,253.6,6/30/2020
Poway,150.0,166.2,6/30/2020
Ramona,75.5,214.7,6/30/2020
San Diego County,14623.0,438.1,6/30/2020
San Dieguito,192.5,189.4,6/30/2020
San Marcos,277.9,275.3,6/30/2020
Santee,123.6,227.7,6/30/2020
South Bay,1717.0,1276.1,6/30/2020
South Region,4566.0,915.2,6/30/2020
Southeastern San Diego,1286.0,883.4,6/30/2020
Spring Valley,493.4,587.1,6/30/2020
Supervisorial District 1,5684.4,905.2,6/30/2020
Supervisorial District 2,2639.6,403.3,6/30/2020
Supervisorial District 3,1515.0,226.3,6/30/2020
Supervisorial District 4,2987.2,420.6,6/30/2020
Supervisorial District 5,1513.9,224.2,6/30/2020
Sweetwater,954.3,636.7,6/30/2020
Unincorporated,1771.5,345.2,6/30/2020
University,89.7,123.7,6/30/2020
Valley Center,54.2,238.2,6/30/2020
Vista,321.0,297.0,6/30/2020
