Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,21.0,130.8,6/25/2020
Anza-Borrego Springs,10.3,201.4,6/25/2020
Carlsbad,164.9,131.5,6/25/2020
Central Region,2790.0,538.8,6/25/2020
Central San Diego,931.4,445.3,6/25/2020
Chula Vista,980.9,796.8,6/25/2020
City of Carlsbad,141.5,123.5,6/25/2020
City of Chula Vista,1746.1,652.7,6/25/2020
City of Coronado,35.0,161.4,6/25/2020
City of Del Mar,8.8,203.1,6/25/2020
City of El Cajon,564.0,534.3,6/25/2020
City of Encinitas,98.9,156.6,6/25/2020
City of Escondido,454.4,300.0,6/25/2020
City of Imperial Beach,180.0,639.1,6/25/2020
City of La Mesa,183.7,299.8,6/25/2020
City of Lemon Grove,132.0,491.9,6/25/2020
City of National City,585.6,940.6,6/25/2020
City of Oceanside,350.5,197.6,6/25/2020
City of Poway,73.8,147.1,6/25/2020
City of San Diego,5591.6,393.8,6/25/2020
City of San Marcos,185.7,193.9,6/25/2020
City of Santee,107.0,187.7,6/25/2020
City of Solana Beach,18.9,135.4,6/25/2020
City of Vista,242.0,234.1,6/25/2020
Coastal,201.8,234.9,6/25/2020
Coronado,35.0,161.4,6/25/2020
Del Mar-Mira Mesa,283.7,166.0,6/25/2020
East Region,1916.0,394.6,6/25/2020
El Cajon,678.7,516.5,6/25/2020
Elliott-Navajo,176.6,186.7,6/25/2020
Escondido,499.3,288.1,6/25/2020
Fallbrook,85.2,175.5,6/25/2020
Harbison Crest,65.9,434.8,6/25/2020
Harbison Crest-El Cajon,744.6,508.0,6/25/2020
Jamul,91.5,466.9,6/25/2020
Kearny Mesa,399.2,233.8,6/25/2020
La Mesa,190.3,300.5,6/25/2020
Laguna-Pine Valley,,,6/25/2020
Lakeside,172.7,289.9,6/25/2020
Lemon Grove,160.2,520.3,6/25/2020
Mid-City,804.3,470.0,6/25/2020
Miramar,14.6,212.1,6/25/2020
Mountain Empire,33.2,404.0,6/25/2020
National City,584.3,946.4,6/25/2020
North Central Region,1262.0,189.7,6/25/2020
North Coastal Region,947.0,168.4,6/25/2020
North County,2190.0,187.2,6/25/2020
North Inland Region,1243.0,204.6,6/25/2020
North San Diego,188.2,155.6,6/25/2020
Oceanside,343.0,202.5,6/25/2020
Palomar-Julian,5.6,73.0,6/25/2020
Pauma,12.5,153.8,6/25/2020
Pendleton,,,6/25/2020
Peninsula,139.7,199.8,6/25/2020
Poway,124.4,137.9,6/25/2020
Ramona,59.8,170.0,6/25/2020
San Diego County,12401.0,371.6,6/25/2020
San Dieguito,154.2,151.8,6/25/2020
San Marcos,209.6,207.6,6/25/2020
Santee,105.3,193.9,6/25/2020
South Bay,1560.1,1159.5,6/25/2020
South Region,4025.0,806.8,6/25/2020
Southeastern San Diego,1094.1,751.6,6/25/2020
Spring Valley,421.1,501.1,6/25/2020
Supervisorial District 1,4967.8,791.1,6/25/2020
Supervisorial District 2,2260.4,345.3,6/25/2020
Supervisorial District 3,1265.1,189.0,6/25/2020
Supervisorial District 4,2505.2,352.7,6/25/2020
Supervisorial District 5,1184.5,175.4,6/25/2020
Sweetwater,802.3,535.3,6/25/2020
Unincorporated,1483.6,289.1,6/25/2020
University,73.0,100.6,6/25/2020
Valley Center,44.4,195.1,6/25/2020
Vista,254.2,235.2,6/25/2020
