Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,106.0,656.0,9/24/2020
Anza-Borrego Springs,18.2,348.4,9/24/2020
Carlsbad,818.9,647.4,9/24/2020
Central Region,10249.0,1989.6,9/24/2020
Central San Diego,3361.3,1593.8,9/24/2020
Chula Vista,3086.2,2487.7,9/24/2020
City of Carlsbad,705.8,612.4,9/24/2020
City of Chula Vista,5801.5,2137.3,9/24/2020
City of Coronado,180.0,743.8,9/24/2020
City of Del Mar,24.4,551.7,9/24/2020
City of El Cajon,1843.7,1743.2,9/24/2020
City of Encinitas,368.8,582.1,9/24/2020
City of Escondido,2025.8,1326.2,9/24/2020
City of Imperial Beach,576.0,2098.5,9/24/2020
City of La Mesa,664.0,1092.3,9/24/2020
City of Lemon Grove,467.0,1716.4,9/24/2020
City of National City,1605.5,2580.2,9/24/2020
City of Oceanside,1840.9,1034.3,9/24/2020
City of Poway,296.3,588.8,9/24/2020
City of San Diego,19934.6,1403.4,9/24/2020
City of San Marcos,1037.0,1056.0,9/24/2020
City of Santee,451.9,773.9,9/24/2020
City of Solana Beach,58.3,418.4,9/24/2020
City of Vista,1136.3,1114.5,9/24/2020
Coastal,868.8,998.9,9/24/2020
Coronado,180.0,743.8,9/24/2020
Del Mar-Mira Mesa,1017.0,594.8,9/24/2020
East Region,6854.0,1402.4,9/24/2020
El Cajon,2257.6,1706.1,9/24/2020
Elliott-Navajo,703.5,734.6,9/24/2020
Escondido,2244.7,1280.6,9/24/2020
Fallbrook,531.7,1072.5,9/24/2020
Harbison Crest,224.1,1478.8,9/24/2020
Harbison Crest-El Cajon,2481.7,1682.7,9/24/2020
Jamul,326.7,1723.5,9/24/2020
Kearny Mesa,1565.3,915.4,9/24/2020
La Mesa,688.0,1093.3,9/24/2020
Laguna-Pine Valley,21.5,375.7,9/24/2020
Lakeside,650.0,1080.3,9/24/2020
Lemon Grove,555.5,1792.9,9/24/2020
Mid-City,3555.1,2107.2,9/24/2020
Miramar,54.7,745.6,9/24/2020
Mountain Empire,106.4,1293.0,9/24/2020
National City,1600.1,2592.3,9/24/2020
North Central Region,5029.0,751.8,9/24/2020
North Coastal Region,4590.0,818.7,9/24/2020
North County,10374.0,881.8,9/24/2020
North Inland Region,5784.0,939.3,9/24/2020
North San Diego,637.3,522.7,9/24/2020
Oceanside,1795.1,1059.2,9/24/2020
Palomar-Julian,39.2,500.8,9/24/2020
Pauma,137.6,1629.9,9/24/2020
Pendleton,99.0,239.8,9/24/2020
Peninsula,553.2,780.1,9/24/2020
Poway,521.8,576.3,9/24/2020
Ramona,324.9,906.5,9/24/2020
San Diego County,46001.0,1372.4,9/24/2020
San Dieguito,576.6,567.2,9/24/2020
San Marcos,1131.6,1094.9,9/24/2020
Santee,438.9,790.7,9/24/2020
South Bay,4660.2,3530.9,9/24/2020
South Region,12559.0,2499.1,9/24/2020
Southeastern San Diego,3493.1,2435.9,9/24/2020
Spring Valley,1546.5,1827.4,9/24/2020
Supervisorial District 1,15549.9,2473.9,9/24/2020
Supervisorial District 2,8609.5,1308.2,9/24/2020
Supervisorial District 3,4989.8,740.2,9/24/2020
Supervisorial District 4,9645.5,1352.8,9/24/2020
Supervisorial District 5,6270.4,924.8,9/24/2020
Sweetwater,2827.6,1847.0,9/24/2020
Unincorporated,6047.2,1172.7,9/24/2020
University,285.2,393.1,9/24/2020
Valley Center,227.4,980.0,9/24/2020
Vista,1228.4,1145.2,9/24/2020
