Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,16.5,102.7,6/19/2020
Anza-Borrego Springs,9.2,179.9,6/19/2020
Carlsbad,124.9,99.6,6/19/2020
Central Region,2318.0,447.7,6/19/2020
Central San Diego,788.1,376.7,6/19/2020
Chula Vista,870.0,706.8,6/19/2020
City of Carlsbad,106.1,92.6,6/19/2020
City of Chula Vista,1532.3,572.8,6/19/2020
City of Coronado,29.0,133.7,6/19/2020
City of Del Mar,7.8,181.3,6/19/2020
City of El Cajon,513.3,486.3,6/19/2020
City of Encinitas,80.1,126.8,6/19/2020
City of Escondido,373.3,246.4,6/19/2020
City of Imperial Beach,156.0,553.9,6/19/2020
City of La Mesa,153.0,249.8,6/19/2020
City of Lemon Grove,108.0,402.5,6/19/2020
City of National City,510.3,819.6,6/19/2020
City of Oceanside,281.4,158.6,6/19/2020
City of Poway,59.9,119.2,6/19/2020
City of San Diego,4705.9,331.4,6/19/2020
City of San Marcos,140.2,146.4,6/19/2020
City of Santee,88.8,155.8,6/19/2020
City of Solana Beach,16.7,119.6,6/19/2020
City of Vista,183.5,177.5,6/19/2020
Coastal,133.6,155.5,6/19/2020
Coronado,29.0,133.7,6/19/2020
Del Mar-Mira Mesa,221.7,129.7,6/19/2020
East Region,1665.0,342.9,6/19/2020
El Cajon,613.1,466.5,6/19/2020
Elliott-Navajo,146.0,154.4,6/19/2020
Escondido,409.2,236.1,6/19/2020
Fallbrook,61.1,125.8,6/19/2020
Harbison Crest,56.8,375.2,6/19/2020
Harbison Crest-El Cajon,669.9,457.1,6/19/2020
Jamul,78.0,398.3,6/19/2020
Kearny Mesa,336.7,197.1,6/19/2020
La Mesa,158.1,249.6,6/19/2020
Laguna-Pine Valley,,,6/19/2020
Lakeside,150.7,252.9,6/19/2020
Lemon Grove,132.3,429.7,6/19/2020
Mid-City,659.2,385.2,6/19/2020
Miramar,12.1,175.5,6/19/2020
Mountain Empire,30.7,374.2,6/19/2020
National City,509.1,824.7,6/19/2020
North Central Region,1011.0,151.9,6/19/2020
North Coastal Region,746.0,132.7,6/19/2020
North County,1741.0,148.8,6/19/2020
North Inland Region,995.0,163.8,6/19/2020
North San Diego,156.0,129.0,6/19/2020
Oceanside,275.5,162.7,6/19/2020
Palomar-Julian,,,6/19/2020
Pauma,9.6,118.1,6/19/2020
Pendleton,,,6/19/2020
Peninsula,117.7,168.3,6/19/2020
Poway,97.2,107.7,6/19/2020
Ramona,55.7,158.4,6/19/2020
San Diego County,10484.0,314.1,6/19/2020
San Dieguito,126.3,124.3,6/19/2020
San Marcos,160.3,158.7,6/19/2020
Santee,88.2,162.4,6/19/2020
South Bay,1416.0,1052.4,6/19/2020
South Region,3576.0,716.8,6/19/2020
Southeastern San Diego,906.5,622.7,6/19/2020
Spring Valley,363.0,432.0,6/19/2020
Supervisorial District 1,4338.2,690.8,6/19/2020
Supervisorial District 2,1955.3,298.7,6/19/2020
Supervisorial District 3,1024.0,153.0,6/19/2020
Supervisorial District 4,2077.9,292.5,6/19/2020
Supervisorial District 5,915.6,135.6,6/19/2020
Sweetwater,694.4,463.4,6/19/2020
Unincorporated,1265.3,246.6,6/19/2020
University,61.7,85.1,6/19/2020
Valley Center,34.6,151.9,6/19/2020
Vista,191.6,177.3,6/19/2020
