Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,15.6,97.1,6/17/2020
Anza-Borrego Springs,9.2,179.9,6/17/2020
Carlsbad,116.9,93.2,6/17/2020
Central Region,2222,429.1,6/17/2020
Central San Diego,755.8,361.3,6/17/2020
Chula Vista,840.1,682.5,6/17/2020
City of Carlsbad,100.1,87.3,6/17/2020
City of Chula Vista,1480.9,553.6,6/17/2020
City of Coronado,29,133.7,6/17/2020
City of Del Mar,7.2,166.8,6/17/2020
City of El Cajon,508,481.2,6/17/2020
City of Encinitas,78.2,123.9,6/17/2020
City of Escondido,354.7,234.2,6/17/2020
City of Imperial Beach,149,529.1,6/17/2020
City of La Mesa,149.8,244.6,6/17/2020
City of Lemon Grove,99,368.9,6/17/2020
City of National City,492.1,790.4,6/17/2020
City of Oceanside,268.3,151.3,6/17/2020
City of Poway,54.9,109.3,6/17/2020
City of San Diego,4530.9,319.1,6/17/2020
City of San Marcos,128.8,134.5,6/17/2020
City of Santee,83.8,147.1,6/17/2020
City of Solana Beach,14.5,104.3,6/17/2020
City of Vista,168.3,162.8,6/17/2020
Coastal,123.4,143.5,6/17/2020
Coronado,29,133.7,6/17/2020
Del Mar-Mira Mesa,207.9,121.7,6/17/2020
East Region,1617,333.1,6/17/2020
El Cajon,606.3,461.4,6/17/2020
Elliott-Navajo,140.3,148.3,6/17/2020
Escondido,387.8,223.8,6/17/2020
Fallbrook,55.6,114.5,6/17/2020
Harbison Crest,56,369.7,6/17/2020
Harbison Crest-El Cajon,662.3,451.9,6/17/2020
Jamul,75.5,385.2,6/17/2020
Kearny Mesa,326.7,191.3,6/17/2020
La Mesa,154.7,244.3,6/17/2020
Laguna-Pine Valley,,,6/17/2020
Lakeside,147.6,247.7,6/17/2020
Lemon Grove,122.8,398.8,6/17/2020
Mid-City,628.6,367.4,6/17/2020
Miramar,10.7,156.4,6/17/2020
Mountain Empire,28.7,349.8,6/17/2020
National City,491,795.3,6/17/2020
North Central Region,968,145.5,6/17/2020
North Coastal Region,703,125,6/17/2020
North County,1646,140.7,6/17/2020
North Inland Region,943,155.2,6/17/2020
North San Diego,151.6,125.4,6/17/2020
Oceanside,262.4,154.9,6/17/2020
Palomar-Julian,,,6/17/2020
Pauma,8.7,106.5,6/17/2020
Pendleton,,,6/17/2020
Peninsula,117.3,167.7,6/17/2020
Poway,91.1,101,6/17/2020
Ramona,54.7,155.5,6/17/2020
San Diego County,10092,302.4,6/17/2020
San Dieguito,121.3,119.4,6/17/2020
San Marcos,147.9,146.5,6/17/2020
Santee,83.5,153.8,6/17/2020
South Bay,1376.5,1023.1,6/17/2020
South Region,3465,694.5,6/17/2020
Southeastern San Diego,871.9,598.9,6/17/2020
Spring Valley,348.8,415.1,6/17/2020
Supervisorial District 1,4189.2,667.1,6/17/2020
Supervisorial District 2,1894.1,289.4,6/17/2020
Supervisorial District 3,974.3,145.5,6/17/2020
Supervisorial District 4,2002.9,282,6/17/2020
Supervisorial District 5,857.5,127,6/17/2020
Sweetwater,672.1,448.4,6/17/2020
Unincorporated,1220.4,237.8,6/17/2020
University,58.9,81.3,6/17/2020
Valley Center,33.7,147.9,6/17/2020
Vista,177.7,164.4,6/17/2020
