Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,51.5,320.2,7/23/2020
Anza-Borrego Springs,15.4,301.1,7/23/2020
Carlsbad,477.6,380.8,7/23/2020
Central Region,5617.0,1084.8,7/23/2020
Central San Diego,1860.0,889.2,7/23/2020
Chula Vista,1767.5,1435.8,7/23/2020
City of Carlsbad,430.2,375.3,7/23/2020
City of Chula Vista,3341.6,1249.2,7/23/2020
City of Coronado,111.0,511.9,7/23/2020
City of Del Mar,17.6,406.2,7/23/2020
City of El Cajon,1133.1,1073.5,7/23/2020
City of Encinitas,232.7,368.5,7/23/2020
City of Escondido,1008.1,665.5,7/23/2020
City of Imperial Beach,331.0,1175.3,7/23/2020
City of La Mesa,397.8,649.3,7/23/2020
City of Lemon Grove,280.0,1043.5,7/23/2020
City of National City,1042.3,1674.2,7/23/2020
City of Oceanside,871.5,491.3,7/23/2020
City of Poway,170.6,339.9,7/23/2020
City of San Diego,11327.4,797.8,7/23/2020
City of San Marcos,527.0,550.3,7/23/2020
City of Santee,252.8,443.6,7/23/2020
City of Solana Beach,40.8,292.4,7/23/2020
City of Vista,603.2,583.5,7/23/2020
Coastal,547.5,637.1,7/23/2020
Coronado,111.0,511.9,7/23/2020
Del Mar-Mira Mesa,614.8,359.8,7/23/2020
East Region,4078.0,839.9,7/23/2020
El Cajon,1379.9,1050.0,7/23/2020
Elliott-Navajo,410.4,433.9,7/23/2020
Escondido,1115.4,643.7,7/23/2020
Fallbrook,255.5,525.8,7/23/2020
Harbison Crest,134.6,888.7,7/23/2020
Harbison Crest-El Cajon,1514.5,1033.3,7/23/2020
Jamul,199.8,1019.6,7/23/2020
Kearny Mesa,941.4,551.3,7/23/2020
La Mesa,410.5,648.1,7/23/2020
Laguna-Pine Valley,12.4,217.1,7/23/2020
Lakeside,343.8,577.0,7/23/2020
Lemon Grove,336.6,1092.9,7/23/2020
Mid-City,1661.2,970.9,7/23/2020
Miramar,32.1,467.7,7/23/2020
Mountain Empire,57.6,700.8,7/23/2020
National City,1038.9,1682.8,7/23/2020
North Central Region,3044.0,457.5,7/23/2020
North Coastal Region,2461.0,437.7,7/23/2020
North County,5423.0,463.6,7/23/2020
North Inland Region,2962.0,487.5,7/23/2020
North San Diego,378.5,313.0,7/23/2020
Oceanside,857.6,506.2,7/23/2020
Palomar-Julian,13.3,173.5,7/23/2020
Pauma,63.9,784.5,7/23/2020
Pendleton,57.0,130.7,7/23/2020
Peninsula,348.5,498.4,7/23/2020
Poway,293.4,325.1,7/23/2020
Ramona,149.6,425.4,7/23/2020
San Diego County,26098.0,782.0,7/23/2020
San Dieguito,367.0,361.1,7/23/2020
San Marcos,576.3,570.8,7/23/2020
Santee,245.4,452.0,7/23/2020
South Bay,2674.5,1987.7,7/23/2020
South Region,7353.0,1473.8,7/23/2020
Southeastern San Diego,2188.3,1503.2,7/23/2020
Spring Valley,947.9,1127.9,7/23/2020
Supervisorial District 1,9255.5,1473.9,7/23/2020
Supervisorial District 2,4871.7,744.3,7/23/2020
Supervisorial District 3,2792.6,417.1,7/23/2020
Supervisorial District 4,5371.5,756.2,7/23/2020
Supervisorial District 5,3223.7,477.5,7/23/2020
Sweetwater,1641.7,1095.5,7/23/2020
Unincorporated,3396.4,661.9,7/23/2020
University,173.7,239.6,7/23/2020
Valley Center,115.9,509.0,7/23/2020
Vista,647.3,598.9,7/23/2020
