Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,5/2/2020
Anza-Borrego Springs,,,5/2/2020
Carlsbad,60.4,48.157,5/2/2020
Central Region,818,157.979,5/2/2020
Central San Diego,317.96,152.009,5/2/2020
Chula Vista,266.05,216.135,5/2/2020
City of Carlsbad,56.86,49.604,5/2/2020
City of Chula Vista,528.38,197.524,5/2/2020
City of Coronado,11,50.731,5/2/2020
City of Del Mar,5.33,123.314,5/2/2020
City of El Cajon,188.67,178.735,5/2/2020
City of Encinitas,30.6,48.451,5/2/2020
City of Escondido,120.38,79.467,5/2/2020
City of Imperial Beach,30,106.523,5/2/2020
City of La Mesa,76.52,124.901,5/2/2020
City of Lemon Grove,42,156.518,5/2/2020
City of National City,158.73,254.96,5/2/2020
City of Oceanside,82.08,46.278,5/2/2020
City of Poway,31.93,63.599,5/2/2020
City of San Diego,1894.97,133.463,5/2/2020
City of San Marcos,35.55,37.12,5/2/2020
City of Santee,35.33,61.996,5/2/2020
City of Solana Beach,6.14,44.082,5/2/2020
City of Vista,59.85,57.892,5/2/2020
Coastal,58.94,68.577,5/2/2020
Coronado,11,50.731,5/2/2020
Del Mar-Mira Mesa,128.78,75.366,5/2/2020
East Region,620,127.702,5/2/2020
El Cajon,229.97,174.993,5/2/2020
Elliott-Navajo,71.09,75.158,5/2/2020
Escondido,135.7,78.314,5/2/2020
Fallbrook,13.13,27.03,5/2/2020
Harbison Crest,23.36,154.234,5/2/2020
Harbison Crest-El Cajon,253.34,172.848,5/2/2020
Jamul,28.91,147.547,5/2/2020
Kearny Mesa,147.15,86.171,5/2/2020
La Mesa,77.84,122.898,5/2/2020
Laguna-Pine Valley,,,5/2/2020
Lakeside,58.38,97.977,5/2/2020
Lemon Grove,49.56,160.948,5/2/2020
Mid-City,228.22,133.376,5/2/2020
Miramar,9.66,140.531,5/2/2020
Mountain Empire,5,60.847,5/2/2020
National City,157.92,255.797,5/2/2020
North Central Region,502,75.446,5/2/2020
North Coastal Region,278,49.443,5/2/2020
North County,660,56.416,5/2/2020
North Inland Region,382,62.87,5/2/2020
North San Diego,101.51,83.949,5/2/2020
Oceanside,81.14,47.895,5/2/2020
Palomar-Julian,,,5/2/2020
Pauma,,,5/2/2020
Pendleton,,,5/2/2020
Peninsula,68.57,98.044,5/2/2020
Poway,53.86,59.687,5/2/2020
Ramona,18.97,53.931,5/2/2020
San Diego County,3927,117.665,5/2/2020
San Dieguito,54.38,53.513,5/2/2020
San Marcos,38.77,38.397,5/2/2020
Santee,34.68,63.872,5/2/2020
South Bay,513.17,381.403,5/2/2020
South Region,1252,250.948,5/2/2020
Southeastern San Diego,289.13,198.611,5/2/2020
Spring Valley,119.66,142.393,5/2/2020
Supervisorial District 1,1478.79,235.494,5/2/2020
Supervisorial District 2,739.92,113.041,5/2/2020
Supervisorial District 3,478.46,71.465,5/2/2020
Supervisorial District 4,852.56,120.027,5/2/2020
Supervisorial District 5,302.28,44.773,5/2/2020
Sweetwater,276.82,184.711,5/2/2020
Unincorporated,457.68,89.195,5/2/2020
University,34.2,47.169,5/2/2020
Valley Center,8.86,38.898,5/2/2020
Vista,62.16,57.511,5/2/2020
