Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,389.1,2409.1,12/9/2020
Anza-Borrego Springs,51.9,993.1,12/9/2020
Carlsbad,1879.7,1486.2,12/9/2020
Central Region,18983.0,3685.0,12/9/2020
Central San Diego,6380.2,3025.3,12/9/2020
Chula Vista,6318.5,5093.0,12/9/2020
City of Carlsbad,1580.4,1371.3,12/9/2020
City of Chula Vista,12129.2,4468.3,12/9/2020
City of Coronado,360.0,1487.7,12/9/2020
City of Del Mar,53.8,1216.6,12/9/2020
City of El Cajon,4393.5,4154.1,12/9/2020
City of Encinitas,913.1,1441.0,12/9/2020
City of Escondido,4528.3,2964.5,12/9/2020
City of Imperial Beach,1156.0,4211.6,12/9/2020
City of La Mesa,1362.4,2241.1,12/9/2020
City of Lemon Grove,1006.0,3697.4,12/9/2020
City of National City,2900.3,4661.1,12/9/2020
City of Oceanside,4192.3,2355.5,12/9/2020
City of Poway,745.2,1481.0,12/9/2020
City of San Diego,39668.8,2792.6,12/9/2020
City of San Marcos,2295.3,2337.5,12/9/2020
City of Santee,1254.8,2149.2,12/9/2020
City of Solana Beach,158.7,1138.6,12/9/2020
City of Vista,2977.1,2919.8,12/9/2020
Coastal,1859.5,2137.9,12/9/2020
Coronado,360.0,1487.7,12/9/2020
Del Mar-Mira Mesa,2230.1,1304.2,12/9/2020
East Region,15975.0,3268.6,12/9/2020
El Cajon,5402.3,4082.5,12/9/2020
Elliott-Navajo,1653.5,1726.5,12/9/2020
Escondido,5052.9,2882.7,12/9/2020
Fallbrook,1091.5,2201.7,12/9/2020
Harbison Crest,545.1,3597.4,12/9/2020
Harbison Crest-El Cajon,5947.4,4032.6,12/9/2020
Jamul,742.1,3915.3,12/9/2020
Kearny Mesa,3521.8,2059.5,12/9/2020
La Mesa,1413.8,2246.6,12/9/2020
Laguna-Pine Valley,93.1,1627.0,12/9/2020
Lakeside,1542.3,2563.0,12/9/2020
Lemon Grove,1173.9,3788.6,12/9/2020
Mid-City,6380.5,3781.9,12/9/2020
Miramar,113.6,1548.4,12/9/2020
Mountain Empire,347.8,4226.8,12/9/2020
National City,2886.6,4676.6,12/9/2020
North Central Region,11194.0,1673.3,12/9/2020
North Coastal Region,10916.0,1947.1,12/9/2020
North County,23986.0,2038.9,12/9/2020
North Inland Region,13070.0,2122.6,12/9/2020
North San Diego,1419.6,1164.2,12/9/2020
Oceanside,4097.6,2417.7,12/9/2020
Palomar-Julian,89.7,1145.6,12/9/2020
Pauma,248.3,2941.9,12/9/2020
Pendleton,162.0,392.4,12/9/2020
Peninsula,1173.5,1654.8,12/9/2020
Poway,1233.7,1362.4,12/9/2020
Ramona,890.6,2484.7,12/9/2020
San Diego County,99599.0,2971.5,12/9/2020
San Dieguito,1418.6,1395.3,12/9/2020
San Marcos,2524.0,2442.2,12/9/2020
Santee,1205.2,2171.5,12/9/2020
South Bay,9320.9,7062.2,12/9/2020
South Region,25387.0,5051.8,12/9/2020
Southeastern San Diego,6594.7,4598.8,12/9/2020
Spring Valley,3261.6,3854.1,12/9/2020
Supervisorial District 1,30883.2,4913.4,12/9/2020
Supervisorial District 2,19777.8,3005.3,12/9/2020
Supervisorial District 3,11303.8,1676.9,12/9/2020
Supervisorial District 4,19141.2,2684.6,12/9/2020
Supervisorial District 5,14419.0,2126.5,12/9/2020
Sweetwater,6035.9,3942.6,12/9/2020
Unincorporated,13849.9,2685.9,12/9/2020
University,696.3,959.8,12/9/2020
Valley Center,544.1,2344.8,12/9/2020
Vista,3179.2,2963.8,12/9/2020
