Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,407.1,2520.2,12/10/2020
Anza-Borrego Springs,53.9,1031.3,12/10/2020
Carlsbad,1938.4,1532.6,12/10/2020
Central Region,19409.0,3767.7,12/10/2020
Central San Diego,6538.9,3100.5,12/10/2020
Chula Vista,6445.7,5195.6,12/10/2020
City of Carlsbad,1630.0,1414.3,12/10/2020
City of Chula Vista,12425.6,4577.5,12/10/2020
City of Coronado,369.0,1524.9,12/10/2020
City of Del Mar,56.3,1273.2,12/10/2020
City of El Cajon,4517.0,4270.9,12/10/2020
City of Encinitas,936.4,1477.8,12/10/2020
City of Escondido,4680.3,3064.0,12/10/2020
City of Imperial Beach,1174.0,4277.2,12/10/2020
City of La Mesa,1392.4,2290.4,12/10/2020
City of Lemon Grove,1032.0,3793.0,12/10/2020
City of National City,2952.6,4745.3,12/10/2020
City of Oceanside,4336.5,2436.6,12/10/2020
City of Poway,763.2,1516.7,12/10/2020
City of San Diego,40589.8,2857.5,12/10/2020
City of San Marcos,2379.3,2423.0,12/10/2020
City of Santee,1287.0,2204.3,12/10/2020
City of Solana Beach,163.3,1171.3,12/10/2020
City of Vista,3094.5,3035.0,12/10/2020
Coastal,1902.3,2187.1,12/10/2020
Coronado,369.0,1524.9,12/10/2020
Del Mar-Mira Mesa,2293.1,1341.0,12/10/2020
East Region,16401.0,3355.8,12/10/2020
El Cajon,5553.9,4197.0,12/10/2020
Elliott-Navajo,1696.1,1771.0,12/10/2020
Escondido,5224.2,2980.4,12/10/2020
Fallbrook,1136.1,2291.7,12/10/2020
Harbison Crest,560.7,3701.0,12/10/2020
Harbison Crest-El Cajon,6114.6,4146.1,12/10/2020
Jamul,765.8,4040.4,12/10/2020
Kearny Mesa,3610.9,2111.6,12/10/2020
La Mesa,1445.2,2296.5,12/10/2020
Laguna-Pine Valley,95.9,1676.6,12/10/2020
Lakeside,1589.5,2641.4,12/10/2020
Lemon Grove,1204.0,3885.8,12/10/2020
Mid-City,6503.0,3854.4,12/10/2020
Miramar,117.3,1598.4,12/10/2020
Mountain Empire,356.6,4334.3,12/10/2020
National City,2938.7,4761.1,12/10/2020
North Central Region,11485.0,1716.8,12/10/2020
North Coastal Region,11311.0,2017.5,12/10/2020
North County,24790.0,2107.3,12/10/2020
North Inland Region,13479.0,2189.0,12/10/2020
North San Diego,1458.5,1196.1,12/10/2020
Oceanside,4241.8,2502.9,12/10/2020
Palomar-Julian,89.7,1145.7,12/10/2020
Pauma,257.2,3048.1,12/10/2020
Pendleton,181.0,438.4,12/10/2020
Peninsula,1197.7,1689.0,12/10/2020
Poway,1264.5,1396.5,12/10/2020
Ramona,902.8,2518.6,12/10/2020
San Diego County,102466.0,3057.1,12/10/2020
San Dieguito,1457.4,1433.5,12/10/2020
San Marcos,2614.6,2529.9,12/10/2020
Santee,1236.5,2227.9,12/10/2020
South Bay,9507.8,7203.9,12/10/2020
South Region,25946.0,5163.0,12/10/2020
Southeastern San Diego,6746.4,4704.6,12/10/2020
Spring Valley,3331.8,3937.0,12/10/2020
Supervisorial District 1,31555.4,5020.4,12/10/2020
Supervisorial District 2,20275.7,3080.9,12/10/2020
Supervisorial District 3,11646.9,1727.8,12/10/2020
Supervisorial District 4,19603.5,2749.5,12/10/2020
Supervisorial District 5,14949.5,2204.8,12/10/2020
Sweetwater,6208.7,4055.5,12/10/2020
Unincorporated,14251.7,2763.9,12/10/2020
University,722.4,995.7,12/10/2020
Valley Center,559.2,2410.0,12/10/2020
Vista,3306.5,3082.5,12/10/2020
