Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,4/29/2020
Anza-Borrego Springs,,,4/29/2020
Carlsbad,57.42,45.78,4/29/2020
Central Region,739,142.722,4/29/2020
Central San Diego,294.11,140.606,4/29/2020
Chula Vista,235.06,190.955,4/29/2020
City of Carlsbad,54.86,47.859,4/29/2020
City of Chula Vista,462.7,172.972,4/29/2020
City of Coronado,8,36.895,4/29/2020
City of Del Mar,5.33,123.314,4/29/2020
City of El Cajon,171.13,162.125,4/29/2020
City of Encinitas,31.6,50.034,4/29/2020
City of Escondido,106.98,70.626,4/29/2020
City of Imperial Beach,26,92.32,4/29/2020
City of La Mesa,70.52,115.11,4/29/2020
City of Lemon Grove,36,134.158,4/29/2020
City of National City,136.57,219.363,4/29/2020
City of Oceanside,76.08,42.895,4/29/2020
City of Poway,31.93,63.599,4/29/2020
City of San Diego,1738.04,122.411,4/29/2020
City of San Marcos,33.78,35.272,4/29/2020
City of Santee,34.31,60.207,4/29/2020
City of Solana Beach,6.14,44.082,4/29/2020
City of Vista,51.42,49.74,4/29/2020
Coastal,57.94,67.42,4/29/2020
Coronado,8,36.895,4/29/2020
Del Mar-Mira Mesa,123.13,72.057,4/29/2020
East Region,571,117.609,4/29/2020
El Cajon,210.29,160.017,4/29/2020
Elliott-Navajo,66.73,70.554,4/29/2020
Escondido,121.4,70.064,4/29/2020
Fallbrook,13.99,28.794,4/29/2020
Harbison Crest,22.12,145.997,4/29/2020
Harbison Crest-El Cajon,232.41,158.568,4/29/2020
Jamul,26.92,137.4,4/29/2020
Kearny Mesa,136.99,80.223,4/29/2020
La Mesa,71.84,113.43,4/29/2020
Laguna-Pine Valley,,,4/29/2020
Lakeside,54.08,90.762,4/29/2020
Lemon Grove,42.71,138.682,4/29/2020
Mid-City,203.32,118.825,4/29/2020
Miramar,9.26,134.717,4/29/2020
Mountain Empire,5,60.847,4/29/2020
National City,135.72,219.846,4/29/2020
North Central Region,478,71.839,4/29/2020
North Coastal Region,260,46.241,4/29/2020
North County,617,52.741,4/29/2020
North Inland Region,357,58.755,4/29/2020
North San Diego,97.07,80.273,4/29/2020
Oceanside,75.44,44.53,4/29/2020
Palomar-Julian,,,4/29/2020
Pauma,,,4/29/2020
Pendleton,,,4/29/2020
Peninsula,65.23,93.278,4/29/2020
Poway,53.26,59.017,4/29/2020
Ramona,16.97,48.248,4/29/2020
San Diego County,3564,106.788,4/29/2020
San Dieguito,55.1,54.223,4/29/2020
San Marcos,35.74,35.399,4/29/2020
Santee,33.44,61.602,4/29/2020
South Bay,458.44,340.724,4/29/2020
South Region,1104,221.283,4/29/2020
Southeastern San Diego,258.56,177.616,4/29/2020
Spring Valley,110.42,131.403,4/29/2020
Supervisorial District 1,1308.13,208.318,4/29/2020
Supervisorial District 2,684.96,104.645,4/29/2020
Supervisorial District 3,451.68,67.464,4/29/2020
Supervisorial District 4,783.57,110.314,4/29/2020
Supervisorial District 5,280.66,41.571,4/29/2020
Sweetwater,241.46,161.114,4/29/2020
Unincorporated,427.59,83.331,4/29/2020
University,34.2,47.169,4/29/2020
Valley Center,8.14,35.752,4/29/2020
Vista,53.38,49.387,4/29/2020
