Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,348.0,2154.6,12/2/2020
Anza-Borrego Springs,30.5,583.1,12/2/2020
Carlsbad,1624.8,1284.7,12/2/2020
Central Region,17021.0,3304.1,12/2/2020
Central San Diego,5716.4,2710.5,12/2/2020
Chula Vista,5507.7,4439.5,12/2/2020
City of Carlsbad,1368.3,1187.2,12/2/2020
City of Chula Vista,10580.2,3897.7,12/2/2020
City of Coronado,325.0,1343.0,12/2/2020
City of Del Mar,47.9,1082.2,12/2/2020
City of El Cajon,3822.9,3614.6,12/2/2020
City of Encinitas,797.7,1258.9,12/2/2020
City of Escondido,3811.6,2495.3,12/2/2020
City of Imperial Beach,1019.0,3712.5,12/2/2020
City of La Mesa,1201.7,1976.8,12/2/2020
City of Lemon Grove,841.0,3091.0,12/2/2020
City of National City,2576.8,4141.3,12/2/2020
City of Oceanside,3615.3,2031.4,12/2/2020
City of Poway,636.5,1264.9,12/2/2020
City of San Diego,35143.5,2474.0,12/2/2020
City of San Marcos,1942.0,1977.7,12/2/2020
City of Santee,1050.9,1800.0,12/2/2020
City of Solana Beach,136.4,978.7,12/2/2020
City of Vista,2477.8,2430.1,12/2/2020
Coastal,1685.6,1937.9,12/2/2020
Coronado,325.0,1343.0,12/2/2020
Del Mar-Mira Mesa,1947.0,1138.6,12/2/2020
East Region,13822.0,2828.1,12/2/2020
El Cajon,4693.4,3546.8,12/2/2020
Elliott-Navajo,1432.5,1495.7,12/2/2020
Escondido,4258.2,2429.3,12/2/2020
Fallbrook,946.2,1908.6,12/2/2020
Harbison Crest,471.3,3110.5,12/2/2020
Harbison Crest-El Cajon,5164.7,3502.0,12/2/2020
Jamul,650.1,3429.9,12/2/2020
Kearny Mesa,3104.0,1815.2,12/2/2020
La Mesa,1246.9,1981.3,12/2/2020
Laguna-Pine Valley,71.7,1253.5,12/2/2020
Lakeside,1319.9,2193.5,12/2/2020
Lemon Grove,990.8,3197.8,12/2/2020
Mid-City,5781.4,3426.7,12/2/2020
Miramar,98.1,1337.2,12/2/2020
Mountain Empire,304.7,3702.4,12/2/2020
National City,2565.1,4155.8,12/2/2020
North Central Region,9847.0,1472.0,12/2/2020
North Coastal Region,9347.0,1667.2,12/2/2020
North County,20445.0,1737.9,12/2/2020
North Inland Region,11098.0,1802.3,12/2/2020
North San Diego,1199.9,984.0,12/2/2020
Oceanside,3521.6,2077.9,12/2/2020
Palomar-Julian,85.0,1086.0,12/2/2020
Pauma,222.0,2630.3,12/2/2020
Pendleton,157.0,380.3,12/2/2020
Peninsula,1050.3,1481.1,12/2/2020
Poway,1055.9,1166.1,12/2/2020
Ramona,773.8,2158.7,12/2/2020
San Diego County,86142.0,2570.0,12/2/2020
San Dieguito,1235.0,1214.7,12/2/2020
San Marcos,2128.0,2059.0,12/2/2020
Santee,1010.9,1821.5,12/2/2020
South Bay,8175.8,6194.7,12/2/2020
South Region,22244.0,4426.3,12/2/2020
Southeastern San Diego,5841.0,4073.2,12/2/2020
Spring Valley,2840.6,3356.5,12/2/2020
Supervisorial District 1,27140.5,4318.0,12/2/2020
Supervisorial District 2,17173.9,2609.6,12/2/2020
Supervisorial District 3,9644.6,1430.8,12/2/2020
Supervisorial District 4,17115.6,2400.5,12/2/2020
Supervisorial District 5,12304.4,1814.7,12/2/2020
Sweetwater,5268.9,3441.6,12/2/2020
Unincorporated,11984.5,2324.2,12/2/2020
University,579.5,798.7,12/2/2020
Valley Center,463.3,1996.8,12/2/2020
Vista,2651.3,2471.7,12/2/2020
