Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,21.9,136.4,6/26/2020
Anza-Borrego Springs,11.3,220.9,6/26/2020
Carlsbad,175.3,139.8,6/26/2020
Central Region,2863.0,552.9,6/26/2020
Central San Diego,954.5,456.3,6/26/2020
Chula Vista,1007.4,818.4,6/26/2020
City of Carlsbad,151.6,132.3,6/26/2020
City of Chula Vista,1801.9,673.6,6/26/2020
City of Coronado,38.0,175.3,6/26/2020
City of Del Mar,9.1,210.4,6/26/2020
City of El Cajon,578.4,548.0,6/26/2020
City of Encinitas,101.7,161.1,6/26/2020
City of Escondido,473.4,312.5,6/26/2020
City of Imperial Beach,187.0,664.0,6/26/2020
City of La Mesa,187.9,306.7,6/26/2020
City of Lemon Grove,138.0,514.3,6/26/2020
City of National City,597.6,959.8,6/26/2020
City of Oceanside,364.6,205.6,6/26/2020
City of Poway,77.8,155.0,6/26/2020
City of San Diego,5775.0,406.7,6/26/2020
City of San Marcos,201.9,210.9,6/26/2020
City of Santee,111.0,194.7,6/26/2020
City of Solana Beach,20.9,150.3,6/26/2020
City of Vista,253.6,245.3,6/26/2020
Coastal,217.6,253.2,6/26/2020
Coronado,38.0,175.3,6/26/2020
Del Mar-Mira Mesa,295.7,173.0,6/26/2020
East Region,1967.0,405.1,6/26/2020
El Cajon,696.3,529.9,6/26/2020
Elliott-Navajo,183.2,193.7,6/26/2020
Escondido,520.2,300.2,6/26/2020
Fallbrook,94.4,194.4,6/26/2020
Harbison Crest,67.7,447.1,6/26/2020
Harbison Crest-El Cajon,764.1,521.3,6/26/2020
Jamul,95.2,485.9,6/26/2020
Kearny Mesa,419.9,245.9,6/26/2020
La Mesa,194.7,307.3,6/26/2020
Laguna-Pine Valley,,,6/26/2020
Lakeside,177.0,297.1,6/26/2020
Lemon Grove,166.8,541.6,6/26/2020
Mid-City,826.5,483.0,6/26/2020
Miramar,15.0,217.9,6/26/2020
Mountain Empire,33.5,407.6,6/26/2020
National City,596.3,965.8,6/26/2020
North Central Region,1335.0,200.6,6/26/2020
North Coastal Region,992.0,176.4,6/26/2020
North County,2306.0,197.1,6/26/2020
North Inland Region,1314.0,216.3,6/26/2020
North San Diego,196.5,162.5,6/26/2020
Oceanside,357.8,211.2,6/26/2020
Palomar-Julian,5.6,73.0,6/26/2020
Pauma,13.3,163.7,6/26/2020
Pendleton,,,6/26/2020
Peninsula,148.9,213.0,6/26/2020
Poway,132.9,147.2,6/26/2020
Ramona,64.7,183.9,6/26/2020
San Diego County,12837.0,384.6,6/26/2020
San Dieguito,160.7,158.1,6/26/2020
San Marcos,226.8,224.7,6/26/2020
Santee,109.1,200.9,6/26/2020
South Bay,1597.2,1187.1,6/26/2020
South Region,4134.0,828.6,6/26/2020
Southeastern San Diego,1122.2,770.8,6/26/2020
Spring Valley,430.0,511.6,6/26/2020
Supervisorial District 1,5102.4,812.6,6/26/2020
Supervisorial District 2,2327.2,355.5,6/26/2020
Supervisorial District 3,1322.4,197.5,6/26/2020
Supervisorial District 4,2597.6,365.7,6/26/2020
Supervisorial District 5,1255.4,185.9,6/26/2020
Sweetwater,831.5,554.8,6/26/2020
Unincorporated,1535.4,299.2,6/26/2020
University,79.6,109.8,6/26/2020
Valley Center,46.9,205.8,6/26/2020
Vista,266.8,246.9,6/26/2020
