Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,52.4,325.9,7/24/2020
Anza-Borrego Springs,15.4,301.1,7/24/2020
Carlsbad,486.7,388.0,7/24/2020
Central Region,5735.0,1107.6,7/24/2020
Central San Diego,1891.4,904.2,7/24/2020
Chula Vista,1819.3,1477.9,7/24/2020
City of Carlsbad,438.2,382.3,7/24/2020
City of Chula Vista,3437.4,1285.0,7/24/2020
City of Coronado,113.0,521.1,7/24/2020
City of Del Mar,17.6,406.2,7/24/2020
City of El Cajon,1155.2,1094.3,7/24/2020
City of Encinitas,234.6,371.4,7/24/2020
City of Escondido,1030.2,680.1,7/24/2020
City of Imperial Beach,339.0,1203.7,7/24/2020
City of La Mesa,407.4,665.1,7/24/2020
City of Lemon Grove,283.0,1054.6,7/24/2020
City of National City,1053.1,1691.5,7/24/2020
City of Oceanside,890.5,502.1,7/24/2020
City of Poway,173.6,345.8,7/24/2020
City of San Diego,11568.3,814.8,7/24/2020
City of San Marcos,528.9,552.3,7/24/2020
City of Santee,255.9,449.0,7/24/2020
City of Solana Beach,40.8,292.4,7/24/2020
City of Vista,612.6,592.6,7/24/2020
Coastal,553.0,643.5,7/24/2020
Coronado,113.0,521.1,7/24/2020
Del Mar-Mira Mesa,622.5,364.3,7/24/2020
East Region,4164.0,857.7,7/24/2020
El Cajon,1407.2,1070.8,7/24/2020
Elliott-Navajo,418.3,442.3,7/24/2020
Escondido,1138.4,657.0,7/24/2020
Fallbrook,264.6,544.7,7/24/2020
Harbison Crest,138.0,911.0,7/24/2020
Harbison Crest-El Cajon,1545.2,1054.2,7/24/2020
Jamul,206.0,1051.5,7/24/2020
Kearny Mesa,952.2,557.6,7/24/2020
La Mesa,420.6,664.0,7/24/2020
Laguna-Pine Valley,14.4,253.0,7/24/2020
Lakeside,355.1,596.1,7/24/2020
Lemon Grove,340.8,1106.8,7/24/2020
Mid-City,1700.8,994.0,7/24/2020
Miramar,32.5,472.4,7/24/2020
Mountain Empire,58.7,714.8,7/24/2020
National City,1049.5,1700.0,7/24/2020
North Central Region,3081.0,463.0,7/24/2020
North Coastal Region,2504.0,445.3,7/24/2020
North County,5519.0,471.8,7/24/2020
North Inland Region,3015.0,496.2,7/24/2020
North San Diego,384.8,318.2,7/24/2020
Oceanside,875.9,517.0,7/24/2020
Palomar-Julian,15.3,199.5,7/24/2020
Pauma,64.5,792.2,7/24/2020
Pendleton,57.0,130.7,7/24/2020
Peninsula,353.8,505.8,7/24/2020
Poway,297.6,329.8,7/24/2020
Ramona,150.7,428.4,7/24/2020
San Diego County,26701.0,800.0,7/24/2020
San Dieguito,371.0,365.1,7/24/2020
San Marcos,580.1,574.5,7/24/2020
Santee,248.7,458.0,7/24/2020
South Bay,2764.4,2054.6,7/24/2020
South Region,7558.0,1514.9,7/24/2020
Southeastern San Diego,2238.2,1537.5,7/24/2020
Spring Valley,965.9,1149.4,7/24/2020
Supervisorial District 1,9501.6,1513.1,7/24/2020
Supervisorial District 2,4973.8,759.9,7/24/2020
Supervisorial District 3,2837.6,423.8,7/24/2020
Supervisorial District 4,5462.3,769.0,7/24/2020
Supervisorial District 5,3281.7,486.1,7/24/2020
Sweetwater,1687.6,1126.1,7/24/2020
Unincorporated,3477.8,677.8,7/24/2020
University,174.2,240.3,7/24/2020
Valley Center,118.0,518.1,7/24/2020
Vista,658.5,609.3,7/24/2020
