Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,83.4,516.2,8/23/2020
Anza-Borrego Springs,18.1,346.6,8/23/2020
Carlsbad,660.1,521.9,8/23/2020
Central Region,7729.0,1500.4,8/23/2020
Central San Diego,2510.9,1190.6,8/23/2020
Chula Vista,2466.6,1988.2,8/23/2020
City of Carlsbad,581.1,504.2,8/23/2020
City of Chula Vista,4655.3,1715.0,8/23/2020
City of Coronado,158.0,652.9,8/23/2020
City of Del Mar,19.7,445.6,8/23/2020
City of El Cajon,1608.0,1520.4,8/23/2020
City of Encinitas,302.5,477.3,8/23/2020
City of Escondido,1554.4,1017.6,8/23/2020
City of Imperial Beach,460.0,1675.9,8/23/2020
City of La Mesa,546.2,898.4,8/23/2020
City of Lemon Grove,391.0,1437.1,8/23/2020
City of National City,1380.8,2219.1,8/23/2020
City of Oceanside,1346.2,756.4,8/23/2020
City of Poway,223.5,444.1,8/23/2020
City of San Diego,15624.4,1099.9,8/23/2020
City of San Marcos,791.8,806.4,8/23/2020
City of Santee,373.5,639.7,8/23/2020
City of Solana Beach,47.3,339.3,8/23/2020
City of Vista,889.6,872.5,8/23/2020
Coastal,707.0,812.9,8/23/2020
Coronado,158.0,652.9,8/23/2020
Del Mar-Mira Mesa,839.3,490.8,8/23/2020
East Region,5803.0,1187.3,8/23/2020
El Cajon,1964.0,1484.2,8/23/2020
Elliott-Navajo,531.7,555.1,8/23/2020
Escondido,1718.8,980.6,8/23/2020
Fallbrook,418.6,844.5,8/23/2020
Harbison Crest,191.9,1266.8,8/23/2020
Harbison Crest-El Cajon,2156.0,1461.9,8/23/2020
Jamul,265.7,1401.7,8/23/2020
Kearny Mesa,1317.4,770.4,8/23/2020
La Mesa,564.4,896.9,8/23/2020
Laguna-Pine Valley,19.2,336.5,8/23/2020
Lakeside,539.6,896.8,8/23/2020
Lemon Grove,467.7,1509.5,8/23/2020
Mid-City,2349.8,1392.8,8/23/2020
Miramar,45.8,623.5,8/23/2020
Mountain Empire,83.0,1009.2,8/23/2020
National City,1376.6,2230.2,8/23/2020
North Central Region,4091.0,611.5,8/23/2020
North Coastal Region,3544.0,632.1,8/23/2020
North County,8012.0,681.1,8/23/2020
North Inland Region,4468.0,725.6,8/23/2020
North San Diego,498.0,408.4,8/23/2020
Oceanside,1321.2,779.5,8/23/2020
Palomar-Julian,32.5,415.4,8/23/2020
Pauma,113.8,1348.4,8/23/2020
Pendleton,69.0,167.1,8/23/2020
Peninsula,451.6,636.9,8/23/2020
Poway,385.9,426.1,8/23/2020
Ramona,252.6,704.9,8/23/2020
San Diego County,36727.0,1095.7,8/23/2020
San Dieguito,472.4,464.6,8/23/2020
San Marcos,867.7,839.6,8/23/2020
Santee,363.0,654.0,8/23/2020
South Bay,3836.8,2907.0,8/23/2020
South Region,10285.0,2046.6,8/23/2020
Southeastern San Diego,2994.6,2088.3,8/23/2020
Spring Valley,1311.3,1549.5,8/23/2020
Supervisorial District 1,12839.8,2042.8,8/23/2020
Supervisorial District 2,6912.9,1050.4,8/23/2020
Supervisorial District 3,3939.5,584.4,8/23/2020
Supervisorial District 4,7398.2,1037.6,8/23/2020
Supervisorial District 5,4829.6,712.3,8/23/2020
Sweetwater,2286.7,1493.6,8/23/2020
Unincorporated,4966.9,963.2,8/23/2020
University,229.4,316.1,8/23/2020
Valley Center,175.3,755.6,8/23/2020
Vista,960.6,895.6,8/23/2020
