Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,28.4,176.8,7/2/2020
Anza-Borrego Springs,12.4,242.4,7/2/2020
Carlsbad,230.4,183.7,7/2/2020
Central Region,3530.0,681.7,7/2/2020
Central San Diego,1167.1,558.0,7/2/2020
Chula Vista,1172.1,952.2,7/2/2020
City of Carlsbad,201.6,175.9,7/2/2020
City of Chula Vista,2129.4,796.0,7/2/2020
City of Coronado,53.0,244.4,7/2/2020
City of Del Mar,11.3,261.1,7/2/2020
City of El Cajon,691.4,655.0,7/2/2020
City of Encinitas,136.9,216.8,7/2/2020
City of Escondido,567.3,374.5,7/2/2020
City of Imperial Beach,218.0,774.1,7/2/2020
City of La Mesa,229.8,375.1,7/2/2020
City of Lemon Grove,167.0,622.3,7/2/2020
City of National City,688.5,1105.9,7/2/2020
City of Oceanside,470.8,265.4,7/2/2020
City of Poway,92.8,184.8,7/2/2020
City of San Diego,6992.9,492.5,7/2/2020
City of San Marcos,269.1,281.0,7/2/2020
City of Santee,140.2,245.9,7/2/2020
City of Solana Beach,24.4,175.2,7/2/2020
City of Vista,329.0,318.2,7/2/2020
Coastal,292.2,340.0,7/2/2020
Coronado,53.0,244.4,7/2/2020
Del Mar-Mira Mesa,368.6,215.7,7/2/2020
East Region,2392.0,492.7,7/2/2020
El Cajon,838.2,637.8,7/2/2020
Elliott-Navajo,221.9,234.6,7/2/2020
Escondido,627.8,362.3,7/2/2020
Fallbrook,130.6,268.7,7/2/2020
Harbison Crest,82.5,544.5,7/2/2020
Harbison Crest-El Cajon,920.7,628.2,7/2/2020
Jamul,121.7,621.0,7/2/2020
Kearny Mesa,525.9,308.0,7/2/2020
La Mesa,237.8,375.5,7/2/2020
Laguna-Pine Valley,5.5,97.5,7/2/2020
Lakeside,208.2,349.4,7/2/2020
Lemon Grove,201.1,652.9,7/2/2020
Mid-City,1028.0,600.8,7/2/2020
Miramar,17.5,255.1,7/2/2020
Mountain Empire,40.9,497.3,7/2/2020
National City,686.8,1112.5,7/2/2020
North Central Region,1685.0,253.2,7/2/2020
North Coastal Region,1298.0,230.9,7/2/2020
North County,2921.0,249.7,7/2/2020
North Inland Region,1623.0,267.1,7/2/2020
North San Diego,231.9,191.8,7/2/2020
Oceanside,461.7,272.5,7/2/2020
Palomar-Julian,8.5,110.3,7/2/2020
Pauma,19.4,237.7,7/2/2020
Pendleton,6.0,13.8,7/2/2020
Peninsula,188.6,269.7,7/2/2020
Poway,163.0,180.6,7/2/2020
Ramona,80.5,228.8,7/2/2020
San Diego County,15696.0,470.3,7/2/2020
San Dieguito,214.4,211.0,7/2/2020
San Marcos,295.4,292.6,7/2/2020
Santee,136.8,252.0,7/2/2020
South Bay,1793.1,1332.7,7/2/2020
South Region,4782.0,958.5,7/2/2020
Southeastern San Diego,1386.2,952.2,7/2/2020
Spring Valley,523.8,623.3,7/2/2020
Supervisorial District 1,5991.4,954.1,7/2/2020
Supervisorial District 2,2836.1,433.3,7/2/2020
Supervisorial District 3,1613.0,240.9,7/2/2020
Supervisorial District 4,3221.9,453.6,7/2/2020
Supervisorial District 5,1647.5,244.0,7/2/2020
Sweetwater,1000.4,667.5,7/2/2020
Unincorporated,1896.8,369.7,7/2/2020
University,96.5,133.1,7/2/2020
Valley Center,55.9,245.6,7/2/2020
Vista,349.2,323.1,7/2/2020
