Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,106.0,656.0,9/25/2020
Anza-Borrego Springs,18.2,348.4,9/25/2020
Carlsbad,822.0,649.9,9/25/2020
Central Region,10323.0,2003.9,9/25/2020
Central San Diego,3388.3,1606.6,9/25/2020
Chula Vista,3114.3,2510.3,9/25/2020
City of Carlsbad,706.8,613.3,9/25/2020
City of Chula Vista,5852.1,2155.9,9/25/2020
City of Coronado,181.0,748.0,9/25/2020
City of Del Mar,24.7,558.8,9/25/2020
City of El Cajon,1853.7,1752.7,9/25/2020
City of Encinitas,369.7,583.5,9/25/2020
City of Escondido,2033.8,1331.4,9/25/2020
City of Imperial Beach,578.0,2105.8,9/25/2020
City of La Mesa,665.0,1093.9,9/25/2020
City of Lemon Grove,466.0,1712.7,9/25/2020
City of National City,1623.0,2608.4,9/25/2020
City of Oceanside,1854.9,1042.2,9/25/2020
City of Poway,304.3,604.7,9/25/2020
City of San Diego,20077.0,1413.4,9/25/2020
City of San Marcos,1046.4,1065.6,9/25/2020
City of Santee,457.9,784.3,9/25/2020
City of Solana Beach,58.4,418.9,9/25/2020
City of Vista,1146.4,1124.3,9/25/2020
Coastal,884.5,1016.9,9/25/2020
Coronado,181.0,748.0,9/25/2020
Del Mar-Mira Mesa,1018.7,595.8,9/25/2020
East Region,6886.0,1408.9,9/25/2020
El Cajon,2269.5,1715.1,9/25/2020
Elliott-Navajo,712.4,743.8,9/25/2020
Escondido,2254.3,1286.1,9/25/2020
Fallbrook,537.3,1083.7,9/25/2020
Harbison Crest,225.3,1486.7,9/25/2020
Harbison Crest-El Cajon,2494.8,1691.6,9/25/2020
Jamul,329.7,1739.7,9/25/2020
Kearny Mesa,1578.4,923.0,9/25/2020
La Mesa,689.0,1094.8,9/25/2020
Laguna-Pine Valley,21.5,375.7,9/25/2020
Lakeside,653.9,1086.7,9/25/2020
Lemon Grove,555.0,1791.3,9/25/2020
Mid-City,3584.2,2124.4,9/25/2020
Miramar,54.8,746.7,9/25/2020
Mountain Empire,107.4,1305.2,9/25/2020
National City,1617.5,2620.5,9/25/2020
North Central Region,5075.0,758.6,9/25/2020
North Coastal Region,4614.0,823.0,9/25/2020
North County,10439.0,887.4,9/25/2020
North Inland Region,5825.0,946.0,9/25/2020
North San Diego,638.2,523.4,9/25/2020
Oceanside,1808.1,1066.9,9/25/2020
Palomar-Julian,40.2,513.6,9/25/2020
Pauma,138.3,1639.2,9/25/2020
Pendleton,93.0,225.3,9/25/2020
Peninsula,560.8,790.8,9/25/2020
Poway,528.5,583.7,9/25/2020
Ramona,326.9,912.1,9/25/2020
San Diego County,46331.0,1382.3,9/25/2020
San Dieguito,578.7,569.2,9/25/2020
San Marcos,1141.6,1104.6,9/25/2020
Santee,444.5,800.8,9/25/2020
South Bay,4684.8,3549.6,9/25/2020
South Region,12658.0,2518.8,9/25/2020
Southeastern San Diego,3513.7,2450.3,9/25/2020
Spring Valley,1552.0,1834.0,9/25/2020
Supervisorial District 1,15665.7,2492.4,9/25/2020
Supervisorial District 2,8662.5,1316.3,9/25/2020
Supervisorial District 3,5004.9,742.5,9/25/2020
Supervisorial District 4,9733.7,1365.2,9/25/2020
Supervisorial District 5,6314.3,931.2,9/25/2020
Sweetwater,2852.5,1863.2,9/25/2020
Unincorporated,6081.9,1179.5,9/25/2020
University,285.5,393.4,9/25/2020
Valley Center,231.3,996.9,9/25/2020
Vista,1239.2,1155.2,9/25/2020
