Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,142.6,882.7,11/4/2020
Anza-Borrego Springs,22.9,437.6,11/4/2020
Carlsbad,1075.9,850.7,11/4/2020
Central Region,12444.0,2415.6,11/4/2020
Central San Diego,4235.4,2008.3,11/4/2020
Chula Vista,3928.3,3166.5,11/4/2020
City of Carlsbad,919.8,798.0,11/4/2020
City of Chula Vista,7410.0,2729.8,11/4/2020
City of Coronado,226.0,933.9,11/4/2020
City of Del Mar,33.8,763.9,11/4/2020
City of El Cajon,2408.7,2277.5,11/4/2020
City of Encinitas,524.7,828.1,11/4/2020
City of Escondido,2619.4,1714.8,11/4/2020
City of Imperial Beach,721.0,2626.8,11/4/2020
City of La Mesa,801.4,1318.4,11/4/2020
City of Lemon Grove,562.0,2065.6,11/4/2020
City of National City,1962.2,3153.6,11/4/2020
City of Oceanside,2447.6,1375.3,11/4/2020
City of Poway,401.0,797.0,11/4/2020
City of San Diego,25022.4,1761.5,11/4/2020
City of San Marcos,1329.5,1354.0,11/4/2020
City of Santee,636.7,1090.6,11/4/2020
City of Solana Beach,87.4,626.8,11/4/2020
City of Vista,1530.5,1501.0,11/4/2020
Coastal,1183.9,1361.1,11/4/2020
Coronado,226.0,933.9,11/4/2020
Del Mar-Mira Mesa,1312.9,767.8,11/4/2020
East Region,8870.0,1814.9,11/4/2020
El Cajon,2957.2,2234.7,11/4/2020
Elliott-Navajo,933.8,975.1,11/4/2020
Escondido,2908.4,1659.2,11/4/2020
Fallbrook,662.0,1335.4,11/4/2020
Harbison Crest,295.5,1950.6,11/4/2020
Harbison Crest-El Cajon,3252.7,2205.5,11/4/2020
Jamul,421.7,2225.2,11/4/2020
Kearny Mesa,2073.1,1212.3,11/4/2020
La Mesa,831.2,1320.9,11/4/2020
Laguna-Pine Valley,32.1,561.0,11/4/2020
Lakeside,855.7,1422.1,11/4/2020
Lemon Grove,670.0,2162.3,11/4/2020
Mid-City,4202.1,2490.6,11/4/2020
Miramar,66.1,901.3,11/4/2020
Mountain Empire,180.6,2195.2,11/4/2020
National City,1954.5,3166.5,11/4/2020
North Central Region,6672.0,997.4,11/4/2020
North Coastal Region,6147.0,1096.4,11/4/2020
North County,13615.0,1157.3,11/4/2020
North Inland Region,7468.0,1212.8,11/4/2020
North San Diego,814.1,667.6,11/4/2020
Oceanside,2386.0,1407.9,11/4/2020
Palomar-Julian,55.9,714.5,11/4/2020
Pauma,158.3,1875.4,11/4/2020
Pendleton,117.0,283.4,11/4/2020
Peninsula,752.8,1061.6,11/4/2020
Poway,688.1,759.9,11/4/2020
Ramona,455.2,1269.9,11/4/2020
San Diego County,58636.0,1749.4,11/4/2020
San Dieguito,814.9,801.5,11/4/2020
San Marcos,1452.0,1405.0,11/4/2020
Santee,615.3,1108.5,11/4/2020
South Bay,5876.3,4452.4,11/4/2020
South Region,15887.0,3161.4,11/4/2020
Southeastern San Diego,4223.7,2945.4,11/4/2020
Spring Valley,1952.5,2307.1,11/4/2020
Supervisorial District 1,19487.5,3100.4,11/4/2020
Supervisorial District 2,11113.9,1688.8,11/4/2020
Supervisorial District 3,6506.2,965.2,11/4/2020
Supervisorial District 4,12193.9,1710.2,11/4/2020
Supervisorial District 5,8186.5,1207.4,11/4/2020
Sweetwater,3629.8,2370.9,11/4/2020
Unincorporated,7843.8,1521.2,11/4/2020
University,385.2,530.9,11/4/2020
Valley Center,292.4,1260.2,11/4/2020
Vista,1646.5,1535.0,11/4/2020
