Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,,,5/9/2020
Anza-Borrego Springs,,,5/9/2020
Carlsbad,66.22,52.798,5/9/2020
Central Region,1020,196.991,5/9/2020
Central San Diego,375.1,179.328,5/9/2020
Chula Vista,368.1,299.031,5/9/2020
City of Carlsbad,62,54.091,5/9/2020
City of Chula Vista,697.25,260.65,5/9/2020
City of Coronado,12,55.343,5/9/2020
City of Del Mar,5.02,116.06,5/9/2020
City of El Cajon,247.3,234.284,5/9/2020
City of Encinitas,36.2,57.318,5/9/2020
City of Escondido,151.2,99.818,5/9/2020
City of Imperial Beach,39,138.48,5/9/2020
City of La Mesa,81.36,132.812,5/9/2020
City of Lemon Grove,50,186.331,5/9/2020
City of National City,217.61,349.539,5/9/2020
City of Oceanside,119.11,67.159,5/9/2020
City of Poway,33.93,67.574,5/9/2020
City of San Diego,2311.31,162.786,5/9/2020
City of San Marcos,42.51,44.385,5/9/2020
City of Santee,41.42,72.681,5/9/2020
City of Solana Beach,7.08,50.767,5/9/2020
City of Vista,73.71,71.3,5/9/2020
Coastal,66.17,76.99,5/9/2020
Coronado,12,55.343,5/9/2020
Del Mar-Mira Mesa,136.43,79.842,5/9/2020
East Region,784,161.481,5/9/2020
El Cajon,299.24,227.7,5/9/2020
Elliott-Navajo,79.97,84.552,5/9/2020
Escondido,167.53,96.689,5/9/2020
Fallbrook,18.73,38.558,5/9/2020
Harbison Crest,29.5,194.728,5/9/2020
Harbison Crest-El Cajon,328.74,224.292,5/9/2020
Jamul,35.89,183.198,5/9/2020
Kearny Mesa,175.35,102.688,5/9/2020
La Mesa,82.87,130.835,5/9/2020
Laguna-Pine Valley,,,5/9/2020
Lakeside,75,125.882,5/9/2020
Lemon Grove,60.04,194.953,5/9/2020
Mid-City,287.85,168.221,5/9/2020
Miramar,7.31,106.353,5/9/2020
Mountain Empire,9.15,111.34,5/9/2020
National City,216.78,351.149,5/9/2020
North Central Region,559,84.013,5/9/2020
North Coastal Region,344,61.181,5/9/2020
North County,791,67.614,5/9/2020
North Inland Region,447,73.567,5/9/2020
North San Diego,110.11,91.06,5/9/2020
Oceanside,117.37,69.286,5/9/2020
Palomar-Julian,,,5/9/2020
Pauma,,,5/9/2020
Pendleton,,,5/9/2020
Peninsula,74.46,106.469,5/9/2020
Poway,57.37,63.576,5/9/2020
Ramona,19.1,54.309,5/9/2020
San Diego County,4926,147.597,5/9/2020
San Dieguito,63.08,62.07,5/9/2020
San Marcos,49.04,48.568,5/9/2020
Santee,41.1,75.707,5/9/2020
South Bay,678.27,504.107,5/9/2020
South Region,1655,331.724,5/9/2020
Southeastern San Diego,378.23,259.815,5/9/2020
Spring Valley,159.01,189.219,5/9/2020
Supervisorial District 1,1959.11,311.986,5/9/2020
Supervisorial District 2,918.68,140.352,5/9/2020
Supervisorial District 3,537.75,80.321,5/9/2020
Supervisorial District 4,1010.52,142.266,5/9/2020
Supervisorial District 5,382.94,56.719,5/9/2020
Sweetwater,347.69,231.997,5/9/2020
Unincorporated,580.99,113.226,5/9/2020
University,34.94,48.193,5/9/2020
Valley Center,13.34,58.603,5/9/2020
Vista,77.78,71.97,5/9/2020
