Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,44.9,279.2,7/15/2020
Anza-Borrego Springs,15.4,301.1,7/15/2020
Carlsbad,393.8,314.0,7/15/2020
Central Region,4732.0,913.9,7/15/2020
Central San Diego,1573.4,752.2,7/15/2020
Chula Vista,1497.3,1216.4,7/15/2020
City of Carlsbad,350.3,305.6,7/15/2020
City of Chula Vista,2815.1,1052.4,7/15/2020
City of Coronado,96.0,442.7,7/15/2020
City of Del Mar,16.0,369.9,7/15/2020
City of El Cajon,936.3,887.0,7/15/2020
City of Encinitas,200.1,316.9,7/15/2020
City of Escondido,819.9,541.3,7/15/2020
City of Imperial Beach,279.0,990.7,7/15/2020
City of La Mesa,322.9,527.1,7/15/2020
City of Lemon Grove,235.0,875.8,7/15/2020
City of National City,908.5,1459.3,7/15/2020
City of Oceanside,731.2,412.2,7/15/2020
City of Poway,143.7,286.2,7/15/2020
City of San Diego,9539.2,671.8,7/15/2020
City of San Marcos,445.5,465.2,7/15/2020
City of Santee,198.5,348.3,7/15/2020
City of Solana Beach,36.4,261.3,7/15/2020
City of Vista,496.6,480.4,7/15/2020
Coastal,455.2,529.7,7/15/2020
Coronado,96.0,442.7,7/15/2020
Del Mar-Mira Mesa,530.1,310.3,7/15/2020
East Region,3363.0,692.7,7/15/2020
El Cajon,1138.2,866.1,7/15/2020
Elliott-Navajo,333.0,352.0,7/15/2020
Escondido,908.2,524.2,7/15/2020
Fallbrook,203.7,419.2,7/15/2020
Harbison Crest,111.1,733.2,7/15/2020
Harbison Crest-El Cajon,1249.3,852.4,7/15/2020
Jamul,168.5,860.1,7/15/2020
Kearny Mesa,792.2,463.9,7/15/2020
La Mesa,333.9,527.2,7/15/2020
Laguna-Pine Valley,12.0,211.2,7/15/2020
Lakeside,284.4,477.4,7/15/2020
Lemon Grove,281.5,914.0,7/15/2020
Mid-City,1392.7,813.9,7/15/2020
Miramar,24.2,351.6,7/15/2020
Mountain Empire,51.1,622.3,7/15/2020
National City,905.6,1466.9,7/15/2020
North Central Region,2528.0,379.9,7/15/2020
North Coastal Region,2020.0,359.3,7/15/2020
North County,4450.0,380.4,7/15/2020
North Inland Region,2430.0,399.9,7/15/2020
North San Diego,316.2,261.5,7/15/2020
Oceanside,715.4,422.3,7/15/2020
Palomar-Julian,12.5,162.9,7/15/2020
Pauma,45.2,554.9,7/15/2020
Pendleton,10.0,22.9,7/15/2020
Peninsula,281.8,403.0,7/15/2020
Poway,238.7,264.5,7/15/2020
Ramona,122.9,349.5,7/15/2020
San Diego County,21855.0,654.8,7/15/2020
San Dieguito,317.7,312.7,7/15/2020
San Marcos,484.8,480.1,7/15/2020
Santee,193.5,356.3,7/15/2020
South Bay,2290.8,1702.6,7/15/2020
South Region,6269.0,1256.5,7/15/2020
Southeastern San Diego,1842.1,1265.4,7/15/2020
Spring Valley,778.9,926.9,7/15/2020
Supervisorial District 1,7882.4,1255.3,7/15/2020
Supervisorial District 2,4006.4,612.1,7/15/2020
Supervisorial District 3,2323.6,347.1,7/15/2020
Supervisorial District 4,4506.4,634.4,7/15/2020
Supervisorial District 5,2623.2,388.5,7/15/2020
Sweetwater,1379.6,920.5,7/15/2020
Unincorporated,2771.8,540.2,7/15/2020
University,145.2,200.3,7/15/2020
Valley Center,86.9,381.5,7/15/2020
Vista,533.2,493.3,7/15/2020
