Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,9.26,57.615,5/23/2020
Anza-Borrego Springs,,,5/23/2020
Carlsbad,80.63,64.285,5/23/2020
Central Region,1433,276.753,5/23/2020
Central San Diego,507.84,242.784,5/23/2020
Chula Vista,545.18,442.893,5/23/2020
City of Carlsbad,74.2,64.735,5/23/2020
City of Chula Vista,989.22,369.798,5/23/2020
City of Coronado,18,83.014,5/23/2020
City of Del Mar,5.33,123.314,5/23/2020
City of El Cajon,362.75,343.658,5/23/2020
City of Encinitas,43.64,69.098,5/23/2020
City of Escondido,202.1,133.419,5/23/2020
City of Imperial Beach,66,234.35,5/23/2020
City of La Mesa,108.44,177.005,5/23/2020
City of Lemon Grove,67,249.683,5/23/2020
City of National City,330.92,531.537,5/23/2020
City of Oceanside,150.16,84.663,5/23/2020
City of Poway,36.92,73.537,5/23/2020
City of San Diego,3092.54,217.808,5/23/2020
City of San Marcos,83.68,87.379,5/23/2020
City of Santee,52.58,92.248,5/23/2020
City of Solana Beach,7.14,51.251,5/23/2020
City of Vista,102.55,99.2,5/23/2020
Coastal,74.41,86.582,5/23/2020
Coronado,18,83.014,5/23/2020
Del Mar-Mira Mesa,158.46,92.733,5/23/2020
East Region,1092,224.92,5/23/2020
El Cajon,432.58,329.163,5/23/2020
Elliott-Navajo,94.69,100.106,5/23/2020
Escondido,225.55,130.173,5/23/2020
Fallbrook,26.06,53.649,5/23/2020
Harbison Crest,39.52,260.869,5/23/2020
Harbison Crest-El Cajon,472.1,322.105,5/23/2020
Jamul,50.17,256.049,5/23/2020
Kearny Mesa,229.35,134.31,5/23/2020
La Mesa,111.03,175.298,5/23/2020
Laguna-Pine Valley,,,5/23/2020
Lakeside,99.7,167.337,5/23/2020
Lemon Grove,81.75,265.48,5/23/2020
Mid-City,398.29,232.768,5/23/2020
Miramar,8.75,127.283,5/23/2020
Mountain Empire,13.6,165.475,5/23/2020
National City,330.08,534.675,5/23/2020
North Central Region,674,101.296,5/23/2020
North Coastal Region,430,76.476,5/23/2020
North County,1020,87.189,5/23/2020
North Inland Region,590,97.102,5/23/2020
North San Diego,123.2,101.885,5/23/2020
Oceanside,149.27,88.114,5/23/2020
Palomar-Julian,,,5/23/2020
Pauma,5.32,65.33,5/23/2020
Pendleton,,,5/23/2020
Peninsula,86.35,123.473,5/23/2020
Poway,62.42,69.167,5/23/2020
Ramona,30.9,87.861,5/23/2020
San Diego County,6701,200.782,5/23/2020
San Dieguito,73.06,71.889,5/23/2020
San Marcos,91.72,90.841,5/23/2020
Santee,52.8,97.257,5/23/2020
South Bay,955.82,710.388,5/23/2020
South Region,2358,472.632,5/23/2020
Southeastern San Diego,552.59,379.594,5/23/2020
Spring Valley,217.62,258.964,5/23/2020
Supervisorial District 1,2811.36,447.705,5/23/2020
Supervisorial District 2,1264.92,193.249,5/23/2020
Supervisorial District 3,648.03,96.793,5/23/2020
Supervisorial District 4,1333.15,187.687,5/23/2020
Supervisorial District 5,519.54,76.952,5/23/2020
Sweetwater,468.04,312.299,5/23/2020
Unincorporated,783.83,152.756,5/23/2020
University,38.1,52.557,5/23/2020
Valley Center,16.5,72.485,5/23/2020
Vista,107.87,99.805,5/23/2020
