Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,29.4,182.5,7/3/2020
Anza-Borrego Springs,12.4,242.4,7/3/2020
Carlsbad,252.1,201.0,7/3/2020
Central Region,3626.0,700.3,7/3/2020
Central San Diego,1202.0,574.7,7/3/2020
Chula Vista,1186.8,964.1,7/3/2020
City of Carlsbad,220.8,192.6,7/3/2020
City of Chula Vista,2165.7,809.6,7/3/2020
City of Coronado,53.0,244.4,7/3/2020
City of Del Mar,11.9,275.6,7/3/2020
City of El Cajon,698.6,661.8,7/3/2020
City of Encinitas,143.4,227.0,7/3/2020
City of Escondido,593.0,391.5,7/3/2020
City of Imperial Beach,223.0,791.8,7/3/2020
City of La Mesa,233.4,381.0,7/3/2020
City of Lemon Grove,169.0,629.8,7/3/2020
City of National City,707.8,1136.9,7/3/2020
City of Oceanside,504.9,284.6,7/3/2020
City of Poway,95.8,190.8,7/3/2020
City of San Diego,7184.0,506.0,7/3/2020
City of San Marcos,285.2,297.8,7/3/2020
City of Santee,145.2,254.7,7/3/2020
City of Solana Beach,26.5,190.5,7/3/2020
City of Vista,348.2,336.8,7/3/2020
Coastal,313.7,365.0,7/3/2020
Coronado,53.0,244.4,7/3/2020
Del Mar-Mira Mesa,382.2,223.7,7/3/2020
East Region,2446.0,503.8,7/3/2020
El Cajon,848.5,645.7,7/3/2020
Elliott-Navajo,231.0,244.3,7/3/2020
Escondido,657.6,379.5,7/3/2020
Fallbrook,148.0,304.7,7/3/2020
Harbison Crest,84.2,555.7,7/3/2020
Harbison Crest-El Cajon,932.7,636.4,7/3/2020
Jamul,125.2,639.3,7/3/2020
Kearny Mesa,539.0,315.6,7/3/2020
La Mesa,241.5,381.3,7/3/2020
Laguna-Pine Valley,5.6,98.3,7/3/2020
Lakeside,213.8,358.8,7/3/2020
Lemon Grove,204.2,663.0,7/3/2020
Mid-City,1060.0,619.5,7/3/2020
Miramar,18.1,263.2,7/3/2020
Mountain Empire,40.9,497.3,7/3/2020
National City,705.9,1143.5,7/3/2020
North Central Region,1750.0,263.0,7/3/2020
North Coastal Region,1387.0,246.7,7/3/2020
North County,3095.0,264.6,7/3/2020
North Inland Region,1708.0,281.1,7/3/2020
North San Diego,238.2,196.9,7/3/2020
Oceanside,494.4,291.9,7/3/2020
Palomar-Julian,8.5,110.4,7/3/2020
Pauma,21.6,264.9,7/3/2020
Pendleton,6.0,13.8,7/3/2020
Peninsula,191.5,273.8,7/3/2020
Poway,167.5,185.7,7/3/2020
Ramona,85.4,242.8,7/3/2020
San Diego County,16164.0,484.3,7/3/2020
San Dieguito,225.5,221.9,7/3/2020
San Marcos,312.2,309.2,7/3/2020
Santee,141.6,260.7,7/3/2020
South Bay,1823.4,1355.2,7/3/2020
South Region,4872.0,976.5,7/3/2020
Southeastern San Diego,1418.2,974.2,7/3/2020
Spring Valley,543.5,646.8,7/3/2020
Supervisorial District 1,6106.4,972.4,7/3/2020
Supervisorial District 2,2908.2,444.3,7/3/2020
Supervisorial District 3,1680.6,251.0,7/3/2020
Supervisorial District 4,3325.4,468.2,7/3/2020
Supervisorial District 5,1768.3,261.9,7/3/2020
Sweetwater,1024.2,683.4,7/3/2020
Unincorporated,1979.6,385.8,7/3/2020
University,102.0,140.6,7/3/2020
Valley Center,58.6,257.4,7/3/2020
Vista,371.5,343.8,7/3/2020
