Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,16.5,102.8,6/21/2020
Anza-Borrego Springs,9.2,179.9,6/21/2020
Carlsbad,138.2,110.2,6/21/2020
Central Region,2475.0,478.0,6/21/2020
Central San Diego,833.1,398.3,6/21/2020
Chula Vista,913.3,742.0,6/21/2020
City of Carlsbad,117.3,102.3,6/21/2020
City of Chula Vista,1611.6,602.4,6/21/2020
City of Coronado,31.0,143.0,6/21/2020
City of Del Mar,8.2,188.6,6/21/2020
City of El Cajon,525.6,498.0,6/21/2020
City of Encinitas,85.6,135.5,6/21/2020
City of Escondido,392.7,259.2,6/21/2020
City of Imperial Beach,167.0,593.0,6/21/2020
City of La Mesa,167.0,272.7,6/21/2020
City of Lemon Grove,117.0,436.0,6/21/2020
City of National City,536.8,862.2,6/21/2020
City of Oceanside,302.4,170.5,6/21/2020
City of Poway,64.9,129.2,6/21/2020
City of San Diego,4997.1,351.9,6/21/2020
City of San Marcos,152.5,159.3,6/21/2020
City of Santee,95.9,168.2,6/21/2020
City of Solana Beach,17.7,127.3,6/21/2020
City of Vista,200.3,193.8,6/21/2020
Coastal,149.3,173.7,6/21/2020
Coronado,31.0,143.0,6/21/2020
Del Mar-Mira Mesa,246.5,144.3,6/21/2020
East Region,1743.0,359.0,6/21/2020
El Cajon,630.0,479.3,6/21/2020
Elliott-Navajo,151.5,160.2,6/21/2020
Escondido,430.9,248.7,6/21/2020
Fallbrook,65.8,135.4,6/21/2020
Harbison Crest,59.6,393.4,6/21/2020
Harbison Crest-El Cajon,689.5,470.5,6/21/2020
Jamul,83.9,428.4,6/21/2020
Kearny Mesa,353.9,207.2,6/21/2020
La Mesa,172.9,272.9,6/21/2020
Laguna-Pine Valley,,,6/21/2020
Lakeside,156.5,262.7,6/21/2020
Lemon Grove,142.6,463.0,6/21/2020
Mid-City,708.5,414.1,6/21/2020
Miramar,12.4,180.1,6/21/2020
Mountain Empire,32.9,400.3,6/21/2020
National City,535.6,867.6,6/21/2020
North Central Region,1072.0,161.1,6/21/2020
North Coastal Region,806.0,143.3,6/21/2020
North County,1875.0,160.3,6/21/2020
North Inland Region,1069.0,175.9,6/21/2020
North San Diego,172.0,142.2,6/21/2020
Oceanside,294.8,174.0,6/21/2020
Palomar-Julian,,,6/21/2020
Pauma,10.0,123.2,6/21/2020
Pendleton,,,6/21/2020
Peninsula,121.7,174.0,6/21/2020
Poway,105.1,116.5,6/21/2020
Ramona,55.8,158.5,6/21/2020
San Diego County,11096.0,332.5,6/21/2020
San Dieguito,135.0,132.8,6/21/2020
San Marcos,172.9,171.2,6/21/2020
Santee,94.6,174.3,6/21/2020
South Bay,1477.7,1098.2,6/21/2020
South Region,3747.0,751.0,6/21/2020
Southeastern San Diego,967.6,664.7,6/21/2020
Spring Valley,377.7,449.4,6/21/2020
Supervisorial District 1,4569.1,727.6,6/21/2020
Supervisorial District 2,2046.7,312.7,6/21/2020
Supervisorial District 3,1100.7,164.4,6/21/2020
Supervisorial District 4,2206.7,310.7,6/21/2020
Supervisorial District 5,988.8,146.5,6/21/2020
Sweetwater,731.8,488.3,6/21/2020
Unincorporated,1321.5,257.5,6/21/2020
University,64.9,89.5,6/21/2020
Valley Center,36.1,158.4,6/21/2020
Vista,209.6,193.9,6/21/2020
