Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,166.00,1027.70,11/12/2020
Anza-Borrego Springs,23.07,441.39,11/12/2020
Carlsbad,1163.83,920.19,11/12/2020
Central Region,13143.00,2551.34,11/12/2020
Central San Diego,4500.05,2133.77,11/12/2020
Chula Vista,4158.45,3351.95,11/12/2020
City of Carlsbad,989.03,858.14,11/12/2020
City of Chula Vista,7865.65,2897.67,11/12/2020
City of Coronado,237.00,979.38,11/12/2020
City of Del Mar,36.63,827.56,11/12/2020
City of El Cajon,2635.86,2492.25,11/12/2020
City of Encinitas,574.20,906.18,11/12/2020
City of Escondido,2800.64,1833.45,11/12/2020
City of Imperial Beach,767.00,2794.37,11/12/2020
City of La Mesa,873.29,1436.54,11/12/2020
City of Lemon Grove,620.00,2278.74,11/12/2020
City of National City,2056.74,3305.47,11/12/2020
City of Oceanside,2646.92,1487.23,11/12/2020
City of Poway,430.97,856.50,11/12/2020
City of San Diego,26645.37,1875.79,11/12/2020
City of San Marcos,1436.05,1462.43,11/12/2020
City of Santee,702.07,1202.49,11/12/2020
City of Solana Beach,98.99,710.07,11/12/2020
City of Vista,1677.92,1645.68,11/12/2020
Coastal,1305.05,1500.40,11/12/2020
Coronado,237.00,979.38,11/12/2020
Del Mar-Mira Mesa,1427.88,835.06,11/12/2020
East Region,9677.00,1979.98,11/12/2020
El Cajon,3232.96,2443.12,11/12/2020
Elliott-Navajo,1019.29,1064.32,11/12/2020
Escondido,3112.10,1775.45,11/12/2020
Fallbrook,717.74,1447.79,11/12/2020
Harbison Crest,321.88,2124.48,11/12/2020
Harbison Crest-El Cajon,3554.84,2410.38,11/12/2020
Jamul,452.39,2386.86,11/12/2020
Kearny Mesa,2253.69,1317.91,11/12/2020
La Mesa,905.31,1438.61,11/12/2020
Laguna-Pine Valley,33.43,584.35,11/12/2020
Lakeside,934.43,1552.88,11/12/2020
Lemon Grove,734.84,2371.59,11/12/2020
Mid-City,4412.06,2615.11,11/12/2020
Miramar,71.94,980.36,11/12/2020
Mountain Empire,201.26,2445.90,11/12/2020
National City,2048.17,3318.27,11/12/2020
North Central Region,7252.00,1084.06,11/12/2020
North Coastal Region,6673.00,1190.26,11/12/2020
North County,14764.00,1255.02,11/12/2020
North Inland Region,8091.00,1313.98,11/12/2020
North San Diego,884.07,725.02,11/12/2020
Oceanside,2577.59,1520.89,11/12/2020
Palomar-Julian,61.70,788.28,11/12/2020
Pauma,167.47,1984.37,11/12/2020
Pendleton,119.00,288.25,11/12/2020
Peninsula,803.34,1132.88,11/12/2020
Poway,739.45,816.61,11/12/2020
Ramona,536.39,1496.47,11/12/2020
San Diego County,62945.00,1877.96,11/12/2020
San Dieguito,892.31,877.67,11/12/2020
San Marcos,1567.59,1516.83,11/12/2020
Santee,678.16,1221.86,11/12/2020
South Bay,6199.85,4697.49,11/12/2020
South Region,16800.00,3343.04,11/12/2020
Southeastern San Diego,4466.27,3114.54,11/12/2020
Spring Valley,2103.45,2485.52,11/12/2020
Supervisorial District 1,20578.73,3274.01,11/12/2020
Supervisorial District 2,12107.09,1839.70,11/12/2020
Supervisorial District 3,7032.40,1043.24,11/12/2020
Supervisorial District 4,13047.52,1829.96,11/12/2020
Supervisorial District 5,8870.26,1308.20,11/12/2020
Sweetwater,3865.33,2524.77,11/12/2020
Unincorporated,8541.68,1656.50,11/12/2020
University,413.52,569.97,11/12/2020
Valley Center,324.84,1399.97,11/12/2020
Vista,1802.84,1680.71,11/12/2020
