Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,182.5,1129.7,11/16/2020
Anza-Borrego Springs,24.2,463.2,11/16/2020
Carlsbad,1240.2,980.6,11/16/2020
Central Region,13925.0,2703.1,11/16/2020
Central San Diego,4762.9,2258.4,11/16/2020
Chula Vista,4417.5,3560.7,11/16/2020
City of Carlsbad,1047.1,908.5,11/16/2020
City of Chula Vista,8375.9,3085.6,11/16/2020
City of Coronado,254.0,1049.6,11/16/2020
City of Del Mar,39.1,884.1,11/16/2020
City of El Cajon,2854.7,2699.2,11/16/2020
City of Encinitas,611.3,964.8,11/16/2020
City of Escondido,2998.4,1962.9,11/16/2020
City of Imperial Beach,825.0,3005.7,11/16/2020
City of La Mesa,919.5,1512.5,11/16/2020
City of Lemon Grove,658.0,2418.4,11/16/2020
City of National City,2146.9,3450.3,11/16/2020
City of Oceanside,2802.1,1574.5,11/16/2020
City of Poway,463.9,921.9,11/16/2020
City of San Diego,28303.2,1992.5,11/16/2020
City of San Marcos,1535.3,1563.5,11/16/2020
City of Santee,766.4,1312.7,11/16/2020
City of Solana Beach,104.5,749.9,11/16/2020
City of Vista,1815.0,1780.2,11/16/2020
Coastal,1391.2,1599.4,11/16/2020
Coronado,254.0,1049.6,11/16/2020
Del Mar-Mira Mesa,1523.6,891.0,11/16/2020
East Region,10459.0,2140.0,11/16/2020
El Cajon,3507.3,2650.4,11/16/2020
Elliott-Navajo,1087.1,1135.1,11/16/2020
Escondido,3344.7,1908.1,11/16/2020
Fallbrook,755.9,1524.7,11/16/2020
Harbison Crest,351.8,2321.9,11/16/2020
Harbison Crest-El Cajon,3859.1,2616.7,11/16/2020
Jamul,501.1,2643.6,11/16/2020
Kearny Mesa,2402.8,1405.1,11/16/2020
La Mesa,953.0,1514.5,11/16/2020
Laguna-Pine Valley,36.2,632.3,11/16/2020
Lakeside,1015.1,1686.9,11/16/2020
Lemon Grove,779.6,2516.0,11/16/2020
Mid-City,4679.5,2773.6,11/16/2020
Miramar,76.7,1045.5,11/16/2020
Mountain Empire,233.5,2837.8,11/16/2020
National City,2137.6,3463.1,11/16/2020
North Central Region,7713.0,1153.0,11/16/2020
North Coastal Region,7109.0,1268.0,11/16/2020
North County,15805.0,1343.5,11/16/2020
North Inland Region,8696.0,1412.2,11/16/2020
North San Diego,946.3,776.0,11/16/2020
Oceanside,2726.8,1608.9,11/16/2020
Palomar-Julian,64.8,827.4,11/16/2020
Pauma,178.7,2117.5,11/16/2020
Pendleton,120.0,290.7,11/16/2020
Peninsula,840.2,1184.8,11/16/2020
Poway,792.4,875.1,11/16/2020
Ramona,612.8,1709.7,11/16/2020
San Diego County,67241.0,2006.1,11/16/2020
San Dieguito,950.9,935.3,11/16/2020
San Marcos,1675.3,1621.0,11/16/2020
Santee,739.8,1332.8,11/16/2020
South Bay,6617.5,5013.9,11/16/2020
South Region,17863.0,3554.6,11/16/2020
Southeastern San Diego,4734.1,3301.3,11/16/2020
Spring Valley,2250.8,2659.7,11/16/2020
Supervisorial District 1,21865.3,3478.7,11/16/2020
Supervisorial District 2,13070.5,1986.1,11/16/2020
Supervisorial District 3,7530.7,1117.2,11/16/2020
Supervisorial District 4,13844.2,1941.7,11/16/2020
Supervisorial District 5,9454.3,1394.3,11/16/2020
Sweetwater,4125.8,2694.9,11/16/2020
Unincorporated,9244.6,1792.8,11/16/2020
University,437.9,603.6,11/16/2020
Valley Center,347.8,1499.1,11/16/2020
Vista,1945.3,1813.5,11/16/2020
