Geography,"Allocated
Case Count (Raw)","COVID-19
Total Rate (Suppressed)",date
Alpine,7.47,46.425,5/18/2020
Anza-Borrego Springs,,,5/18/2020
Carlsbad,77.84,62.062,5/18/2020
Central Region,1276,246.431,5/18/2020
Central San Diego,465.73,222.654,5/18/2020
Chula Vista,486.58,395.281,5/18/2020
City of Carlsbad,72.06,62.865,5/18/2020
City of Chula Vista,882.78,330.008,5/18/2020
City of Coronado,18,83.014,5/18/2020
City of Del Mar,5.33,123.314,5/18/2020
City of El Cajon,326.33,309.151,5/18/2020
City of Encinitas,38.04,60.231,5/18/2020
City of Escondido,177.95,117.475,5/18/2020
City of Imperial Beach,58,205.944,5/18/2020
City of La Mesa,100.13,163.445,5/18/2020
City of Lemon Grove,55,204.964,5/18/2020
City of National City,302.58,486.02,5/18/2020
City of Oceanside,138.15,77.892,5/18/2020
City of Poway,34.92,69.562,5/18/2020
City of San Diego,2781.52,195.903,5/18/2020
City of San Marcos,70.36,73.465,5/18/2020
City of Santee,49.51,86.874,5/18/2020
City of Solana Beach,7.14,51.251,5/18/2020
City of Vista,91.65,88.657,5/18/2020
Coastal,71.43,83.111,5/18/2020
Coronado,18,83.014,5/18/2020
Del Mar-Mira Mesa,148.62,86.978,5/18/2020
East Region,974,200.615,5/18/2020
El Cajon,389.38,296.291,5/18/2020
Elliott-Navajo,88.77,93.847,5/18/2020
Escondido,198.71,114.683,5/18/2020
Fallbrook,25.99,53.506,5/18/2020
Harbison Crest,35.33,233.264,5/18/2020
Harbison Crest-El Cajon,424.72,289.777,5/18/2020
Jamul,43.09,219.948,5/18/2020
Kearny Mesa,206.85,121.132,5/18/2020
La Mesa,102.3,161.513,5/18/2020
Laguna-Pine Valley,,,5/18/2020
Lakeside,87.29,146.502,5/18/2020
Lemon Grove,68.11,221.187,5/18/2020
Mid-City,346.28,202.368,5/18/2020
Miramar,8.03,116.818,5/18/2020
Mountain Empire,14.45,175.822,5/18/2020
National City,301.7,488.698,5/18/2020
North Central Region,626,94.082,5/18/2020
North Coastal Region,397,70.607,5/18/2020
North County,931,79.581,5/18/2020
North Inland Region,534,87.886,5/18/2020
North San Diego,117.13,96.864,5/18/2020
Oceanside,136.8,80.756,5/18/2020
Palomar-Julian,,,5/18/2020
Pauma,5.16,63.375,5/18/2020
Pendleton,,,5/18/2020
Peninsula,81.02,115.845,5/18/2020
Poway,59.89,66.366,5/18/2020
Ramona,26.93,76.565,5/18/2020
San Diego County,6026,180.557,5/18/2020
San Dieguito,66.78,65.709,5/18/2020
San Marcos,77.68,76.935,5/18/2020
Santee,49.39,90.964,5/18/2020
South Bay,843.12,626.63,5/18/2020
South Region,2107,422.322,5/18/2020
Southeastern San Diego,488.21,335.366,5/18/2020
Spring Valley,191.38,227.74,5/18/2020
Supervisorial District 1,2505.79,399.043,5/18/2020
Supervisorial District 2,1129.83,172.61,5/18/2020
Supervisorial District 3,595.62,88.964,5/18/2020
Supervisorial District 4,1207.91,170.055,5/18/2020
Supervisorial District 5,474.86,70.334,5/18/2020
Sweetwater,419.96,280.218,5/18/2020
Unincorporated,704.54,137.304,5/18/2020
University,37.1,51.178,5/18/2020
Valley Center,14.79,64.966,5/18/2020
Vista,96.3,89.107,5/18/2020
