Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,122.5,758.5,10/21/2020
Anza-Borrego Springs,21.7,414.4,10/21/2020
Carlsbad,963.9,762.1,10/21/2020
Central Region,11527.0,2237.6,10/21/2020
Central San Diego,3813.9,1808.4,10/21/2020
Chula Vista,3626.7,2923.3,10/21/2020
City of Carlsbad,827.2,717.7,10/21/2020
City of Chula Vista,6849.1,2523.2,10/21/2020
City of Coronado,214.0,884.3,10/21/2020
City of Del Mar,30.4,686.1,10/21/2020
City of El Cajon,2103.3,1988.7,10/21/2020
City of Encinitas,463.1,730.9,10/21/2020
City of Escondido,2365.1,1548.3,10/21/2020
City of Imperial Beach,677.0,2466.5,10/21/2020
City of La Mesa,747.8,1230.1,10/21/2020
City of Lemon Grove,518.0,1903.9,10/21/2020
City of National City,1840.9,2958.7,10/21/2020
City of Oceanside,2170.3,1219.4,10/21/2020
City of Poway,366.1,727.6,10/21/2020
City of San Diego,22999.5,1619.1,10/21/2020
City of San Marcos,1196.9,1218.9,10/21/2020
City of Santee,577.3,988.8,10/21/2020
City of Solana Beach,73.6,528.2,10/21/2020
City of Vista,1361.6,1335.4,10/21/2020
Coastal,1084.9,1247.3,10/21/2020
Coronado,214.0,884.3,10/21/2020
Del Mar-Mira Mesa,1189.5,695.7,10/21/2020
East Region,7951.0,1626.8,10/21/2020
El Cajon,2584.0,1952.7,10/21/2020
Elliott-Navajo,847.0,884.4,10/21/2020
Escondido,2621.1,1495.4,10/21/2020
Fallbrook,607.9,1226.3,10/21/2020
Harbison Crest,259.8,1714.7,10/21/2020
Harbison Crest-El Cajon,2843.8,1928.3,10/21/2020
Jamul,384.3,2027.6,10/21/2020
Kearny Mesa,1879.7,1099.2,10/21/2020
La Mesa,775.1,1231.7,10/21/2020
Laguna-Pine Valley,22.5,394.1,10/21/2020
Lakeside,763.5,1268.8,10/21/2020
Lemon Grove,618.5,1996.0,10/21/2020
Mid-City,3975.6,2356.4,10/21/2020
Miramar,61.2,833.9,10/21/2020
Mountain Empire,139.0,1688.7,10/21/2020
National City,1834.0,2971.4,10/21/2020
North Central Region,6064.0,906.5,10/21/2020
North Coastal Region,5467.0,975.1,10/21/2020
North County,12214.0,1038.3,10/21/2020
North Inland Region,6747.0,1095.7,10/21/2020
North San Diego,733.7,601.7,10/21/2020
Oceanside,2116.9,1249.1,10/21/2020
Palomar-Julian,52.5,670.2,10/21/2020
Pauma,146.8,1739.4,10/21/2020
Pendleton,107.0,259.2,10/21/2020
Peninsula,682.4,962.3,10/21/2020
Poway,621.6,686.4,10/21/2020
Ramona,406.8,1134.9,10/21/2020
San Diego County,53498.0,1596.1,10/21/2020
San Dieguito,718.4,706.6,10/21/2020
San Marcos,1308.4,1266.0,10/21/2020
Santee,557.1,1003.8,10/21/2020
South Bay,5415.8,4103.4,10/21/2020
South Region,14696.0,2924.4,10/21/2020
Southeastern San Diego,3937.9,2746.1,10/21/2020
Spring Valley,1800.6,2127.7,10/21/2020
Supervisorial District 1,18066.2,2874.3,10/21/2020
Supervisorial District 2,10021.0,1522.7,10/21/2020
Supervisorial District 3,5863.3,869.8,10/21/2020
Supervisorial District 4,11166.0,1566.1,10/21/2020
Supervisorial District 5,7335.6,1081.9,10/21/2020
Sweetwater,3356.9,2192.7,10/21/2020
Unincorporated,7070.7,1371.2,10/21/2020
University,352.6,486.0,10/21/2020
Valley Center,260.4,1122.4,10/21/2020
Vista,1466.0,1366.7,10/21/2020
