Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,22.9,142.5,6/28/2020
Anza-Borrego Springs,11.3,220.9,6/28/2020
Carlsbad,189.0,150.7,6/28/2020
Central Region,3093.0,597.3,6/28/2020
Central San Diego,1017.0,486.2,6/28/2020
Chula Vista,1064.0,864.4,6/28/2020
City of Carlsbad,162.9,142.1,6/28/2020
City of Chula Vista,1927.5,720.6,6/28/2020
City of Coronado,47.0,216.8,6/28/2020
City of Del Mar,10.7,246.6,6/28/2020
City of El Cajon,623.3,590.5,6/28/2020
City of Encinitas,111.0,175.8,6/28/2020
City of Escondido,511.2,337.5,6/28/2020
City of Imperial Beach,200.0,710.2,6/28/2020
City of La Mesa,200.8,327.8,6/28/2020
City of Lemon Grove,151.0,562.7,6/28/2020
City of National City,633.8,1018.0,6/28/2020
City of Oceanside,400.6,225.9,6/28/2020
City of Poway,80.8,161.0,6/28/2020
City of San Diego,6191.2,436.0,6/28/2020
City of San Marcos,231.6,241.9,6/28/2020
City of Santee,117.1,205.4,6/28/2020
City of Solana Beach,22.3,159.9,6/28/2020
City of Vista,285.8,276.4,6/28/2020
Coastal,237.8,276.6,6/28/2020
Coronado,47.0,216.8,6/28/2020
Del Mar-Mira Mesa,322.4,188.7,6/28/2020
East Region,2120.0,436.7,6/28/2020
El Cajon,751.3,571.7,6/28/2020
Elliott-Navajo,194.1,205.2,6/28/2020
Escondido,562.8,324.8,6/28/2020
Fallbrook,104.7,215.5,6/28/2020
Harbison Crest,72.9,481.4,6/28/2020
Harbison Crest-El Cajon,824.2,562.4,6/28/2020
Jamul,107.9,550.9,6/28/2020
Kearny Mesa,451.1,264.2,6/28/2020
La Mesa,208.1,328.5,6/28/2020
Laguna-Pine Valley,,,6/28/2020
Lakeside,186.1,312.3,6/28/2020
Lemon Grove,181.9,590.7,6/28/2020
Mid-City,887.5,518.7,6/28/2020
Miramar,15.9,230.7,6/28/2020
Mountain Empire,35.5,432.5,6/28/2020
National City,632.4,1024.3,6/28/2020
North Central Region,1438.0,216.1,6/28/2020
North Coastal Region,1098.0,195.3,6/28/2020
North County,2527.0,216.0,6/28/2020
North Inland Region,1429.0,235.2,6/28/2020
North San Diego,209.2,173.0,6/28/2020
Oceanside,393.6,232.4,6/28/2020
Palomar-Julian,5.6,73.1,6/28/2020
Pauma,15.2,187.3,6/28/2020
Pendleton,,,6/28/2020
Peninsula,164.6,235.4,6/28/2020
Poway,138.0,152.9,6/28/2020
Ramona,69.6,198.0,6/28/2020
San Diego County,13832.0,414.4,6/28/2020
San Dieguito,177.9,175.0,6/28/2020
San Marcos,258.5,256.1,6/28/2020
Santee,115.0,211.9,6/28/2020
South Bay,1677.8,1247.0,6/28/2020
South Region,4391.0,880.1,6/28/2020
Southeastern San Diego,1232.1,846.3,6/28/2020
Spring Valley,465.3,553.7,6/28/2020
Supervisorial District 1,5455.6,868.8,6/28/2020
Supervisorial District 2,2501.9,382.2,6/28/2020
Supervisorial District 3,1423.2,212.6,6/28/2020
Supervisorial District 4,2792.4,393.1,6/28/2020
Supervisorial District 5,1395.8,206.7,6/28/2020
Sweetwater,901.3,601.4,6/28/2020
Unincorporated,1660.5,323.6,6/28/2020
University,84.3,116.3,6/28/2020
Valley Center,50.2,220.3,6/28/2020
Vista,300.4,278.0,6/28/2020
