Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,65.9,408.2,7/30/2020
Anza-Borrego Springs,16.5,315.8,7/30/2020
Carlsbad,536.5,424.2,7/30/2020
Central Region,6222.0,1207.8,7/30/2020
Central San Diego,2062.8,978.1,7/30/2020
Chula Vista,1971.1,1588.8,7/30/2020
City of Carlsbad,484.5,420.4,7/30/2020
City of Chula Vista,3730.8,1374.4,7/30/2020
City of Coronado,136.0,562.0,7/30/2020
City of Del Mar,18.2,410.2,7/30/2020
City of El Cajon,1254.2,1185.9,7/30/2020
City of Encinitas,243.9,385.0,7/30/2020
City of Escondido,1137.5,744.7,7/30/2020
City of Imperial Beach,376.0,1369.9,7/30/2020
City of La Mesa,469.3,772.0,7/30/2020
City of Lemon Grove,314.0,1154.1,7/30/2020
City of National City,1127.0,1811.2,7/30/2020
City of Oceanside,971.6,545.9,7/30/2020
City of Poway,183.6,364.8,7/30/2020
City of San Diego,12596.0,886.7,7/30/2020
City of San Marcos,572.6,583.1,7/30/2020
City of Santee,277.0,474.4,7/30/2020
City of Solana Beach,40.0,286.7,7/30/2020
City of Vista,669.3,656.4,7/30/2020
Coastal,601.0,691.0,7/30/2020
Coronado,136.0,562.0,7/30/2020
Del Mar-Mira Mesa,680.0,397.7,7/30/2020
East Region,4598.0,940.8,7/30/2020
El Cajon,1533.7,1159.0,7/30/2020
Elliott-Navajo,448.5,468.3,7/30/2020
Escondido,1257.7,717.5,7/30/2020
Fallbrook,300.3,605.8,7/30/2020
Harbison Crest,150.3,992.1,7/30/2020
Harbison Crest-El Cajon,1684.0,1141.9,7/30/2020
Jamul,212.2,1119.6,7/30/2020
Kearny Mesa,1051.2,614.7,7/30/2020
La Mesa,483.6,768.4,7/30/2020
Laguna-Pine Valley,16.1,281.4,7/30/2020
Lakeside,404.1,671.6,7/30/2020
Lemon Grove,375.0,1210.2,7/30/2020
Mid-City,1840.3,1090.8,7/30/2020
Miramar,37.3,507.7,7/30/2020
Mountain Empire,65.1,791.1,7/30/2020
National City,1123.8,1820.7,7/30/2020
North Central Region,3361.0,502.4,7/30/2020
North Coastal Region,2717.0,484.6,7/30/2020
North County,6032.0,512.8,7/30/2020
North Inland Region,3315.0,538.4,7/30/2020
North San Diego,407.2,334.0,7/30/2020
Oceanside,954.3,563.1,7/30/2020
Palomar-Julian,17.2,219.2,7/30/2020
Pauma,84.7,1003.7,7/30/2020
Pendleton,60.0,145.3,7/30/2020
Peninsula,375.1,528.9,7/30/2020
Poway,318.4,351.7,7/30/2020
Ramona,164.9,460.0,7/30/2020
San Diego County,29048.0,866.6,7/30/2020
San Dieguito,384.6,378.3,7/30/2020
San Marcos,629.9,609.5,7/30/2020
Santee,269.2,485.0,7/30/2020
South Bay,3037.6,2301.5,7/30/2020
South Region,8229.0,1637.5,7/30/2020
Southeastern San Diego,2419.5,1687.3,7/30/2020
Spring Valley,1058.3,1250.6,7/30/2020
Supervisorial District 1,10327.7,1643.1,7/30/2020
Supervisorial District 2,5462.6,830.1,7/30/2020
Supervisorial District 3,3089.2,458.3,7/30/2020
Supervisorial District 4,5946.2,834.0,7/30/2020
Supervisorial District 5,3616.4,533.3,7/30/2020
Sweetwater,1838.2,1200.7,7/30/2020
Unincorporated,3840.7,744.8,7/30/2020
University,192.2,265.0,7/30/2020
Valley Center,136.7,589.2,7/30/2020
Vista,724.9,675.8,7/30/2020
