Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,56.9,353.8,7/26/2020
Anza-Borrego Springs,15.4,301.1,7/26/2020
Carlsbad,499.8,398.5,7/26/2020
Central Region,5889.0,1137.3,7/26/2020
Central San Diego,1948.3,931.4,7/26/2020
Chula Vista,1871.4,1520.3,7/26/2020
City of Carlsbad,450.3,392.9,7/26/2020
City of Chula Vista,3538.3,1322.7,7/26/2020
City of Coronado,117.0,539.6,7/26/2020
City of Del Mar,17.6,406.2,7/26/2020
City of El Cajon,1199.1,1136.0,7/26/2020
City of Encinitas,237.3,375.8,7/26/2020
City of Escondido,1065.2,703.2,7/26/2020
City of Imperial Beach,350.0,1242.8,7/26/2020
City of La Mesa,449.5,733.8,7/26/2020
City of Lemon Grove,292.0,1088.2,7/26/2020
City of National City,1071.4,1720.9,7/26/2020
City of Oceanside,916.5,516.8,7/26/2020
City of Poway,177.6,353.8,7/26/2020
City of San Diego,11898.1,838.0,7/26/2020
City of San Marcos,538.5,562.3,7/26/2020
City of Santee,261.0,457.9,7/26/2020
City of Solana Beach,40.8,292.4,7/26/2020
City of Vista,625.8,605.3,7/26/2020
Coastal,570.0,663.2,7/26/2020
Coronado,117.0,539.6,7/26/2020
Del Mar-Mira Mesa,643.0,376.3,7/26/2020
East Region,4335.0,892.9,7/26/2020
El Cajon,1461.9,1112.4,7/26/2020
Elliott-Navajo,426.5,451.0,7/26/2020
Escondido,1176.6,679.1,7/26/2020
Fallbrook,274.7,565.5,7/26/2020
Harbison Crest,144.8,956.1,7/26/2020
Harbison Crest-El Cajon,1606.7,1096.2,7/26/2020
Jamul,213.4,1089.4,7/26/2020
Kearny Mesa,980.4,574.1,7/26/2020
La Mesa,462.9,730.9,7/26/2020
Laguna-Pine Valley,14.6,257.2,7/26/2020
Lakeside,372.5,625.2,7/26/2020
Lemon Grove,351.3,1140.9,7/26/2020
Mid-City,1744.2,1019.3,7/26/2020
Miramar,33.5,487.5,7/26/2020
Mountain Empire,59.9,728.8,7/26/2020
National City,1067.7,1729.4,7/26/2020
North Central Region,3169.0,476.3,7/26/2020
North Coastal Region,2562.0,455.7,7/26/2020
North County,5661.0,483.9,7/26/2020
North Inland Region,3099.0,510.0,7/26/2020
North San Diego,389.8,322.4,7/26/2020
Oceanside,900.8,531.8,7/26/2020
Palomar-Julian,16.3,212.5,7/26/2020
Pauma,72.1,885.5,7/26/2020
Pendleton,58.0,133.0,7/26/2020
Peninsula,358.6,512.8,7/26/2020
Poway,304.6,337.5,7/26/2020
Ramona,150.8,428.8,7/26/2020
San Diego County,27507.0,824.2,7/26/2020
San Dieguito,375.5,369.5,7/26/2020
San Marcos,590.9,585.3,7/26/2020
Santee,254.0,467.8,7/26/2020
South Bay,2859.9,2125.5,7/26/2020
South Region,7782.0,1559.8,7/26/2020
Southeastern San Diego,2294.1,1575.9,7/26/2020
Spring Valley,988.3,1176.0,7/26/2020
Supervisorial District 1,9771.2,1556.0,7/26/2020
Supervisorial District 2,5159.5,788.2,7/26/2020
Supervisorial District 3,2917.2,435.7,7/26/2020
Supervisorial District 4,5615.5,790.6,7/26/2020
Supervisorial District 5,3372.6,499.5,7/26/2020
Sweetwater,1738.2,1159.8,7/26/2020
Unincorporated,3589.9,699.6,7/26/2020
University,181.1,249.9,7/26/2020
Valley Center,122.7,538.7,7/26/2020
Vista,673.2,622.9,7/26/2020
