Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,107.8,667.2,9/29/2020
Anza-Borrego Springs,18.2,348.4,9/29/2020
Carlsbad,834.6,659.9,9/29/2020
Central Region,10502.0,2038.7,9/29/2020
Central San Diego,3447.7,1634.8,9/29/2020
Chula Vista,3180.2,2563.4,9/29/2020
City of Carlsbad,714.2,619.7,9/29/2020
City of Chula Vista,5980.8,2203.3,9/29/2020
City of Coronado,184.0,760.4,9/29/2020
City of Del Mar,25.0,565.9,9/29/2020
City of El Cajon,1878.7,1776.4,9/29/2020
City of Encinitas,382.6,603.8,9/29/2020
City of Escondido,2077.6,1360.1,9/29/2020
City of Imperial Beach,597.0,2175.0,9/29/2020
City of La Mesa,678.5,1116.1,9/29/2020
City of Lemon Grove,474.0,1742.1,9/29/2020
City of National City,1638.6,2633.4,9/29/2020
City of Oceanside,1914.9,1076.0,9/29/2020
City of Poway,315.2,626.5,9/29/2020
City of San Diego,20442.3,1439.1,9/29/2020
City of San Marcos,1065.3,1084.8,9/29/2020
City of Santee,471.9,808.3,9/29/2020
City of Solana Beach,60.5,433.8,9/29/2020
City of Vista,1170.4,1147.9,9/29/2020
Coastal,916.0,1053.1,9/29/2020
Coronado,184.0,760.4,9/29/2020
Del Mar-Mira Mesa,1037.1,606.5,9/29/2020
East Region,6993.0,1430.8,9/29/2020
El Cajon,2300.7,1738.6,9/29/2020
Elliott-Navajo,724.6,756.6,9/29/2020
Escondido,2303.1,1313.9,9/29/2020
Fallbrook,548.4,1106.1,9/29/2020
Harbison Crest,228.7,1509.5,9/29/2020
Harbison Crest-El Cajon,2529.4,1715.1,9/29/2020
Jamul,334.5,1764.7,9/29/2020
Kearny Mesa,1612.7,943.1,9/29/2020
La Mesa,703.0,1117.1,9/29/2020
Laguna-Pine Valley,21.6,377.4,9/29/2020
Lakeside,662.0,1100.2,9/29/2020
Lemon Grove,564.6,1822.3,9/29/2020
Mid-City,3650.0,2163.4,9/29/2020
Miramar,55.7,759.5,9/29/2020
Mountain Empire,108.4,1317.3,9/29/2020
National City,1632.9,2645.5,9/29/2020
North Central Region,5191.0,776.0,9/29/2020
North Coastal Region,4730.0,843.7,9/29/2020
North County,10685.0,908.3,9/29/2020
North Inland Region,5955.0,967.1,9/29/2020
North San Diego,646.8,530.4,9/29/2020
Oceanside,1864.4,1100.1,9/29/2020
Palomar-Julian,41.2,526.5,9/29/2020
Pauma,139.6,1654.4,9/29/2020
Pendleton,94.0,227.7,9/29/2020
Peninsula,573.8,809.2,9/29/2020
Poway,540.6,597.0,9/29/2020
Ramona,344.5,961.2,9/29/2020
San Diego County,47180.0,1407.6,9/29/2020
San Dieguito,597.0,587.2,9/29/2020
San Marcos,1163.1,1125.4,9/29/2020
Santee,457.5,824.2,9/29/2020
South Bay,4766.5,3611.5,9/29/2020
South Region,12892.0,2565.4,9/29/2020
Southeastern San Diego,3570.5,2489.9,9/29/2020
Spring Valley,1574.2,1860.1,9/29/2020
Supervisorial District 1,15946.0,2537.0,9/29/2020
Supervisorial District 2,8815.1,1339.5,9/29/2020
Supervisorial District 3,5103.5,757.1,9/29/2020
Supervisorial District 4,9941.3,1394.3,9/29/2020
Supervisorial District 5,6457.1,952.3,9/29/2020
Sweetwater,2915.8,1904.6,9/29/2020
Unincorporated,6191.4,1200.7,9/29/2020
University,292.8,403.6,9/29/2020
Valley Center,238.2,1026.6,9/29/2020
Vista,1265.9,1180.1,9/29/2020
