Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,31.2,193.8,7/4/2020
Anza-Borrego Springs,12.4,242.4,7/4/2020
Carlsbad,269.3,214.7,7/4/2020
Central Region,3715.0,717.5,7/4/2020
Central San Diego,1233.3,589.6,7/4/2020
Chula Vista,1223.8,994.2,7/4/2020
City of Carlsbad,238.0,207.6,7/4/2020
City of Chula Vista,2243.6,838.7,7/4/2020
City of Coronado,58.0,267.5,7/4/2020
City of Del Mar,12.2,282.9,7/4/2020
City of El Cajon,722.0,684.0,7/4/2020
City of Encinitas,149.9,237.3,7/4/2020
City of Escondido,616.6,407.1,7/4/2020
City of Imperial Beach,227.0,806.0,7/4/2020
City of La Mesa,240.9,393.2,7/4/2020
City of Lemon Grove,178.0,663.3,7/4/2020
City of National City,720.0,1156.5,7/4/2020
City of Oceanside,523.9,295.4,7/4/2020
City of Poway,96.8,192.8,7/4/2020
City of San Diego,7395.8,520.9,7/4/2020
City of San Marcos,306.0,319.6,7/4/2020
City of Santee,150.2,263.6,7/4/2020
City of Solana Beach,29.6,212.5,7/4/2020
City of Vista,359.7,347.9,7/4/2020
Coastal,324.2,377.2,7/4/2020
Coronado,58.0,267.5,7/4/2020
Del Mar-Mira Mesa,396.0,231.7,7/4/2020
East Region,2534.0,521.9,7/4/2020
El Cajon,877.0,667.3,7/4/2020
Elliott-Navajo,238.1,251.7,7/4/2020
Escondido,685.0,395.3,7/4/2020
Fallbrook,153.6,316.2,7/4/2020
Harbison Crest,87.0,574.1,7/4/2020
Harbison Crest-El Cajon,964.0,657.7,7/4/2020
Jamul,130.7,667.2,7/4/2020
Kearny Mesa,567.3,332.2,7/4/2020
La Mesa,249.2,393.5,7/4/2020
Laguna-Pine Valley,6.6,115.3,7/4/2020
Lakeside,222.4,373.3,7/4/2020
Lemon Grove,213.9,694.5,7/4/2020
Mid-City,1090.3,637.2,7/4/2020
Miramar,18.6,270.2,7/4/2020
Mountain Empire,42.1,512.8,7/4/2020
National City,717.9,1162.9,7/4/2020
North Central Region,1825.0,274.3,7/4/2020
North Coastal Region,1449.0,257.7,7/4/2020
North County,3229.0,276.0,7/4/2020
North Inland Region,1780.0,293.0,7/4/2020
North San Diego,242.8,200.8,7/4/2020
Oceanside,513.4,303.1,7/4/2020
Palomar-Julian,8.5,110.5,7/4/2020
Pauma,24.0,295.3,7/4/2020
Pendleton,6.0,13.8,7/4/2020
Peninsula,201.3,287.8,7/4/2020
Poway,170.6,189.1,7/4/2020
Ramona,93.2,265.0,7/4/2020
San Diego County,16726.0,501.2,7/4/2020
San Dieguito,238.0,234.2,7/4/2020
San Marcos,332.6,329.5,7/4/2020
Santee,146.6,269.9,7/4/2020
South Bay,1873.2,1392.2,7/4/2020
South Region,5024.0,1007.0,7/4/2020
Southeastern San Diego,1449.3,995.6,7/4/2020
Spring Valley,560.7,667.2,7/4/2020
Supervisorial District 1,6284.1,1000.7,7/4/2020
Supervisorial District 2,3013.6,460.4,7/4/2020
Supervisorial District 3,1742.3,260.2,7/4/2020
Supervisorial District 4,3434.3,483.5,7/4/2020
Supervisorial District 5,1852.6,274.4,7/4/2020
Sweetwater,1068.1,712.7,7/4/2020
Unincorporated,2058.8,401.2,7/4/2020
University,106.4,146.8,7/4/2020
Valley Center,60.1,263.9,7/4/2020
Vista,384.4,355.6,7/4/2020
