Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,77.1,477.2,8/16/2020
Anza-Borrego Springs,17.0,326.2,8/16/2020
Carlsbad,629.9,498.1,8/16/2020
Central Region,7373.0,1431.3,8/16/2020
Central San Diego,2399.1,1137.6,8/16/2020
Chula Vista,2359.4,1901.8,8/16/2020
City of Carlsbad,559.7,485.6,8/16/2020
City of Chula Vista,4452.6,1640.3,8/16/2020
City of Coronado,156.0,644.7,8/16/2020
City of Del Mar,19.1,431.5,8/16/2020
City of El Cajon,1542.0,1458.0,8/16/2020
City of Encinitas,287.6,453.8,8/16/2020
City of Escondido,1460.5,956.1,8/16/2020
City of Imperial Beach,445.0,1621.2,8/16/2020
City of La Mesa,517.9,852.0,8/16/2020
City of Lemon Grove,377.0,1385.6,8/16/2020
City of National City,1323.7,2127.4,8/16/2020
City of Oceanside,1244.1,699.0,8/16/2020
City of Poway,215.5,428.2,8/16/2020
City of San Diego,14931.5,1051.2,8/16/2020
City of San Marcos,722.7,735.9,8/16/2020
City of Santee,355.4,608.6,8/16/2020
City of Solana Beach,46.2,331.2,8/16/2020
City of Vista,844.5,828.2,8/16/2020
Coastal,685.7,788.4,8/16/2020
Coronado,156.0,644.7,8/16/2020
Del Mar-Mira Mesa,806.9,471.9,8/16/2020
East Region,5528.0,1131.1,8/16/2020
El Cajon,1882.2,1422.4,8/16/2020
Elliott-Navajo,513.7,536.4,8/16/2020
Escondido,1612.9,920.2,8/16/2020
Fallbrook,390.1,786.8,8/16/2020
Harbison Crest,182.8,1206.3,8/16/2020
Harbison Crest-El Cajon,2065.0,1400.2,8/16/2020
Jamul,250.4,1320.9,8/16/2020
Kearny Mesa,1269.0,742.1,8/16/2020
La Mesa,534.0,848.5,8/16/2020
Laguna-Pine Valley,18.9,330.6,8/16/2020
Lakeside,508.8,845.6,8/16/2020
Lemon Grove,450.1,1452.8,8/16/2020
Mid-City,2228.5,1320.9,8/16/2020
Miramar,44.3,603.8,8/16/2020
Mountain Empire,80.6,979.2,8/16/2020
National City,1319.9,2138.3,8/16/2020
North Central Region,3953.0,590.9,8/16/2020
North Coastal Region,3343.0,596.3,8/16/2020
North County,7521.0,639.3,8/16/2020
North Inland Region,4178.0,678.5,8/16/2020
North San Diego,472.6,387.6,8/16/2020
Oceanside,1224.1,722.3,8/16/2020
Palomar-Julian,31.5,402.4,8/16/2020
Pauma,104.5,1237.7,8/16/2020
Pendleton,67.0,162.3,8/16/2020
Peninsula,439.9,620.4,8/16/2020
Poway,372.9,411.8,8/16/2020
Ramona,229.0,638.9,8/16/2020
San Diego County,34960.0,1043.0,8/16/2020
San Dieguito,449.5,442.2,8/16/2020
San Marcos,795.9,770.1,8/16/2020
Santee,345.2,622.0,8/16/2020
South Bay,3643.1,2760.3,8/16/2020
South Region,9816.0,1953.3,8/16/2020
Southeastern San Diego,2864.8,1997.8,8/16/2020
Spring Valley,1244.7,1470.8,8/16/2020
Supervisorial District 1,12263.0,1951.0,8/16/2020
Supervisorial District 2,6582.2,1000.2,8/16/2020
Supervisorial District 3,3747.0,555.9,8/16/2020
Supervisorial District 4,7078.9,992.8,8/16/2020
Supervisorial District 5,4519.9,666.6,8/16/2020
Sweetwater,2187.2,1428.6,8/16/2020
Unincorporated,4690.1,909.6,8/16/2020
University,220.7,304.2,8/16/2020
Valley Center,167.8,723.0,8/16/2020
Vista,913.2,851.3,8/16/2020
