Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,78.0,482.7,8/17/2020
Anza-Borrego Springs,17.0,326.2,8/17/2020
Carlsbad,635.1,502.2,8/17/2020
Central Region,7411.0,1438.6,8/17/2020
Central San Diego,2408.2,1141.9,8/17/2020
Chula Vista,2369.8,1910.2,8/17/2020
City of Carlsbad,562.8,488.3,8/17/2020
City of Chula Vista,4475.1,1648.6,8/17/2020
City of Coronado,156.0,644.7,8/17/2020
City of Del Mar,19.4,438.5,8/17/2020
City of El Cajon,1548.7,1464.4,8/17/2020
City of Encinitas,289.4,456.8,8/17/2020
City of Escondido,1468.0,961.1,8/17/2020
City of Imperial Beach,448.0,1632.2,8/17/2020
City of La Mesa,517.3,851.0,8/17/2020
City of Lemon Grove,377.0,1385.6,8/17/2020
City of National City,1329.6,2136.8,8/17/2020
City of Oceanside,1271.1,714.2,8/17/2020
City of Poway,216.5,430.2,8/17/2020
City of San Diego,15001.9,1056.1,8/17/2020
City of San Marcos,736.8,750.3,8/17/2020
City of Santee,355.4,608.7,8/17/2020
City of Solana Beach,46.2,331.7,8/17/2020
City of Vista,849.9,833.6,8/17/2020
Coastal,688.0,791.0,8/17/2020
Coronado,156.0,644.7,8/17/2020
Del Mar-Mira Mesa,812.2,475.0,8/17/2020
East Region,5544.0,1134.3,8/17/2020
El Cajon,1890.8,1428.9,8/17/2020
Elliott-Navajo,515.0,537.8,8/17/2020
Escondido,1622.9,925.8,8/17/2020
Fallbrook,393.8,794.3,8/17/2020
Harbison Crest,184.3,1216.6,8/17/2020
Harbison Crest-El Cajon,2075.2,1407.1,8/17/2020
Jamul,252.0,1329.3,8/17/2020
Kearny Mesa,1273.3,744.6,8/17/2020
La Mesa,533.3,847.5,8/17/2020
Laguna-Pine Valley,19.0,331.5,8/17/2020
Lakeside,511.9,850.7,8/17/2020
Lemon Grove,450.4,1453.6,8/17/2020
Mid-City,2247.1,1331.9,8/17/2020
Miramar,44.3,603.8,8/17/2020
Mountain Empire,80.6,979.2,8/17/2020
National City,1325.7,2147.7,8/17/2020
North Central Region,3968.0,593.2,8/17/2020
North Coastal Region,3384.0,603.6,8/17/2020
North County,7602.0,646.2,8/17/2020
North Inland Region,4218.0,685.0,8/17/2020
North San Diego,475.2,389.7,8/17/2020
Oceanside,1248.9,736.9,8/17/2020
Palomar-Julian,32.5,415.2,8/17/2020
Pauma,104.8,1241.6,8/17/2020
Pendleton,68.0,164.7,8/17/2020
Peninsula,440.5,621.1,8/17/2020
Poway,374.8,413.9,8/17/2020
Ramona,234.9,655.3,8/17/2020
San Diego County,35162.0,1049.1,8/17/2020
San Dieguito,452.2,444.8,8/17/2020
San Marcos,809.4,783.2,8/17/2020
Santee,345.3,622.2,8/17/2020
South Bay,3661.6,2774.3,8/17/2020
South Region,9865.0,1963.0,8/17/2020
Southeastern San Diego,2875.8,2005.4,8/17/2020
Spring Valley,1245.9,1472.3,8/17/2020
Supervisorial District 1,12321.9,1960.4,8/17/2020
Supervisorial District 2,6608.1,1004.1,8/17/2020
Supervisorial District 3,3767.5,558.9,8/17/2020
Supervisorial District 4,7112.7,997.6,8/17/2020
Supervisorial District 5,4579.8,675.4,8/17/2020
Sweetwater,2200.3,1437.2,8/17/2020
Unincorporated,4720.8,915.5,8/17/2020
University,222.4,306.6,8/17/2020
Valley Center,168.7,727.2,8/17/2020
Vista,920.2,857.9,8/17/2020
