Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,106.0,656.1,9/26/2020
Anza-Borrego Springs,18.2,348.4,9/26/2020
Carlsbad,827.5,654.3,9/26/2020
Central Region,10384.0,2015.8,9/26/2020
Central San Diego,3409.0,1616.4,9/26/2020
Chula Vista,3135.1,2527.1,9/26/2020
City of Carlsbad,710.9,616.8,9/26/2020
City of Chula Vista,5889.6,2169.7,9/26/2020
City of Coronado,183.0,756.2,9/26/2020
City of Del Mar,25.0,565.9,9/26/2020
City of El Cajon,1861.1,1759.7,9/26/2020
City of Encinitas,372.5,587.9,9/26/2020
City of Escondido,2046.1,1339.5,9/26/2020
City of Imperial Beach,581.0,2116.7,9/26/2020
City of La Mesa,668.8,1100.2,9/26/2020
City of Lemon Grove,468.0,1720.1,9/26/2020
City of National City,1626.8,2614.6,9/26/2020
City of Oceanside,1872.9,1052.3,9/26/2020
City of Poway,308.3,612.6,9/26/2020
City of San Diego,20204.1,1422.3,9/26/2020
City of San Marcos,1050.3,1069.6,9/26/2020
City of Santee,460.9,789.4,9/26/2020
City of Solana Beach,59.5,426.6,9/26/2020
City of Vista,1152.8,1130.7,9/26/2020
Coastal,896.7,1031.0,9/26/2020
Coronado,183.0,756.2,9/26/2020
Del Mar-Mira Mesa,1027.6,600.9,9/26/2020
East Region,6922.0,1416.3,9/26/2020
El Cajon,2279.4,1722.5,9/26/2020
Elliott-Navajo,715.9,747.5,9/26/2020
Escondido,2268.2,1294.0,9/26/2020
Fallbrook,539.2,1087.6,9/26/2020
Harbison Crest,226.7,1496.3,9/26/2020
Harbison Crest-El Cajon,2506.1,1699.3,9/26/2020
Jamul,330.4,1743.4,9/26/2020
Kearny Mesa,1599.4,935.3,9/26/2020
La Mesa,693.0,1101.2,9/26/2020
Laguna-Pine Valley,21.5,375.7,9/26/2020
Lakeside,657.7,1093.0,9/26/2020
Lemon Grove,557.7,1799.9,9/26/2020
Mid-City,3606.6,2137.7,9/26/2020
Miramar,55.2,752.5,9/26/2020
Mountain Empire,107.4,1305.2,9/26/2020
National City,1621.3,2626.7,9/26/2020
North Central Region,5124.0,766.0,9/26/2020
North Coastal Region,4649.0,829.2,9/26/2020
North County,10508.0,893.2,9/26/2020
North Inland Region,5859.0,951.5,9/26/2020
North San Diego,638.7,523.8,9/26/2020
Oceanside,1824.9,1076.8,9/26/2020
Palomar-Julian,40.2,513.6,9/26/2020
Pauma,138.8,1644.6,9/26/2020
Pendleton,93.0,225.3,9/26/2020
Peninsula,563.1,794.1,9/26/2020
Poway,532.7,588.3,9/26/2020
Ramona,331.8,925.8,9/26/2020
San Diego County,46610.0,1390.6,9/26/2020
San Dieguito,583.2,573.6,9/26/2020
San Marcos,1146.3,1109.2,9/26/2020
Santee,447.3,806.0,9/26/2020
South Bay,4703.5,3563.7,9/26/2020
South Region,12720.0,2531.2,9/26/2020
Southeastern San Diego,3532.1,2463.1,9/26/2020
Spring Valley,1562.4,1846.2,9/26/2020
Supervisorial District 1,15742.2,2504.5,9/26/2020
Supervisorial District 2,8713.4,1324.0,9/26/2020
Supervisorial District 3,5033.0,746.6,9/26/2020
Supervisorial District 4,9814.4,1376.5,9/26/2020
Supervisorial District 5,6355.0,937.3,9/26/2020
Sweetwater,2869.0,1874.0,9/26/2020
Unincorporated,6116.3,1186.1,9/26/2020
University,287.2,395.8,9/26/2020
Valley Center,234.4,1010.1,9/26/2020
Vista,1246.6,1162.1,9/26/2020
