Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,73.4,454.3,8/8/2020
Anza-Borrego Springs,17.8,339.9,8/8/2020
Carlsbad,590.7,467.1,8/8/2020
Central Region,6940.0,1347.2,8/8/2020
Central San Diego,2287.9,1084.9,8/8/2020
Chula Vista,2218.6,1788.3,8/8/2020
City of Carlsbad,528.1,458.2,8/8/2020
City of Chula Vista,4184.8,1541.7,8/8/2020
City of Coronado,152.0,628.1,8/8/2020
City of Del Mar,18.8,424.4,8/8/2020
City of El Cajon,1444.9,1366.1,8/8/2020
City of Encinitas,266.3,420.2,8/8/2020
City of Escondido,1340.0,877.2,8/8/2020
City of Imperial Beach,420.0,1530.2,8/8/2020
City of La Mesa,497.9,819.0,8/8/2020
City of Lemon Grove,350.0,1286.4,8/8/2020
City of National City,1258.9,2023.3,8/8/2020
City of Oceanside,1146.9,644.4,8/8/2020
City of Poway,201.5,400.5,8/8/2020
City of San Diego,14069.2,990.4,8/8/2020
City of San Marcos,661.8,674.0,8/8/2020
City of Santee,321.2,550.1,8/8/2020
City of Solana Beach,46.1,330.7,8/8/2020
City of Vista,789.0,773.8,8/8/2020
Coastal,660.2,759.0,8/8/2020
Coronado,152.0,628.1,8/8/2020
Del Mar-Mira Mesa,763.2,446.3,8/8/2020
East Region,5179.0,1059.7,8/8/2020
El Cajon,1762.7,1332.1,8/8/2020
Elliott-Navajo,494.1,515.9,8/8/2020
Escondido,1478.9,843.7,8/8/2020
Fallbrook,353.1,712.3,8/8/2020
Harbison Crest,169.7,1120.1,8/8/2020
Harbison Crest-El Cajon,1932.5,1310.3,8/8/2020
Jamul,238.6,1258.8,8/8/2020
Kearny Mesa,1210.4,707.8,8/8/2020
La Mesa,513.3,815.6,8/8/2020
Laguna-Pine Valley,18.6,324.8,8/8/2020
Lakeside,464.0,771.2,8/8/2020
Lemon Grove,418.2,1349.5,8/8/2020
Mid-City,2077.1,1231.1,8/8/2020
Miramar,42.4,578.2,8/8/2020
Mountain Empire,74.6,906.2,8/8/2020
National City,1255.3,2033.7,8/8/2020
North Central Region,3761.0,562.2,8/8/2020
North Coastal Region,3117.0,556.0,8/8/2020
North County,6941.0,590.0,8/8/2020
North Inland Region,3824.0,621.0,8/8/2020
North San Diego,445.4,365.3,8/8/2020
Oceanside,1129.5,666.5,8/8/2020
Palomar-Julian,18.9,241.5,8/8/2020
Pauma,95.1,1126.8,8/8/2020
Pendleton,64.0,155.0,8/8/2020
Peninsula,404.2,570.0,8/8/2020
Poway,350.1,386.6,8/8/2020
Ramona,200.5,559.3,8/8/2020
San Diego County,32747.0,977.0,8/8/2020
San Dieguito,421.6,414.7,8/8/2020
San Marcos,730.9,707.3,8/8/2020
Santee,312.4,562.8,8/8/2020
South Bay,3405.4,2580.2,8/8/2020
South Region,9227.0,1836.1,8/8/2020
Southeastern San Diego,2687.9,1874.4,8/8/2020
Spring Valley,1176.5,1390.2,8/8/2020
Supervisorial District 1,11543.1,1836.5,8/8/2020
Supervisorial District 2,6161.8,936.3,8/8/2020
Supervisorial District 3,3502.9,519.6,8/8/2020
Supervisorial District 4,6667.3,935.1,8/8/2020
Supervisorial District 5,4172.9,615.4,8/8/2020
Sweetwater,2055.0,1342.3,8/8/2020
Unincorporated,4350.7,843.7,8/8/2020
University,211.3,291.3,8/8/2020
Valley Center,151.9,654.8,8/8/2020
Vista,852.6,794.8,8/8/2020
