Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,276.7,1712.8,11/20/2020
Anza-Borrego Springs,24.3,465.2,11/20/2020
Carlsbad,1298.4,1026.6,11/20/2020
Central Region,14547.0,2823.9,11/20/2020
Central San Diego,4960.4,2352.0,11/20/2020
Chula Vista,4593.0,3702.3,11/20/2020
City of Carlsbad,1098.1,952.8,11/20/2020
City of Chula Vista,8753.5,3224.7,11/20/2020
City of Coronado,268.0,1107.5,11/20/2020
City of Del Mar,41.0,926.6,11/20/2020
City of El Cajon,3032.0,2866.9,11/20/2020
City of Encinitas,651.4,1028.0,11/20/2020
City of Escondido,3140.8,2056.2,11/20/2020
City of Imperial Beach,861.0,3136.8,11/20/2020
City of La Mesa,975.5,1604.6,11/20/2020
City of Lemon Grove,694.0,2550.7,11/20/2020
City of National City,2228.7,3581.9,11/20/2020
City of Oceanside,2919.4,1640.3,11/20/2020
City of Poway,486.8,967.5,11/20/2020
City of San Diego,29577.1,2082.2,11/20/2020
City of San Marcos,1586.6,1615.8,11/20/2020
City of Santee,813.8,1393.8,11/20/2020
City of Solana Beach,111.0,795.8,11/20/2020
City of Vista,1934.5,1897.3,11/20/2020
Coastal,1454.6,1672.3,11/20/2020
Coronado,268.0,1107.5,11/20/2020
Del Mar-Mira Mesa,1601.3,936.5,11/20/2020
East Region,11188.0,2289.1,11/20/2020
El Cajon,3729.8,2818.6,11/20/2020
Elliott-Navajo,1157.6,1208.8,11/20/2020
Escondido,3501.5,1997.6,11/20/2020
Fallbrook,786.8,1587.1,11/20/2020
Harbison Crest,379.7,2506.0,11/20/2020
Harbison Crest-El Cajon,4109.5,2786.5,11/20/2020
Jamul,533.6,2815.1,11/20/2020
Kearny Mesa,2516.9,1471.8,11/20/2020
La Mesa,1011.1,1606.8,11/20/2020
Laguna-Pine Valley,49.2,859.5,11/20/2020
Lakeside,1076.7,1789.3,11/20/2020
Lemon Grove,821.5,2651.3,11/20/2020
Mid-City,4924.7,2919.0,11/20/2020
Miramar,80.3,1094.3,11/20/2020
Mountain Empire,251.4,3054.9,11/20/2020
National City,2219.0,3595.0,11/20/2020
North Central Region,8100.0,1210.8,11/20/2020
North Coastal Region,7480.0,1334.2,11/20/2020
North County,16581.0,1409.5,11/20/2020
North Inland Region,9101.0,1478.0,11/20/2020
North San Diego,1001.5,821.3,11/20/2020
Oceanside,2843.6,1677.9,11/20/2020
Palomar-Julian,66.6,851.3,11/20/2020
Pauma,190.6,2258.6,11/20/2020
Pendleton,120.0,290.7,11/20/2020
Peninsula,875.4,1234.5,11/20/2020
Poway,832.9,919.8,11/20/2020
Ramona,640.5,1786.9,11/20/2020
San Diego County,70709.0,2109.6,11/20/2020
San Dieguito,1009.8,993.2,11/20/2020
San Marcos,1735.8,1679.6,11/20/2020
Santee,785.0,1414.4,11/20/2020
South Bay,6858.9,5196.8,11/20/2020
South Region,18599.0,3701.0,11/20/2020
Southeastern San Diego,4926.8,3435.7,11/20/2020
Spring Valley,2367.8,2797.9,11/20/2020
Supervisorial District 1,22741.6,3618.1,11/20/2020
Supervisorial District 2,13940.6,2118.3,11/20/2020
Supervisorial District 3,7938.4,1177.6,11/20/2020
Supervisorial District 4,14492.2,2032.6,11/20/2020
Supervisorial District 5,9902.2,1460.4,11/20/2020
Sweetwater,4334.9,2831.5,11/20/2020
Unincorporated,9841.7,1908.6,11/20/2020
University,465.7,641.9,11/20/2020
Valley Center,368.0,1585.9,11/20/2020
Vista,2074.7,1934.2,11/20/2020
