Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,85.2,527.5,8/27/2020
Anza-Borrego Springs,18.1,346.6,8/27/2020
Carlsbad,676.7,535.0,8/27/2020
Central Region,7930.0,1539.4,8/27/2020
Central San Diego,2600.7,1233.1,8/27/2020
Chula Vista,2555.6,2060.0,8/27/2020
City of Carlsbad,593.3,514.8,8/27/2020
City of Chula Vista,4806.1,1770.5,8/27/2020
City of Coronado,159.0,657.1,8/27/2020
City of Del Mar,20.0,452.7,8/27/2020
City of El Cajon,1634.1,1545.1,8/27/2020
City of Encinitas,309.9,489.1,8/27/2020
City of Escondido,1628.7,1066.2,8/27/2020
City of Imperial Beach,476.0,1734.2,8/27/2020
City of La Mesa,563.3,926.6,8/27/2020
City of Lemon Grove,401.0,1473.8,8/27/2020
City of National City,1417.9,2278.7,8/27/2020
City of Oceanside,1401.3,787.3,8/27/2020
City of Poway,229.5,456.0,8/27/2020
City of San Diego,16023.7,1128.0,8/27/2020
City of San Marcos,825.7,840.8,8/27/2020
City of Santee,382.5,655.2,8/27/2020
City of Solana Beach,49.4,354.2,8/27/2020
City of Vista,926.9,909.1,8/27/2020
Coastal,718.6,826.1,8/27/2020
Coronado,159.0,657.1,8/27/2020
Del Mar-Mira Mesa,856.2,500.7,8/27/2020
East Region,5935.0,1214.3,8/27/2020
El Cajon,1997.2,1509.2,8/27/2020
Elliott-Navajo,546.9,571.1,8/27/2020
Escondido,1801.9,1028.0,8/27/2020
Fallbrook,432.6,872.6,8/27/2020
Harbison Crest,195.5,1290.4,8/27/2020
Harbison Crest-El Cajon,2192.7,1486.8,8/27/2020
Jamul,276.5,1458.7,8/27/2020
Kearny Mesa,1345.5,786.8,8/27/2020
La Mesa,582.4,925.5,8/27/2020
Laguna-Pine Valley,19.3,338.1,8/27/2020
Lakeside,553.0,919.0,8/27/2020
Lemon Grove,478.9,1545.5,8/27/2020
Mid-City,2398.7,1421.8,8/27/2020
Miramar,46.8,637.5,8/27/2020
Mountain Empire,87.6,1064.4,8/27/2020
National City,1413.7,2290.3,8/27/2020
North Central Region,4179.0,624.7,8/27/2020
North Coastal Region,3682.0,656.8,8/27/2020
North County,8334.0,708.4,8/27/2020
North Inland Region,4652.0,755.5,8/27/2020
North San Diego,511.4,419.4,8/27/2020
Oceanside,1374.4,811.0,8/27/2020
Palomar-Julian,35.3,450.8,8/27/2020
Pauma,121.3,1437.2,8/27/2020
Pendleton,82.0,198.6,8/27/2020
Peninsula,461.7,651.1,8/27/2020
Poway,398.2,439.7,8/27/2020
Ramona,260.7,727.2,8/27/2020
San Diego County,37784.0,1127.3,8/27/2020
San Dieguito,485.1,477.1,8/27/2020
San Marcos,904.8,875.5,8/27/2020
Santee,371.8,669.9,8/27/2020
South Bay,3949.0,2992.1,8/27/2020
South Region,10591.0,2107.5,8/27/2020
Southeastern San Diego,3058.7,2133.0,8/27/2020
Spring Valley,1340.1,1583.5,8/27/2020
Supervisorial District 1,13207.9,2101.3,8/27/2020
Supervisorial District 2,7072.6,1074.7,8/27/2020
Supervisorial District 3,4077.5,604.9,8/27/2020
Supervisorial District 4,7582.5,1063.5,8/27/2020
Supervisorial District 5,5028.6,741.6,8/27/2020
Sweetwater,2349.7,1534.8,8/27/2020
Unincorporated,5120.8,993.1,8/27/2020
University,233.8,322.2,8/27/2020
Valley Center,181.8,783.3,8/27/2020
Vista,1002.8,934.9,8/27/2020
